Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.038,0.429,528,Low,Liberia,20,,,1155146230,0.144,43,158,0.064,0.005,0.142,60,58,0.284,0.434,0.535,0.031,3821440,0.474,Africa,123000000,51000000,12/1/2009
0.022,,67674,Low,Libya,,,20286,62360446571,0.035,349,,0.015,0.108,0.06,77,73,1.599,0.295,0.659,0.045,5964325,0.775,Africa,159000000,1683000000,12/1/2009
0.036,0.384,1822,Moderate,Madagascar,7,,,8550363829,0.045,19,201,0.045,0.016,0.45,64,61,0.307,0.437,0.534,0.029,20495695,0.313,Africa,518000000,123000000,12/1/2009
0.041,0.263,1060,Low,Malawi,39,,,5030639934,0.083,29,157,0.055,0.011,0.253,53,53,0.171,0.459,0.51,0.031,14573338,0.154,Africa,46000000,91000000,12/1/2009
0.048,0.514,612,Low,Mali,8,,,8964480570,0.068,45,270,0.085,0.018,,53,54,0.329,0.467,0.504,0.029,13559296,0.352,Africa,290000000,231000000,12/1/2009
0.036,0.858,2211,Low,Mauritania,19,,,3027032864,0.054,46,696,0.071,0.023,0.195,62,59,0.621,0.407,0.561,0.031,3516077,0.56,Africa,,,12/1/2009
0.012,0.26,3865,Very Friendly,Mauritius,6,,,8834661043,0.05,357,161,0.014,0.225,0.093,77,69,0.886,0.217,0.708,0.075,1275032,0.408,Africa,1390000000,384000000,12/1/2009
0.021,0.493,49541,Friendly,Morocco,12,,15054,90908402631,0.057,165,358,0.03,0.413,,72,68,0.809,0.285,0.665,0.05,31276564,0.572,Africa,7980000000,1713000000,12/1/2009
0.041,0.375,2574,Moderate,Mozambique,26,,9554,9674037707,0.06,25,230,0.074,0.027,0.157,50,48,0.256,0.453,0.515,0.032,23361025,0.307,Africa,217000000,247000000,12/1/2009
0.027,0.223,3183,Friendly,Namibia,66,,1497,8724107049,0.079,326,339,0.039,0.065,0.111,64,59,0.761,0.382,0.584,0.034,2143498,0.406,Africa,511000000,120000000,12/1/2009
0.05,0.465,1085,Low,Niger,17,,,5397121962,0.077,27,270,0.069,0.008,,57,56,0.17,0.497,0.477,0.026,15302948,0.174,Africa,69000000,84000000,12/1/2009
0.042,0.322,71719,Moderate,Nigeria,25,,109255,1.69E+11,0.068,74,938,0.085,0.2,0.184,51,51,0.48,0.439,0.534,0.027,155381020,0.426,Africa,791000000,6236000000,12/1/2009
0.037,0.31,576,Friendly,Rwanda,3,,,5208687775,0.1,50,160,0.047,0.077,0.161,63,60,0.231,0.448,0.529,0.023,10529668,0.23,Africa,223000000,148000000,12/1/2009
0.037,0.472,92,Low,Sao Tome and Principe,144,,,196473839,0.075,94,424,0.041,0.164,0.311,68,64,0.467,0.416,0.547,0.037,173240,0.612,Africa,8300000,400000,12/1/2009
0.039,0.455,5849,Low,Senegal,9,,3270,12812994670,0.048,49,666,0.049,0.145,,64,61,0.548,0.437,0.532,0.031,12586827,0.42,Africa,474000000,258000000,12/1/2009
0.018,0.441,755,Friendly,Seychelles,39,,,847424852,0.027,250,76,0.012,,0.153,78,68,1.222,0.225,0.699,0.076,87298,0.52,Africa,27000000,5000000,12/1/2009
0.039,2.352,653,Moderate,Sierra Leone,12,,,2453972797,0.169,74,357,0.117,0.003,0.222,45,44,0.206,0.423,0.551,0.025,5641182,0.379,Africa,25000000,22000000,12/1/2009
0.046,,594,Not Clustered,Somalia,,,,,,,,0.1,0.012,,55,52,0.068,0.478,0.494,0.028,9380854,0.368,Africa,,,12/1/2009
0.022,0.298,503941,Very Friendly,South Africa,22,,142761,2.84E+11,0.087,484,200,0.04,0.1,0.117,55,52,0.912,0.299,0.651,0.051,50222996,0.617,Africa,8684000000,6420000000,12/1/2009
0.038,,,Low,South Sudan,,,,13298986925,0.024,30,,0.073,,,54,52,,0.431,0.535,0.034,9520571,0.177,Africa,,,12/1/2009
0.035,0.361,14056,Moderate,Sudan,36,,16297,52839990731,0.074,112,180,0.056,,,63,60,0.361,0.423,0.546,0.031,34853178,0.33,Africa,299000000,868000000,12/1/2009
0.031,0.363,1023,Moderate,eSwatini,60,,,3144680749,0.084,227,104,0.068,0.089,0.114,48,48,0.566,0.393,0.574,0.033,1173678,0.216,Africa,40000000,98000000,12/1/2009
0.041,0.444,6447,Moderate,Tanzania,26,,19345,21368165400,0.056,28,172,0.044,0.024,0.15,59,57,0.4,0.448,0.521,0.031,43639752,0.274,Africa,1192000000,806000000,12/1/2009
0.038,0.525,1503,Low,Togo,84,,2628,3163000591,0.072,37,270,0.062,0.026,,56,54,0.356,0.422,0.551,0.027,6144457,0.371,Africa,73000000,94000000,12/1/2009
0.018,0.623,24807,Very Friendly,Tunisia,11,,9193,43454935940,0.062,259,228,0.016,0.341,,77,73,0.932,0.238,0.693,0.069,10439600,0.658,Africa,3526000000,478000000,12/1/2009
0.045,0.35,3366,Moderate,Uganda,25,,,14824492062,0.093,42,161,0.054,0.098,0.21,57,56,0.286,0.49,0.486,0.025,32864328,0.142,Africa,683000000,351000000,12/1/2009
0.043,0.15,2156,Friendly,Zambia,18,,7842,12805029522,0.064,64,183,0.065,0.063,0.221,54,52,0.344,0.47,0.504,0.027,12825031,0.383,Africa,98000000,83000000,12/1/2009
0.032,0.382,8735,Low,Zimbabwe,97,,8747,8157077422,,,270,0.059,0.114,,51,51,0.31,0.415,0.546,0.04,12888918,0.334,Africa,523000000,,12/1/2009
0.039,0.363,6524,Low,Afghanistan,7,,,12486950469,0.087,35,275,0.077,0.036,0.15,60,58,0.379,0.49,0.489,0.021,27708187,0.243,Asia,96000000,61000000,12/1/2009
0.014,0.386,4353,Very Friendly,Armenia,14,,2610,8647936748,0.045,132,581,0.017,0.153,0.188,78,71,0.738,0.206,0.686,0.108,2968154,0.638,Asia,374000000,379000000,12/1/2009
0.017,0.409,42629,Friendly,Azerbaijan,10,,11937,44291490421,0.059,288,376,0.035,0.274,0.2,73,67,0.863,0.231,0.708,0.061,8947243,0.532,Asia,545000000,488000000,12/1/2009
0.021,0.35,52328,Moderate,Bangladesh,43,,29131,89356650349,0.037,22,302,0.041,0.031,0.146,70,68,0.344,0.322,0.632,0.046,149503100,0.297,Asia,77000000,651000000,12/1/2009
0.021,0.408,389,Low,Bhutan,46,,,1264758198,0.046,82,274,0.036,0.072,0.138,67,66,0.481,0.305,0.651,0.044,704542,0.34,Asia,51000000,34000000,12/1/2009
0.017,0.303,9094,Friendly,Brunei,116,,3043,10732366286,0.028,766,144,0.008,0.49,0.055,80,76,1.047,0.271,0.694,0.035,394400,0.751,Asia,254000000,477000000,12/1/2009
0.026,0.217,4052,Moderate,Cambodia,102,,4907,10401935532,0.063,46,173,0.039,0.005,,73,68,0.443,0.324,0.627,0.049,14144225,0.197,Asia,1208000000,163000000,12/1/2009
0.012,0.638,7692211,Friendly,China,38,,2286137,4.99E+12,0.051,189,464,0.015,0.289,0.053,76,73,0.553,0.184,0.734,0.082,1331260000,0.479,Asia,42632000000,47108000000,12/1/2009
0.014,0.153,6058,Very Friendly,Georgia,3,,3096,10766836277,0.102,249,387,0.016,0.201,0.179,77,70,0.645,0.173,0.684,0.143,4410900,0.527,Asia,537000000,311000000,12/1/2009
0.012,0.23,36996,Very Friendly,"Hong Kong SAR, China",6,,14933,2.14E+11,,,80,,0.694,0.05,86,80,1.798,0.124,0.749,0.127,6972800,1,Asia,20291000000,15669000000,12/1/2009
0.022,0.66,1982263,Moderate,India,30,,698360,1.37E+12,0.039,44,271,0.048,0.051,0.122,67,64,0.441,0.306,0.644,0.05,1190138069,0.306,Asia,11136000000,9310000000,12/1/2009
0.02,0.378,453106,Moderate,Indonesia,63,,199782,5.40E+11,0.028,64,266,0.029,0.069,0.145,72,68,0.689,0.3,0.651,0.05,237486894,0.491,Asia,6053000000,6908000000,12/1/2009
0.009,0.553,1100650,Very Friendly,Japan,22,,472174,5.04E+12,0.095,3746,355,0.002,0.78,0.017,86,80,0.913,0.134,0.643,0.223,127557958,0.897,Asia,12537000000,34788000000,12/1/2009
0.022,0.347,214087,Friendly,Kazakhstan,20,,63417,1.15E+11,0.045,328,271,0.021,0.182,,74,64,1.084,0.247,0.685,0.068,16092701,0.539,Asia,1185000000,1319000000,12/1/2009
0.014,,74686,Not Clustered,"North Korea",,,19358,,,,,0.025,,,72,65,0.003,0.231,0.684,0.085,24371865,0.601,Asia,,,12/1/2009
0.009,0.31,509376,Very Friendly,"South Korea",14,,229178,9.02E+11,0.071,1204,250,0.004,0.816,0.056,84,77,0.995,0.168,0.725,0.107,49182038,0.818,Asia,13304000000,16360000000,12/1/2009
0.025,0.594,6480,Friendly,Kyrgyz Republic,11,,2484,4690062255,0.068,61,202,0.029,0.17,0.23,73,65,0.852,0.301,0.653,0.046,5383300,0.353,Asia,506000000,393000000,12/1/2009
0.029,0.323,1811,Low,Laos,93,,,5832882922,0.036,34,362,0.061,0.06,0.248,68,65,0.516,0.374,0.588,0.037,6267968,0.32,Asia,271000000,91000000,12/1/2009
0.009,,1302,Not Clustered,"Macao SAR, China",,,,21313263933,,,,,0.54,0.053,82,77,1.989,0.133,0.796,0.071,521617,1,Asia,18445000000,983000000,12/1/2009
0.018,0.342,203882,Very Friendly,Malaysia,18,,69858,2.02E+11,0.039,285,145,0.007,0.559,0.051,77,72,1.085,0.282,0.671,0.047,27790324,0.701,Asia,17231000000,7196000000,12/1/2009
0.022,0.093,1067,Friendly,Maldives,9,,,1984639641,0.076,475,,0.012,0.248,0.13,77,75,1.432,0.306,0.644,0.05,319660,0.388,Asia,1473000000,212000000,12/1/2009
0.023,0.243,11052,Friendly,Mongolia,13,,3252,4583834427,0.064,111,192,0.03,0.1,0.217,71,63,0.842,0.271,0.691,0.038,2672223,0.666,Asia,253000000,242000000,12/1/2009
0.018,,10392,Low,Myanmar,,,14246,,0.021,13,,0.045,0.002,0.17,66,62,0.01,0.265,0.685,0.051,51540490,0.309,Asia,75000000,52000000,12/1/2009
0.024,0.325,3506,Moderate,Nepal,31,,9986,12899651884,0.06,29,338,0.038,0.02,0.08,68,66,0.211,0.377,0.574,0.048,26544943,0.165,Asia,439000000,572000000,12/1/2009
0.027,0.309,157890,Moderate,Pakistan,21,,83197,1.68E+11,0.03,28,560,0.075,0.075,0.145,67,65,0.555,0.36,0.597,0.043,170093999,0.362,Asia,950000000,1098000000,12/1/2009
0.025,0.471,74785,Moderate,Philippines,42,,38102,1.68E+11,0.043,78,195,0.026,0.09,0.086,72,65,0.823,0.357,0.607,0.037,91886400,0.455,Asia,2853000000,3251000000,12/1/2009
0.01,0.278,24767,Very Friendly,Singapore,3,,28262,1.92E+11,0.045,1704,84,0.002,0.69,0.054,84,79,1.387,0.177,0.735,0.088,4987600,1,Asia,9403000000,15685000000,12/1/2009
0.019,0.617,12831,Friendly,Sri Lanka,40,,9082,42067974595,0.033,68,256,0.01,0.088,0.157,77,71,0.791,0.251,0.673,0.076,20450000,0.183,Asia,754000000,735000000,12/1/2009
0.032,0.838,2893,Moderate,Tajikistan,38,,2333,4979481980,0.059,40,224,0.046,0.101,0.226,70,64,0.658,0.362,0.604,0.034,7447396,0.265,Asia,19500000,5800000,12/1/2009
0.011,0.369,276587,Very Friendly,Thailand,32,,107300,2.64E+11,0.041,164,264,0.013,0.201,0.06,77,70,0.995,0.199,0.715,0.086,66277335,0.427,Asia,19814000000,5749000000,12/1/2009
0.037,0.11,183,Low,Timor-Leste,157,,,826700000,0.068,50,276,0.054,0.002,0.112,67,64,0.33,0.476,0.494,0.03,1049156,0.289,Asia,16000000,69000000,12/1/2009
0.022,,48525,Not Clustered,Turkmenistan,,,19873,20214385965,0.021,86,,0.052,0.02,,69,61,0.428,0.297,0.661,0.042,4978962,0.481,Asia,,,12/1/2009
0.023,0.948,116607,Low,Uzbekistan,15,,44831,32816828373,0.054,64,205,0.041,0.171,,71,65,0.599,0.303,0.652,0.045,27767400,0.362,Asia,99000000,,12/1/2009
0.017,0.399,140057,Friendly,Vietnam,39,,53450,1.06E+11,0.065,72,1050,0.021,0.266,0.101,80,71,1.114,0.24,0.694,0.065,86025000,0.298,Asia,3050000000,1100000000,12/1/2009
0.013,0.37,3880,Friendly,Albania,6,,2068,12044212904,0.06,230,368,0.015,0.412,0.127,80,74,0.782,0.236,0.666,0.098,2884303,0.511,Europe,2014000000,1693000000,12/1/2009
0.01,,517,Not Clustered,Andorra,,,,,0.062,2762,,0.003,0.785,,,,0.821,,,,78659,0.884,Europe,,,12/1/2009
0.009,0.534,62262,Very Friendly,Austria,25,,31963,3.84E+11,0.112,5125,170,0.004,0.735,,83,77,1.366,0.15,0.675,0.175,8365275,0.658,Europe,21220000000,12767000000,12/1/2009
0.011,0.997,60293,Friendly,Belarus,10,,26737,49208656976,0.061,314,900,0.005,0.274,0.117,76,65,1.017,0.148,0.711,0.141,9507000,0.742,Europe,563000000,752000000,12/1/2009
0.012,0.545,104194,Very Friendly,Belgium,4,,57096,4.73E+11,0.106,4664,156,0.004,0.7,0.095,83,77,1.084,0.168,0.661,0.171,10796493,0.976,Europe,11500000000,22292000000,12/1/2009
0.009,0.259,30590,Moderate,Bosnia and Herzegovina,69,,6161,17082889410,0.099,440,422,0.007,0.377,0.079,78,73,0.845,0.178,0.674,0.148,3853446,0.392,Europe,753000000,285000000,12/1/2009
0.011,0.304,42805,Friendly,Bulgaria,18,,17512,48568714012,0.072,463,616,0.012,0.45,0.113,77,70,1.404,0.133,0.686,0.181,7444443,0.72,Europe,4273000000,1955000000,12/1/2009
0.01,0.214,21555,Friendly,Croatia,22,,8722,62202619240,0.078,1095,196,0.005,0.506,0.116,80,73,1.075,0.154,0.672,0.174,4429078,0.573,Europe,9308000000,1041000000,12/1/2009
0.012,0.206,8141,Very Friendly,Cyprus,8,,2525,23542650736,0.074,2115,149,0.003,0.498,,81,77,0.896,0.181,0.705,0.114,1090553,0.677,Europe,2474000000,1638000000,12/1/2009
0.011,0.464,108121,Friendly,Czechia,20,,42044,1.97E+11,0.08,1498,613,0.004,0.644,0.06,80,74,1.246,0.142,0.708,0.15,10443936,0.733,Europe,7936000000,4158000000,12/1/2009
0.011,0.282,44503,Very Friendly,Denmark,6,,18358,3.11E+11,0.115,6464,135,0.004,0.868,,81,77,1.237,0.181,0.656,0.163,5523095,0.867,Europe,5617000000,8968000000,12/1/2009
0.012,0.481,14745,Very Friendly,Estonia,7,,4749,19406617022,0.068,968,81,0.004,0.725,0.094,80,70,1.205,0.153,0.674,0.174,1334515,0.682,Europe,1445000000,696000000,12/1/2009
,,667,Not Clustered,Faeroe Islands,,,,2198138372,,,,,0.752,,84,78,1.149,,,,49600,0.407,Europe,,,12/1/2009
0.011,0.477,53168,Very Friendly,Finland,14,,33259,2.39E+11,0.092,4121,243,0.003,0.825,,83,77,1.441,0.166,0.666,0.167,5338871,0.834,Europe,4104000000,5226000000,12/1/2009
0.013,0.648,356924,Very Friendly,France,7,,253469,2.62E+12,0.117,4776,132,0.004,0.716,,85,78,0.921,0.184,0.65,0.166,64702921,0.781,Europe,58857000000,45806000000,12/1/2009
0.008,0.439,732249,Very Friendly,Germany,18,,313249,3.30E+12,0.118,4727,196,0.004,0.79,,83,77,1.262,0.136,0.659,0.206,81902307,0.741,Europe,47466000000,93112000000,12/1/2009
0.011,0.467,94902,Friendly,Greece,19,,29436,3.21E+11,0.1,2861,224,0.004,0.424,,83,78,1.198,0.145,0.667,0.189,11187085,0.759,Europe,14796000000,3401000000,12/1/2009
0.01,0.566,48676,Friendly,Hungary,4,,24859,1.27E+11,0.077,977,330,0.006,0.62,0.11,78,70,1.176,0.147,0.687,0.165,10022650,0.684,Europe,6740000000,3233000000,12/1/2009
0.016,0.243,2054,Very Friendly,Iceland,5,,5384,12115441517,0.097,3696,140,0.002,0.93,0.19,84,80,1.083,0.211,0.669,0.12,318499,0.935,Europe,550000000,534000000,12/1/2009
0.017,0.255,40623,Very Friendly,Ireland,13,,14364,2.25E+11,0.1,5040,76,0.004,0.674,,83,78,1.067,0.212,0.676,0.112,4535375,0.616,Europe,8458000000,7934000000,12/1/2009
0.01,0.677,401592,Friendly,Italy,10,,164858,2.11E+12,0.094,3306,314,0.004,0.488,0.048,85,79,1.495,0.14,0.658,0.201,59095365,0.682,Europe,41938000000,34399000000,12/1/2009
0.019,0.283,,Friendly,Kosovo,52,,2435,5620572910,,,163,,,0.141,72,68,,,,,1761474,,Europe,,,12/1/2009
0.01,0.377,6824,Very Friendly,Latvia,16,,4403,25875781250,0.068,784,279,0.009,0.668,0.162,78,68,1.091,0.141,0.677,0.182,2141669,0.678,Europe,1013000000,906000000,12/1/2009
0.011,,,Not Clustered,Liechtenstein,,,,4826167676,,,,,0.75,,84,80,0.976,,,,35851,0.145,Europe,,,12/1/2009
0.012,0.436,12578,Very Friendly,Lithuania,26,,8766,37050081723,0.075,836,166,0.006,0.598,0.084,79,68,1.599,0.154,0.692,0.155,3162916,0.668,Europe,1063000000,1170000000,12/1/2009
0.011,0.2,10249,Friendly,Luxembourg,24,,3956,49420751774,0.08,8127,59,0.002,0.873,,83,78,1.445,0.178,0.682,0.14,497783,0.882,Europe,4148000000,3612000000,12/1/2009
0.011,0.146,11408,Very Friendly,"North Macedonia",4,,2811,9313573965,0.069,306,150,0.01,0.518,0.101,77,72,0.925,0.178,0.707,0.115,2100558,0.57,Europe,232000000,150000000,12/1/2009
0.01,,2497,Friendly,Malta,,,777,8099400961,0.083,1669,,0.006,0.589,0.045,83,78,0.998,0.159,0.699,0.141,412477,0.945,Europe,1117000000,362000000,12/1/2009
0.012,0.31,4547,Friendly,Moldova,10,,3171,5439422031,0.125,190,228,0.016,0.275,0.205,72,65,0.593,0.169,0.719,0.112,3565604,0.449,Europe,240000000,307000000,12/1/2009
,,,Not Clustered,Monaco,,,,5557579883,0.043,6458,,0.003,0.701,,,,0.633,,,,36314,1,Europe,,,12/1/2009
0.012,0.263,1822,Very Friendly,Montenegro,12,,994,4158135026,0.063,424,372,0.007,0.351,0.094,77,72,2.089,0.196,0.679,0.125,619408,0.629,Europe,792000000,76000000,12/1/2009
0.011,0.385,169650,Very Friendly,Netherlands,8,,78175,7.96E+11,0.119,5740,164,0.004,0.896,0.02,83,79,1.217,0.177,0.673,0.15,16530388,0.862,Europe,17868000000,21080000000,12/1/2009
0.013,0.407,47077,Very Friendly,Norway,7,,29775,3.79E+11,0.101,7944,87,0.003,0.921,0.043,83,79,1.107,0.189,0.662,0.149,4828726,0.788,Europe,4949000000,13221000000,12/1/2009
0.011,0.422,298787,Very Friendly,Poland,32,,94002,4.31E+11,0.072,813,395,0.005,0.59,,80,72,1.173,0.152,0.715,0.134,38151603,0.61,Europe,9843000000,7888000000,12/1/2009
0.009,0.423,57411,Very Friendly,Portugal,5,,24152,2.34E+11,0.108,2382,328,0.003,0.483,,82,76,1.115,0.153,0.669,0.178,10568247,0.6,Europe,12315000000,4604000000,12/1/2009
0.011,0.451,80307,Friendly,Romania,9,,34882,1.64E+11,0.056,431,202,0.013,0.366,0.173,77,70,1.145,0.15,0.702,0.148,20367487,0.537,Europe,1687000000,1769000000,12/1/2009
0.012,0.483,1574368,Moderate,Russia,29,,646915,1.22E+12,0.062,525,320,0.011,0.29,0.153,75,63,1.601,0.148,0.72,0.133,141909244,0.736,Europe,12369000000,23785000000,12/1/2009
0.011,,,Friendly,San Marino,,,,,0.051,3548,,0.003,0.542,0.057,86,80,0.976,,,,30698,0.941,Europe,,,12/1/2009
0.01,0.34,46127,Friendly,Serbia,13,,15177,40249472482,0.105,577,279,0.007,0.381,0.118,76,71,1.244,0.171,0.692,0.137,7320807,0.552,Europe,989000000,1107000000,12/1/2009
0.011,0.475,33890,Very Friendly,Slovakia,18,,16735,87239747152,0.092,1475,257,0.007,0.7,,79,71,1.013,0.153,0.726,0.121,5386406,0.55,Europe,2539000000,2249000000,12/1/2009
0.011,0.367,15310,Very Friendly,Slovenia,6,,7097,49208375314,0.092,2235,260,0.003,0.64,0.059,82,76,1.027,0.14,0.696,0.165,2039669,0.501,Europe,2735000000,1456000000,12/1/2009
0.011,0.571,288237,Very Friendly,Spain,47,,127732,1.45E+12,0.096,3058,213,0.004,0.624,,85,79,1.116,0.148,0.682,0.17,46362946,0.782,Europe,59743000000,22787000000,12/1/2009
0.012,0.539,43744,Very Friendly,Sweden,16,,45407,4.06E+11,0.099,4357,122,0.003,0.91,,83,79,1.121,0.166,0.655,0.179,9298515,0.849,Europe,10100000000,12791000000,12/1/2009
0.01,0.287,41598,Very Friendly,Switzerland,18,,26968,5.09E+11,0.11,7277,63,0.004,0.813,0.028,84,80,1.204,0.152,0.681,0.167,7743831,0.736,Europe,16665000000,13058000000,12/1/2009
0.018,0.433,277845,Friendly,Türkiye,6,,97661,6.15E+11,0.067,580,223,0.021,0.364,,77,70,0.881,0.271,0.66,0.069,71241080,0.701,Europe,26331000000,5061000000,12/1/2009
0.011,0.572,261813,Moderate,Ukraine,27,,114420,1.17E+11,0.078,198,736,0.011,0.179,0.209,75,64,1.188,0.139,0.702,0.159,46053300,0.685,Europe,4349000000,3751000000,12/1/2009
0.013,0.349,475108,Very Friendly,United Kingdom,12,,196485,2.21E+12,0.099,3512,110,0.005,0.836,0.006,82,78,1.24,0.176,0.66,0.164,62276270,0.81,Europe,38564000000,61133000000,12/1/2009
0.017,0.135,24169,Very Friendly,Bahrain,9,,9340,22938464723,0.045,729,36,0.007,0.53,0.079,77,75,1.177,0.205,0.775,0.02,1191539,0.885,Middle East,1873000000,597000000,12/1/2009
0.019,0.442,577483,Low,"Iran",9,,213423,3.63E+11,0.072,357,344,0.017,0.111,0.12,75,71,0.715,0.237,0.712,0.051,73542954,0.7,Middle East,2259000000,8503000000,12/1/2009
0.033,0.278,106651,Low,Iraq,32,,32846,1.12E+11,0.046,143,312,0.031,0.011,0.156,72,65,0.667,0.415,0.551,0.034,30163199,0.69,Middle East,1432000000,1221000000,12/1/2009
0.022,0.319,67029,Very Friendly,Israel,20,,21463,2.06E+11,0.076,1973,230,0.004,0.631,0.042,83,80,1.24,0.272,0.624,0.104,7485600,0.918,Middle East,5067000000,4241000000,12/1/2009
0.029,0.311,21254,Moderate,Jordan,12,,7458,23818322918,0.095,368,136,0.018,0.26,0.092,75,72,0.973,0.356,0.61,0.034,5915000,0.822,Middle East,3472000000,1202000000,12/1/2009
