Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.038,0.469,1742,Moderate,Madagascar,38,,,5038577519,0.049,13,400,0.055,0.006,0.27,63,60,0.028,0.448,0.523,0.029,18290394,0.288,Africa,290000000,80000000,12/1/2005
0.042,0.334,917,Low,Malawi,39,,,2754995877,0.082,17,370,0.073,0.004,0.331,49,49,0.033,0.461,0.508,0.031,12924746,0.151,Africa,48000000,84000000,12/1/2005
0.048,0.514,568,Low,Mali,41,,,5305317555,0.063,29,270,0.097,0.005,,51,52,0.064,0.463,0.506,0.031,11941258,0.321,Africa,149000000,133000000,12/1/2005
0.037,0.947,1676,Low,Mauritania,82,,,2184444849,0.05,29,696,0.075,0.007,0.231,62,59,0.237,0.416,0.553,0.031,3146164,0.531,Africa,,,12/1/2005
0.015,0.262,3410,Very Friendly,Mauritius,46,,1077,6283796155,0.045,239,161,0.014,0.152,0.21,76,69,0.542,0.242,0.692,0.066,1243253,0.416,Africa,1189000000,295000000,12/1/2005
0.02,0.517,45771,Friendly,Morocco,12,,13327,59523857868,0.051,100,358,0.035,0.151,0.115,71,67,0.411,0.308,0.642,0.05,30125445,0.551,Africa,5426000000,999000000,12/1/2005
0.044,0.375,1822,Moderate,Mozambique,153,,8489,6578515331,0.069,22,230,0.091,0.009,0.195,49,47,0.072,0.448,0.52,0.032,21010376,0.3,Africa,138000000,187000000,12/1/2005
0.029,0.258,2310,Friendly,Namibia,95,,1294,7261366632,0.073,262,339,0.046,0.04,0.106,58,54,0.221,0.398,0.569,0.033,2027026,0.366,Africa,363000000,108000000,12/1/2005
0.051,0.423,829,Low,Niger,35,,,3405134555,0.077,20,270,0.082,0.002,,54,54,0.025,0.49,0.485,0.025,13183798,0.167,Africa,44000000,42000000,12/1/2005
0.042,0.316,104697,Moderate,Nigeria,35,,106509,1.12E+11,0.066,53,1120,0.097,0.035,0.179,49,48,0.133,0.436,0.537,0.027,139585891,0.391,Africa,139000000,501000000,12/1/2005
0.038,0.468,528,Friendly,Rwanda,18,,,2581286407,0.061,17,168,0.067,0.006,0.161,56,54,0.024,0.442,0.532,0.025,9429457,0.193,Africa,67000000,75000000,12/1/2005
0.038,0.469,77,Low,Sao Tome and Principe,144,,43,123258507,0.1,81,424,0.048,0.138,0.312,66,63,0.077,0.42,0.54,0.04,154615,0.58,Africa,7300000,500000,12/1/2005
0.039,0.503,5860,Low,Senegal,59,,2791,8707015064,0.054,41,696,0.057,0.048,,62,59,0.154,0.441,0.527,0.032,11270826,0.411,Africa,334000000,144000000,12/1/2005
0.019,0.484,697,Friendly,Seychelles,39,,228,919103262,0.04,423,76,0.012,0.254,0.098,77,67,0.675,0.243,0.681,0.075,82900,0.511,Africa,269000000,59000000,12/1/2005
0.042,2.72,546,Moderate,Sierra Leone,26,,,1627853086,0.159,51,399,0.128,0.002,0.246,42,42,,0.427,0.549,0.024,5119895,0.368,Africa,64000000,34000000,12/1/2005
0.047,,579,Not Clustered,Somalia,,,,,,,,0.105,0.011,,54,51,0.059,0.477,0.494,0.029,8466938,0.352,Africa,,,12/1/2005
0.023,0.376,396117,Very Friendly,South Africa,35,,128214,2.47E+11,0.088,450,350,0.051,0.075,0.106,53,50,0.704,0.308,0.648,0.044,47639556,0.595,Africa,8629000000,4812000000,12/1/2005
0.04,,,Low,South Sudan,,,,,,,,0.087,,,52,50,,0.44,0.527,0.032,8039351,0.172,Africa,,,12/1/2005
0.038,0.497,10708,Moderate,Sudan,39,,14837,26524992225,0.041,35,180,0.061,0.013,,62,58,0.048,0.432,0.538,0.03,31585871,0.328,Africa,150000000,667000000,12/1/2005
0.032,0.363,1019,Moderate,eSwatini,60,,399,2584077931,0.068,159,104,0.081,0.037,0.106,46,46,0.181,0.418,0.55,0.032,1104642,0.22,Africa,77000000,60000000,12/1/2005
0.042,0.438,5618,Moderate,Tanzania,28,,17141,14141916592,0.04,15,172,0.057,0.011,0.152,54,53,0.076,0.446,0.524,0.03,38824384,0.248,Africa,835000000,577000000,12/1/2005
0.038,0.525,1338,Low,Togo,65,,2372,2115154090,0.066,25,270,0.068,0.018,,55,53,0.078,0.428,0.544,0.028,5540214,0.352,Africa,27000000,42000000,12/1/2005
0.017,0.606,22801,Very Friendly,Tunisia,11,,8314,32282960678,0.056,181,268,0.02,0.097,,76,72,0.565,0.258,0.675,0.067,10029000,0.651,Africa,2800000000,452000000,12/1/2005
0.047,0.369,2285,Moderate,Uganda,34,,,9013834490,0.092,29,237,0.068,0.017,0.196,53,52,0.046,0.494,0.481,0.025,28724869,0.13,Africa,382000000,185000000,12/1/2005
0.044,0.154,2274,Friendly,Zambia,35,,7213,7178556337,0.071,44,183,0.076,0.029,0.282,48,47,0.083,0.467,0.506,0.027,11470022,0.366,Africa,98000000,88000000,12/1/2005
0.032,0.323,10774,Low,Zimbabwe,97,,9685,5755215232,,,216,0.057,0.08,2.357,43,44,0.051,0.415,0.548,0.037,12710589,0.341,Africa,99000000,,12/1/2005
0.045,0.363,1016,Low,Afghanistan,9,,,6275076016,0.092,21,275,0.084,0.012,,58,56,0.048,0.493,0.487,0.02,24860855,0.229,Asia,,,12/1/2005
0.014,0.366,4360,Very Friendly,Armenia,18,,2512,4900436759,0.053,85,580,0.021,0.053,0.18,77,70,0.105,0.219,0.665,0.116,3014917,0.642,Asia,240000000,284000000,12/1/2005
0.017,0.464,34338,Friendly,Azerbaijan,113,,13427,13245421881,0.079,122,756,0.044,0.08,0.17,72,66,0.262,0.26,0.676,0.064,8391850,0.524,Asia,100000000,188000000,12/1/2005
0.023,0.353,37554,Moderate,Bangladesh,50,,23868,60277560976,0.032,13,400,0.051,0.002,0.14,68,67,0.063,0.343,0.614,0.043,143135180,0.268,Asia,79000000,375000000,12/1/2005
0.023,0.408,396,Low,Bhutan,62,,204,818869146,0.043,55,274,0.045,0.038,0.14,64,64,0.055,0.34,0.619,0.041,650417,0.31,Asia,19000000,,12/1/2005
0.02,,5126,Friendly,Brunei,,,2217,9531402830,0.026,671,,0.007,0.365,0.055,79,75,0.633,0.289,0.679,0.032,367815,0.735,Asia,191000000,374000000,12/1/2005
0.026,0.215,2776,Moderate,Cambodia,86,,3436,6293046162,0.069,33,137,0.052,0.003,,70,65,0.08,0.361,0.595,0.044,13356424,0.192,Asia,929000000,137000000,12/1/2005
0.012,0.8,5790017,Friendly,China,48,,1775677,2.26E+12,0.047,80,832,0.02,0.085,0.056,75,73,0.298,0.205,0.718,0.077,1303720000,0.425,Asia,31842000000,24721000000,12/1/2005
0.013,0.57,5068,Very Friendly,Georgia,21,,2841,6411147323,0.086,123,448,0.022,0.061,0.176,77,69,0.262,0.184,0.67,0.146,4361400,0.525,Asia,287000000,237000000,12/1/2005
0.008,0.241,40546,Very Friendly,"Hong Kong SAR, China",11,,12664,1.82E+11,,,80,,0.569,0.078,85,79,1.239,0.142,0.736,0.121,6813200,1,Asia,13588000000,13305000000,12/1/2005
0.023,0.666,1411128,Moderate,India,71,,539388,8.34E+11,0.042,32,264,0.056,0.024,0.108,66,63,0.08,0.322,0.631,0.047,1127143548,0.292,Asia,7659000000,8277000000,12/1/2005
0.021,0.375,341992,Moderate,Indonesia,151,,179461,2.86E+11,0.028,36,560,0.033,0.036,0.141,71,67,0.209,0.3,0.651,0.049,224480901,0.459,Asia,5094000000,4740000000,12/1/2005
0.008,0.525,1238181,Very Friendly,Japan,30,,520541,4.57E+12,0.082,2928,315,0.003,0.669,0.017,85,79,0.76,0.138,0.663,0.198,127773000,0.86,Asia,15555000000,48102000000,12/1/2005
0.018,0.441,176947,Friendly,Kazakhstan,25,,50805,57123671734,0.041,154,271,0.029,0.03,,72,60,0.358,0.247,0.677,0.076,15147029,0.547,Asia,801000000,940000000,12/1/2005
0.016,,83014,Not Clustered,"North Korea",,,21331,,,,,0.026,,,72,65,,0.247,0.678,0.074,23813333,0.598,Asia,,,12/1/2005
0.009,0.354,462918,Very Friendly,"South Korea",17,,210176,8.98E+11,0.056,988,290,0.005,0.735,0.056,82,75,0.815,0.191,0.716,0.093,48138077,0.813,Asia,8290000000,16924000000,12/1/2005
0.021,0.681,5233,Friendly,Kyrgyz Republic,21,,2497,2459876152,0.058,28,202,0.034,0.105,0.266,72,64,0.107,0.313,0.631,0.056,5162600,0.353,Asia,94000000,94000000,12/1/2005
0.028,0.352,1434,Low,Laos,153,,,2735550177,0.043,20,672,0.07,0.009,0.268,66,63,0.114,0.404,0.559,0.037,5790646,0.274,Asia,143000000,10000000,12/1/2005
0.008,,1837,Not Clustered,"Macao SAR, China",,,,11792570016,,,,,0.349,0.07,81,76,1.138,0.173,0.754,0.073,468149,1,Asia,8190000000,615000000,12/1/2005
0.019,0.36,177373,Very Friendly,Malaysia,37,,63507,1.44E+11,0.032,179,190,0.007,0.486,0.06,76,72,0.756,0.302,0.654,0.044,25843466,0.666,Asia,10389000000,4339000000,12/1/2005
0.021,0.093,700,Friendly,Maldives,9,,225,992473987,0.07,235,,0.019,0.069,0.13,75,73,0.684,0.343,0.611,0.046,297576,0.338,Asia,826000000,94000000,12/1/2005
0.02,0.398,8647,Friendly,Mongolia,13,,2625,2523359941,0.06,60,204,0.037,,0.306,69,62,0.221,0.289,0.673,0.037,2526502,0.625,Asia,203000000,173000000,12/1/2005
0.019,,11613,Low,Myanmar,,,14817,,0.021,5,,0.051,0.001,0.15,66,61,0.003,0.281,0.67,0.049,50181020,0.289,Asia,83000000,34000000,12/1/2005
0.028,0.325,3242,Moderate,Nepal,31,,9132,8130258976,0.057,19,408,0.047,0.008,0.081,66,64,0.009,0.395,0.561,0.044,25292058,0.152,Asia,160000000,221000000,12/1/2005
0.028,0.431,136636,Moderate,Pakistan,24,,76227,1.10E+11,0.032,22,560,0.08,0.063,0.091,66,64,0.081,0.382,0.577,0.041,157971415,0.347,Asia,828000000,1753000000,12/1/2005
0.027,0.472,74832,Moderate,Philippines,47,,38756,1.03E+11,0.039,47,195,0.028,0.054,0.102,71,64,0.405,0.371,0.595,0.034,85821214,0.466,Asia,2755000000,1547000000,12/1/2005
0.01,0.277,30359,Very Friendly,Singapore,6,,21947,1.27E+11,0.038,1058,80,0.002,0.61,0.053,83,78,0.975,0.191,0.726,0.082,4265800,1,Asia,6209000000,10071000000,12/1/2005
0.019,0.567,11643,Friendly,Sri Lanka,48,,9001,24405791045,0.04,49,256,0.012,0.018,0.108,77,70,0.168,0.254,0.675,0.07,19644000,0.184,Asia,729000000,552000000,12/1/2005
0.03,0.799,2439,Moderate,Tajikistan,80,,2342,2312319579,0.048,16,224,0.054,0.003,0.233,69,62,0.039,0.384,0.579,0.037,6805655,0.264,Asia,9100000,3800000,12/1/2005
0.013,0.375,256169,Very Friendly,Thailand,33,,99166,1.76E+11,0.035,95,264,0.015,0.15,0.058,76,69,0.465,0.223,0.7,0.077,65559487,0.375,Asia,12102000000,4917000000,12/1/2005
0.038,0.484,176,Low,Timor-Leste,167,,58,479100000,0.073,33,640,0.065,0.001,0.167,65,62,0.033,0.48,0.493,0.027,982889,0.263,Asia,,,12/1/2005
0.023,,45375,Not Clustered,Turkmenistan,,,19166,8104355717,0.03,107,,0.058,0.01,,69,60,0.022,0.327,0.627,0.046,4747839,0.47,Asia,,,12/1/2005
0.02,0.967,111888,Low,Uzbekistan,29,,46965,14307509839,0.051,28,196,0.047,0.033,,71,64,0.028,0.332,0.62,0.047,26167000,0.367,Asia,28000000,,12/1/2005
0.017,0.399,97942,Friendly,Vietnam,45,,41455,57633255739,0.059,36,1050,0.024,0.127,0.11,80,70,0.113,0.271,0.663,0.066,82393500,0.273,Asia,2300000000,900000000,12/1/2005
0.014,0.582,4254,Friendly,Albania,41,,2172,8376483740,0.063,160,364,0.018,0.06,0.131,79,73,0.479,0.265,0.649,0.085,2992724,0.467,Europe,880000000,808000000,12/1/2005
0.011,,576,Not Clustered,Andorra,,,,2539759286,0.058,2356,,0.003,0.376,,,,0.795,,,,81223,0.903,Europe,,,12/1/2005
0.01,0.582,74238,Very Friendly,Austria,25,,33792,3.05E+11,0.104,3863,170,0.004,0.58,,82,77,1.052,0.16,0.679,0.161,8227829,0.658,Europe,18471000000,11077000000,12/1/2005
0.009,1.373,59064,Friendly,Belarus,79,,26874,30210091837,0.069,215,987,0.007,,0.114,75,63,0.424,0.155,0.698,0.147,9663000,0.724,Europe,346000000,516000000,12/1/2005
0.011,0.595,108525,Very Friendly,Belgium,34,,58688,3.77E+11,0.1,3606,156,0.004,0.558,0.067,82,76,0.914,0.171,0.657,0.173,10478617,0.974,Europe,10881000000,16771000000,12/1/2005
0.008,0.428,25618,Moderate,Bosnia and Herzegovina,63,,5042,10948051122,0.087,246,368,0.007,0.213,0.096,78,73,0.411,0.189,0.68,0.131,3879828,0.392,Europe,557000000,158000000,12/1/2005
0.009,0.452,47909,Friendly,Bulgaria,32,,19898,28895083540,0.073,274,616,0.014,0.2,0.087,76,69,0.813,0.137,0.689,0.174,7739900,0.706,Europe,3063000000,1858000000,12/1/2005
0.01,0.214,23106,Friendly,Croatia,29,,8905,44821408831,0.07,705,232,0.006,0.331,0.112,79,72,0.832,0.16,0.67,0.171,4442000,0.564,Europe,7625000000,786000000,12/1/2005
0.012,,7503,Very Friendly,Cyprus,,,2219,16997801392,0.064,1434,,0.004,0.328,0.071,81,77,0.758,0.2,0.693,0.107,1032586,0.683,Europe,2644000000,1001000000,12/1/2005
0.01,0.488,120736,Friendly,Czechia,40,,44941,1.30E+11,0.069,882,930,0.004,0.353,0.058,79,73,1.151,0.148,0.711,0.141,10211216,0.736,Europe,5772000000,2603000000,12/1/2005
0.012,0.333,47099,Very Friendly,Denmark,6,,18888,2.58E+11,0.098,4652,135,0.004,0.827,,80,76,1.006,0.187,0.661,0.151,5419432,0.859,Europe,5293000000,6850000000,12/1/2005
0.011,0.503,16780,Very Friendly,Estonia,35,,5164,13905561150,0.05,513,81,0.006,0.615,0.049,78,67,1.091,0.153,0.679,0.168,1354775,0.687,Europe,1229000000,530000000,12/1/2005
,,766,Not Clustered,Faeroe Islands,,,,1730894295,,,,,0.679,,82,77,0.855,,,,49157,0.398,Europe,,,12/1/2005
0.011,0.495,54646,Very Friendly,Finland,14,,34263,1.96E+11,0.084,3151,269,0.003,0.745,,82,76,1.005,0.174,0.667,0.159,5246096,0.829,Europe,3069000000,3622000000,12/1/2005
0.013,0.651,392072,Very Friendly,France,7,,270660,2.14E+12,0.11,3750,132,0.004,0.429,,84,77,0.783,0.185,0.651,0.164,63176246,0.771,Europe,51691000000,38813000000,12/1/2005
0.008,0.477,806703,Very Friendly,Germany,45,,335185,2.77E+12,0.108,3624,196,0.004,0.687,,82,76,0.946,0.143,0.667,0.189,82469422,0.734,Europe,40531000000,84838000000,12/1/2005
0.01,0.54,98675,Friendly,Greece,38,,30248,2.40E+11,0.097,2093,264,0.005,0.24,,82,77,0.929,0.144,0.671,0.186,11092913,0.745,Europe,13453000000,3045000000,12/1/2005
0.01,0.566,57917,Friendly,Hungary,38,,27583,1.10E+11,0.084,923,340,0.007,0.39,0.085,77,69,0.923,0.155,0.688,0.157,10087065,0.664,Europe,4761000000,2721000000,12/1/2005
0.014,0.264,2204,Very Friendly,Iceland,5,,3480,16286331747,0.096,5329,140,0.002,0.87,0.148,84,80,0.954,0.221,0.662,0.117,296734,0.93,Europe,635000000,991000000,12/1/2005
0.015,0.253,43535,Very Friendly,Ireland,18,,14330,2.03E+11,0.076,3734,76,0.004,0.416,0.026,81,77,1.027,0.206,0.684,0.111,4159914,0.605,Europe,6780000000,6186000000,12/1/2005
0.01,0.768,473380,Friendly,Italy,13,,183873,1.79E+12,0.087,2672,340,0.004,0.35,0.053,84,78,1.219,0.141,0.663,0.196,57969484,0.677,Europe,38374000000,26774000000,12/1/2005
0.021,,,Friendly,Kosovo,,,1946,3743116980,,,,,,0.14,71,67,,,,,1705780,,Europe,,,12/1/2005
0.01,0.364,7176,Very Friendly,Latvia,16,,4528,16041840426,0.064,442,320,0.011,0.46,0.061,77,66,0.84,0.148,0.681,0.172,2238799,0.68,Europe,446000000,655000000,12/1/2005
0.011,,,Not Clustered,Liechtenstein,,,,3658356378,,,,,0.634,,84,77,0.792,,,,34740,0.147,Europe,,,12/1/2005
0.009,0.512,13993,Very Friendly,Lithuania,26,,8848,26085307222,0.058,446,166,0.008,0.362,0.053,77,65,1.325,0.167,0.681,0.151,3322528,0.666,Europe,975000000,757000000,12/1/2005
0.012,,11544,Friendly,Luxembourg,,,4382,37643013481,0.079,6485,,0.003,0.7,,82,77,1.114,0.186,0.67,0.144,465158,0.866,Europe,3612000000,2977000000,12/1/2005
0.011,0.203,11280,Very Friendly,"North Macedonia",48,,2842,5985809060,0.081,231,192,0.012,0.265,0.121,77,72,0.541,0.198,0.69,0.112,2090044,0.575,Europe,116000000,97000000,12/1/2005
0.01,,2699,Friendly,Malta,,,881,5980795756,0.091,1394,,0.006,0.412,0.055,81,77,0.781,0.173,0.694,0.133,403834,0.936,Europe,924000000,311000000,12/1/2005
0.012,0.48,4895,Friendly,Moldova,30,,3500,2988172424,0.092,76,234,0.019,0.146,0.193,72,64,0.289,0.19,0.698,0.112,3595187,0.453,Europe,138000000,170000000,12/1/2005
,,,Not Clustered,Monaco,,,,4280072626,0.04,4960,,0.004,0.555,,,,0.508,,,,33808,1,Europe,,,12/1/2005
0.013,,2057,Very Friendly,Montenegro,,,987,2257181943,0.087,319,,0.01,0.271,,76,71,0.882,0.201,0.67,0.129,615820,0.622,Europe,,,12/1/2005
0.012,0.477,172228,Very Friendly,Netherlands,9,,78824,6.38E+11,0.109,4261,250,0.005,0.81,0.028,82,77,0.971,0.184,0.675,0.14,16319868,0.826,Europe,16528000000,16621000000,12/1/2005
0.012,0.411,42438,Very Friendly,Norway,8,,26771,3.04E+11,0.095,6293,87,0.003,0.82,0.04,83,78,1.028,0.196,0.656,0.147,4623291,0.775,Europe,4243000000,10400000000,12/1/2005
0.01,0.432,303598,Very Friendly,Poland,31,,92377,3.04E+11,0.062,494,418,0.007,0.388,0.068,79,71,0.763,0.164,0.703,0.133,38165445,0.615,Europe,7128000000,5894000000,12/1/2005
0.01,0.438,65309,Very Friendly,Portugal,54,,26467,1.92E+11,0.104,1886,328,0.004,0.35,,81,75,1.089,0.156,0.673,0.171,10503330,0.575,Europe,9008000000,3743000000,12/1/2005
0.01,0.558,95676,Friendly,Romania,11,,38693,99172613716,0.055,251,190,0.018,0.215,0.196,76,68,0.604,0.155,0.697,0.148,21319685,0.532,Europe,1325000000,1073000000,12/1/2005
0.01,0.6,1615688,Moderate,Russia,29,,651712,7.64E+11,0.052,277,448,0.014,0.152,0.107,72,59,0.834,0.152,0.71,0.138,143113885,0.735,Europe,7806000000,18305000000,12/1/2005
0.01,,,Friendly,San Marino,,,,1375416604,0.053,3399,,0.004,0.503,0.072,85,79,0.576,,,,29775,0.94,Europe,,,12/1/2005
0.01,0.358,,Friendly,Serbia,23,,16051,25234408773,0.091,307,279,0.008,0.263,0.168,75,70,0.67,0.181,0.679,0.14,7440769,0.545,Europe,308000000,260000000,12/1/2005
0.01,0.487,39175,Very Friendly,Slovakia,27,,18830,61328471583,0.07,627,325,0.008,0.552,0.067,78,70,0.842,0.168,0.716,0.117,5372807,0.556,Europe,1282000000,1122000000,12/1/2005
0.009,0.392,15867,Very Friendly,Slovenia,60,,7293,35717733757,0.084,1494,260,0.004,0.468,0.078,81,74,0.879,0.142,0.703,0.155,2000474,0.505,Europe,1894000000,1019000000,12/1/2005
0.011,0.619,353462,Very Friendly,Spain,47,,141914,1.13E+12,0.083,2178,298,0.005,0.479,,84,77,0.984,0.145,0.688,0.168,43653155,0.773,Europe,53066000000,18441000000,12/1/2005
0.011,0.541,51562,Very Friendly,Sweden,16,,51569,3.71E+11,0.091,3726,122,0.003,0.848,0.033,83,78,1.008,0.174,0.653,0.173,9029572,0.843,Europe,7739000000,11380000000,12/1/2005
0.01,0.288,41375,Very Friendly,Switzerland,18,,25941,3.85E+11,0.109,5637,63,0.004,0.701,0.031,84,79,0.922,0.163,0.679,0.158,7437115,0.735,Europe,11937000000,10579000000,12/1/2005
0.019,0.528,237369,Friendly,Türkiye,6,,84379,4.83E+11,0.054,366,254,0.026,0.155,,76,69,0.644,0.285,0.649,0.066,67743052,0.678,Europe,20760000000,3563000000,12/1/2005
0.009,0.573,333869,Moderate,Ukraine,34,,142883,86142018069,0.064,117,2085,0.013,0.037,0.162,74,62,0.637,0.147,0.695,0.158,47105150,0.678,Europe,3542000000,3078000000,12/1/2005
0.012,0.347,541986,Very Friendly,United Kingdom,13,,222638,2.32E+12,0.083,3161,105,0.005,0.7,0.046,81,77,1.086,0.179,0.661,0.16,60401206,0.799,Europe,39411000000,72993000000,12/1/2005
0.019,,19208,Very Friendly,Bahrain,,,7332,15969151306,0.037,573,,0.009,0.213,0.078,76,75,0.872,0.269,0.709,0.022,879534,0.884,Middle East,1603000000,574000000,12/1/2005
0.018,0.442,469328,Low,"Iran",28,,172442,1.92E+11,0.053,156,344,0.022,0.081,0.16,73,70,0.121,0.258,0.693,0.049,70152384,0.676,Middle East,1025000000,4112000000,12/1/2005
0.034,0.242,114770,Low,Iraq,32,,26866,49954890353,0.041,55,312,0.033,0.009,0.137,72,67,0.056,0.419,0.546,0.035,27377045,0.688,Middle East,186000000,627000000,12/1/2005
0.021,0.391,60245,Very Friendly,Israel,20,,18478,1.34E+11,0.077,1480,230,0.005,0.252,0.068,82,78,1.175,0.279,0.621,0.1,6930100,0.915,Middle East,3427000000,3780000000,12/1/2005
0.03,0.311,21027,Moderate,Jordan,16,,6677,12582876895,0.089,213,136,0.02,0.129,0.076,74,71,0.599,0.379,0.589,0.032,5411000,0.812,Middle East,1759000000,653000000,12/1/2005
