prod_subcat_code,prod_cat_code,cust_id,transaction_id,tran_date,Qty,Rate,Tax,total_amt,Store_type,DOB,Gender,city_code,prod_cat,prod_subcat
1,1,271477,1403600511,03-02-2013,4,1450,609,6409,Flagship store,05-04-1990,M,3,Clothing,Women
1,1,270072,92394870373,08-07-2011,4,91,38.22,402.22,e-Shop,22-08-1979,F,7,Clothing,Women
1,1,270687,11990434574,NA,5,962,505.05,5315.05,MBR,26-06-1985,M,6,Clothing,Women
1,1,272228,45862590549,08-01-2014,5,534,280.35,2950.35,TeleShop,23-02-1983,M,9,Clothing,Women
1,1,269544,6496758893,09-03-2013,4,950,399,4199,TeleShop,28-11-1982,F,2,Clothing,Women
1,1,271968,12127486091,10-07-2012,1,1367,143.535,1510.535,e-Shop,05-03-1977,M,10,Clothing,Women
1,1,267402,98126324823,NA,2,220,46.2,486.2,TeleShop,04-05-1990,M,9,Clothing,Women
1,1,267707,7232517558,NA,-1,-611,64.155,-675.155,Flagship store,02-10-1970,F,2,Clothing,Women
1,1,271059,34082127277,NA,2,427,89.67,943.67,e-Shop,21-09-1989,F,8,Clothing,Women
1,1,268408,63314547725,NA,1,806,84.63,890.63,Flagship store,02-01-1970,M,4,Clothing,Women
1,1,272633,84083711231,NA,3,1284,404.46,4256.46,e-Shop,23-11-1981,F,3,Clothing,Women
1,1,266910,79354618859,NA,4,639,268.38,2824.38,e-Shop,28-09-1988,M,6,Clothing,Women
1,1,271972,87448788825,10-02-2013,1,149,15.645,164.645,MBR,04-09-1989,M,1,Clothing,Women
1,1,269910,31268396292,01-10-2012,4,921,386.82,4070.82,e-Shop,13-08-1974,F,5,Clothing,Women
1,1,271139,22263667210,NA,5,668,350.7,3690.7,Flagship store,11-12-1974,M,2,Clothing,Women
1,1,273030,20149759070,NA,3,720,226.8,2386.8,TeleShop,03-08-1972,F,3,Clothing,Women
1,1,273645,94361578401,02-05-2012,1,140,14.7,154.7,e-Shop,22-05-1970,F,4,Clothing,Women
1,1,267108,44102618534,01-06-2012,2,339,71.19,749.19,TeleShop,13-01-1984,F,9,Clothing,Women
1,1,271313,82242004619,NA,2,1005,211.05,2221.05,e-Shop,23-09-1974,F,2,Clothing,Women
1,1,269370,16032809239,NA,-4,-142,59.64,-627.64,e-Shop,12-03-1987,F,6,Clothing,Women
1,1,274751,63500047523,NA,4,1300,546,5746,TeleShop,23-08-1985,F,8,Clothing,Women
1,1,269173,95527066631,07-08-2011,-1,-1445,151.725,-1596.725,MBR,01-05-1990,F,5,Clothing,Women
1,1,273769,58438011832,03-07-2011,-2,-961,201.81,-2123.81,TeleShop,04-12-1989,F,10,Clothing,Women
1,1,269501,94923305411,NA,3,1364,429.66,4521.66,MBR,12-12-1980,M,2,Clothing,Women
1,1,271101,52876794261,06-12-2011,5,1321,693.525,7298.525,MBR,09-03-1984,F,1,Clothing,Women
1,1,269736,46538097232,11-10-2011,3,814,256.41,2698.41,e-Shop,12-07-1988,M,8,Clothing,Women
1,1,275184,49447462366,NA,2,111,23.31,245.31,MBR,01-11-1976,M,5,Clothing,Women
1,1,267125,77772352678,NA,5,416,218.4,2298.4,MBR,11-06-1981,F,4,Clothing,Women
1,1,268946,55560523045,10-07-2012,5,1277,670.425,7055.425,TeleShop,29-05-1989,F,1,Clothing,Women
1,1,268558,56048322201,05-12-2011,3,929,292.635,3079.635,TeleShop,02-11-1972,F,4,Clothing,Women
1,1,270376,99513585582,NA,2,112,23.52,247.52,Flagship store,12-10-1975,M,8,Clothing,Women
1,1,271306,26269109109,11-10-2012,3,891,280.665,2953.665,MBR,03-02-1987,M,9,Clothing,Women
1,1,267915,29006052005,NA,2,374,78.54,826.54,e-Shop,25-04-1974,M,8,Clothing,Women
1,1,268735,85932826966,NA,3,1270,400.05,4210.05,MBR,05-01-1984,M,10,Clothing,Women
1,1,274390,71036656464,NA,2,858,180.18,1896.18,e-Shop,17-11-1981,M,4,Clothing,Women
1,1,273730,31308096126,NA,4,242,101.64,1069.64,TeleShop,21-12-1982,M,2,Clothing,Women
1,1,274395,88095019352,NA,-5,-934,490.35,-5160.35,MBR,07-04-1983,F,6,Clothing,Women
1,1,270240,64939234724,NA,4,644,270.48,2846.48,e-Shop,07-12-1988,M,1,Clothing,Women
1,1,273652,49411178907,NA,2,905,190.05,2000.05,e-Shop,11-11-1987,M,4,Clothing,Women
1,1,267785,85765819235,NA,5,71,37.275,392.275,e-Shop,27-04-1979,F,7,Clothing,Women
1,1,274568,77913473190,NA,-5,-935,490.875,-5165.875,MBR,12-09-1984,F,9,Clothing,Women
1,1,272687,46741196260,NA,4,768,322.56,3394.56,e-Shop,13-09-1986,M,3,Clothing,Women
1,1,268807,18160761741,NA,2,938,196.98,2072.98,e-Shop,05-04-1991,M,7,Clothing,Women
1,1,267654,2348958319,06-11-2012,2,796,167.16,1759.16,TeleShop,07-12-1991,M,7,Clothing,Women
1,1,269090,41161635371,NA,3,1180,371.7,3911.7,e-Shop,14-08-1978,M,7,Clothing,Women
1,1,271744,60244703798,NA,3,1352,425.88,4481.88,MBR,18-05-1979,F,10,Clothing,Women
1,1,272475,69832938876,10-03-2011,-4,-552,231.84,-2439.84,Flagship store,23-02-1988,F,5,Clothing,Women
1,1,274176,71784968526,NA,4,189,79.38,835.38,e-Shop,14-10-1979,M,8,Clothing,Women
1,1,269254,48385615177,07-10-2012,5,496,260.4,2740.4,e-Shop,27-05-1979,F,7,Clothing,Women
1,1,271847,788442271,12-10-2011,-2,-368,77.28,-813.28,e-Shop,24-12-1989,F,10,Clothing,Women
1,1,273737,30258447780,NA,5,216,113.4,1193.4,e-Shop,21-04-1992,M,10,Clothing,Women
1,1,270074,5551581340,09-10-2013,3,207,65.205,686.205,MBR,20-02-1983,M,10,Clothing,Women
1,1,269183,26660808484,NA,4,1285,539.7,5679.7,TeleShop,12-06-1986,M,5,Clothing,Women
1,1,267199,85496594077,NA,4,366,153.72,1617.72,e-Shop,14-02-1970,,2,Clothing,Women
1,1,267562,45099168444,NA,4,711,298.62,3142.62,e-Shop,19-09-1982,M,9,Clothing,Women
1,1,270033,33280095378,09-04-2012,3,557,175.455,1846.455,e-Shop,04-01-1982,M,3,Clothing,Women
1,1,271704,29419065469,NA,4,1096,460.32,4844.32,MBR,07-01-1976,F,5,Clothing,Women
1,1,270905,37125765237,09-09-2011,2,832,174.72,1838.72,Flagship store,11-07-1980,F,5,Clothing,Women
1,1,274066,38110368883,05-03-2013,5,1239,650.475,6845.475,Flagship store,26-10-1976,M,8,Clothing,Women
1,1,270309,24177114711,NA,4,1073,450.66,4742.66,e-Shop,09-04-1975,M,3,Clothing,Women
1,1,274484,18838561375,NA,2,324,68.04,716.04,Flagship store,13-11-1976,F,9,Clothing,Women
1,1,269677,60454546008,NA,2,1135,238.35,2508.35,TeleShop,20-05-1976,M,5,Clothing,Women
1,1,271496,68536255715,10-10-2013,4,946,397.32,4181.32,MBR,17-04-1977,M,5,Clothing,Women
1,1,268369,94813519488,NA,2,1417,297.57,3131.57,MBR,20-01-1977,M,3,Clothing,Women
1,1,274751,63500047523,NA,-4,-1300,546,-5746,TeleShop,23-08-1985,F,8,Clothing,Women
1,1,268997,18129240745,NA,5,631,331.275,3486.275,TeleShop,12-05-1986,F,2,Clothing,Women
1,1,274926,41963699352,NA,5,224,117.6,1237.6,Flagship store,20-10-1986,M,2,Clothing,Women
1,1,271011,39348589648,03-12-2013,2,426,89.46,941.46,MBR,28-06-1983,F,9,Clothing,Women
1,1,269189,52188724268,NA,4,841,353.22,3717.22,e-Shop,25-10-1973,F,9,Clothing,Women
1,1,274359,86097048109,NA,1,818,85.89,903.89,e-Shop,08-09-1987,F,7,Clothing,Women
1,1,273776,22527572032,NA,2,983,206.43,2172.43,TeleShop,06-09-1970,F,2,Clothing,Women
1,1,272111,51016421668,NA,2,1364,286.44,3014.44,e-Shop,24-06-1987,M,10,Clothing,Women
1,1,273586,90118575971,07-09-2013,1,1250,131.25,1381.25,Flagship store,26-05-1977,M,1,Clothing,Women
1,1,268024,55342345815,NA,1,848,89.04,937.04,MBR,26-05-1989,M,5,Clothing,Women
1,1,274534,74593894385,NA,3,1005,316.575,3331.575,e-Shop,14-04-1987,F,7,Clothing,Women
1,1,272920,30208947273,NA,4,773,324.66,3416.66,TeleShop,01-08-1983,M,3,Clothing,Women
1,1,266841,85302608197,03-01-2014,4,1142,479.64,5047.64,Flagship store,02-03-1991,M,1,Clothing,Women
1,1,271656,80927484036,NA,3,422,132.93,1398.93,TeleShop,03-01-1982,M,6,Clothing,Women
1,1,273899,35237163379,08-10-2012,5,1056,554.4,5834.4,e-Shop,07-10-1992,F,5,Clothing,Women
1,1,270078,37191571894,NA,1,639,67.095,706.095,MBR,29-11-1979,M,4,Clothing,Women
1,1,268996,89939456523,NA,1,1103,115.815,1218.815,e-Shop,07-03-1984,F,4,Clothing,Women
1,1,273083,76448566925,NA,5,1267,665.175,7000.175,TeleShop,24-06-1987,F,10,Clothing,Women
1,1,267205,59410690437,NA,4,1054,442.68,4658.68,TeleShop,11-10-1989,F,9,Clothing,Women
1,1,271873,46568197564,NA,3,330,103.95,1093.95,TeleShop,17-04-1972,M,1,Clothing,Women
1,1,271004,31306756243,NA,1,173,18.165,191.165,e-Shop,23-05-1979,M,7,Clothing,Women
1,1,271389,67745830164,NA,5,881,462.525,4867.525,TeleShop,20-03-1988,M,5,Clothing,Women
1,1,271701,61041371980,NA,3,437,137.655,1448.655,e-Shop,11-07-1991,M,7,Clothing,Women
1,1,272133,79950809485,11-07-2012,4,146,61.32,645.32,e-Shop,10-04-1991,M,4,Clothing,Women
1,1,273662,76108542776,NA,-1,-1255,131.775,-1386.775,MBR,12-01-1973,M,10,Clothing,Women
1,1,270059,67784245526,10-05-2013,4,498,209.16,2201.16,e-Shop,14-07-1982,F,4,Clothing,Women
1,1,269267,73098940301,NA,2,1329,279.09,2937.09,e-Shop,16-11-1980,M,7,Clothing,Women
1,1,274582,75147099792,04-12-2011,2,370,77.7,817.7,Flagship store,20-10-1976,M,1,Clothing,Women
1,1,270283,44427114302,NA,2,433,90.93,956.93,e-Shop,07-01-1978,F,10,Clothing,Women
1,1,268852,319395876,12-03-2012,2,558,117.18,1233.18,TeleShop,01-09-1974,F,6,Clothing,Women
1,1,266922,45653921271,NA,2,1442,302.82,3186.82,MBR,21-08-1982,F,3,Clothing,Women
1,1,271814,84985930549,NA,4,885,371.7,3911.7,e-Shop,06-12-1988,F,5,Clothing,Women
1,1,269547,29246080044,10-09-2011,5,629,330.225,3475.225,TeleShop,25-03-1977,F,4,Clothing,Women
1,1,273119,8508206340,NA,-1,-177,18.585,-195.585,Flagship store,17-06-1972,F,9,Clothing,Women
1,1,271850,65126242692,NA,1,583,61.215,644.215,e-Shop,05-10-1978,F,1,Clothing,Women
1,1,274272,55140968174,NA,2,328,68.88,724.88,MBR,22-01-1984,F,6,Clothing,Women
1,1,268895,80158149985,07-12-2013,3,844,265.86,2797.86,MBR,16-08-1974,M,4,Clothing,Women
1,1,273384,625516845,10-03-2013,5,1091,572.775,6027.775,MBR,03-07-1981,M,9,Clothing,Women
1,1,272414,24827468182,NA,4,318,133.56,1405.56,MBR,09-03-1986,F,3,Clothing,Women
1,1,270914,55341608392,NA,3,936,294.84,3102.84,Flagship store,26-08-1978,F,10,Clothing,Women
1,1,273758,35756156848,12-05-2012,4,987,414.54,4362.54,MBR,11-11-1974,F,9,Clothing,Women
1,1,271498,8611362003,NA,1,169,17.745,186.745,TeleShop,19-11-1982,F,6,Clothing,Women
1,1,268052,11999444239,NA,2,1324,278.04,2926.04,Flagship store,18-12-1988,M,7,Clothing,Women
1,1,272916,24131768570,11-09-2011,3,675,212.625,2237.625,MBR,21-09-1990,F,4,Clothing,Women
1,1,270145,23558616247,08-02-2013,1,886,93.03,979.03,Flagship store,21-06-1984,M,9,Clothing,Women
1,1,268131,37202415515,01-04-2013,1,856,89.88,945.88,MBR,11-05-1979,M,5,Clothing,Women
1,1,268827,10326598239,NA,2,1343,282.03,2968.03,Flagship store,10-11-1987,F,5,Clothing,Women
1,1,274411,34490189973,NA,3,1193,375.795,3954.795,TeleShop,04-03-1975,F,9,Clothing,Women
1,1,268505,35553024400,04-11-2011,1,288,30.24,318.24,e-Shop,22-12-1976,M,7,Clothing,Women
1,1,274171,98926434376,NA,2,1165,244.65,2574.65,Flagship store,08-12-1976,F,2,Clothing,Women
1,1,271472,84727313328,NA,1,887,93.135,980.135,Flagship store,27-09-1982,F,5,Clothing,Women
1,1,274044,9199526379,12-11-2013,-3,-606,190.89,-2008.89,TeleShop,02-10-1986,M,2,Clothing,Women
1,1,267243,65582112405,08-02-2014,-3,-1259,396.585,-4173.585,e-Shop,19-03-1990,F,6,Clothing,Women
1,1,270663,80518309384,NA,3,816,257.04,2705.04,e-Shop,04-04-1981,M,10,Clothing,Women
1,1,274027,53168059324,NA,3,1399,440.685,4637.685,TeleShop,13-12-1973,M,6,Clothing,Women
1,1,268904,47874384915,NA,5,985,517.125,5442.125,TeleShop,25-05-1990,M,5,Clothing,Women
1,1,268145,33886188672,NA,5,112,58.8,618.8,e-Shop,27-06-1977,F,6,Clothing,Women
1,1,267320,25975666563,05-08-2013,1,334,35.07,369.07,e-Shop,25-02-1973,M,3,Clothing,Women
1,1,272482,29982163778,NA,3,1499,472.185,4969.185,e-Shop,21-01-1992,F,2,Clothing,Women
1,1,273156,89897942683,08-01-2014,5,1184,621.6,6541.6,e-Shop,27-07-1979,M,4,Clothing,Women
1,1,273395,29936312804,09-11-2012,4,584,245.28,2581.28,e-Shop,24-05-1978,M,3,Clothing,Women
1,1,273535,21962493023,NA,-4,-420,176.4,-1856.4,e-Shop,02-08-1981,F,6,Clothing,Women
1,1,268538,20458160974,07-12-2012,5,653,342.825,3607.825,e-Shop,12-09-1977,F,4,Clothing,Women
1,1,266816,68137851721,NA,2,1234,259.14,2727.14,Flagship store,15-11-1974,M,6,Clothing,Women
1,1,269220,61242532071,04-10-2011,4,504,211.68,2227.68,MBR,28-04-1981,M,1,Clothing,Women
1,1,274107,2968910640,NA,1,609,63.945,672.945,MBR,08-08-1992,M,9,Clothing,Women
1,1,273219,15790589808,03-12-2013,3,429,135.135,1422.135,Flagship store,19-07-1977,F,3,Clothing,Women
1,1,274858,31790171183,NA,3,1336,420.84,4428.84,e-Shop,17-12-1985,F,6,Clothing,Women
1,1,268863,94799726067,NA,1,135,14.175,149.175,TeleShop,08-11-1981,F,3,Clothing,Women
1,1,272938,62174150487,NA,1,527,55.335,582.335,e-Shop,06-07-1972,M,8,Clothing,Women
1,1,270091,60730603020,06-12-2012,5,204,107.1,1127.1,TeleShop,20-04-1982,M,4,Clothing,Women
1,1,270265,10870253111,NA,2,308,64.68,680.68,TeleShop,22-02-1988,F,5,Clothing,Women
1,1,274367,66726168214,NA,2,1049,220.29,2318.29,MBR,26-11-1992,M,7,Clothing,Women
1,1,270807,84313701411,NA,3,1266,398.79,4196.79,e-Shop,25-11-1980,M,9,Clothing,Women
1,1,272103,17428839618,NA,4,398,167.16,1759.16,e-Shop,14-05-1977,F,4,Clothing,Women
1,1,271027,86390643429,NA,1,326,34.23,360.23,e-Shop,13-08-1971,M,8,Clothing,Women
1,1,274336,80888594046,04-04-2012,5,192,100.8,1060.8,e-Shop,19-04-1972,M,10,Clothing,Women
1,1,268995,50293339079,NA,1,1141,119.805,1260.805,Flagship store,04-07-1976,M,1,Clothing,Women
1,1,274149,88101082313,NA,5,656,344.4,3624.4,e-Shop,12-02-1974,M,6,Clothing,Women
1,1,271251,34152951993,NA,5,1409,739.725,7784.725,Flagship store,06-04-1974,M,2,Clothing,Women
1,1,272341,15779759854,NA,1,442,46.41,488.41,MBR,10-09-1973,F,9,Clothing,Women
1,1,272329,73254228802,NA,4,86,36.12,380.12,Flagship store,28-12-1975,M,8,Clothing,Women
1,1,270351,80712190438,NA,5,772,405.3,4265.3,e-Shop,26-09-1981,M,5,Clothing,Women
1,1,268898,10371747594,NA,2,1381,290.01,3052.01,TeleShop,11-02-1975,F,4,Clothing,Women
1,1,274338,34843015447,09-12-2011,3,756,238.14,2506.14,e-Shop,07-05-1981,F,10,Clothing,Women
1,1,268436,58125944124,NA,2,627,131.67,1385.67,MBR,25-12-1973,F,4,Clothing,Women
1,1,270865,72305704977,NA,5,1261,662.025,6967.025,Flagship store,20-07-1989,F,8,Clothing,Women
1,1,268204,77104234153,NA,1,1205,126.525,1331.525,Flagship store,11-12-1989,F,7,Clothing,Women
1,1,269216,37172455892,NA,4,1188,498.96,5250.96,e-Shop,26-02-1979,M,7,Clothing,Women
1,1,267915,79157292820,03-07-2011,4,500,210,2210,MBR,25-04-1974,M,8,Clothing,Women
1,1,270420,82354417730,NA,3,626,197.19,2075.19,MBR,03-03-1972,F,6,Clothing,Women
1,1,273640,93379795352,NA,4,599,251.58,2647.58,Flagship store,23-11-1983,F,3,Clothing,Women
1,1,267931,39321692853,05-09-2011,4,448,188.16,1980.16,MBR,06-02-1973,F,10,Clothing,Women
1,1,267701,94687455064,NA,1,443,46.515,489.515,MBR,18-05-1992,M,2,Clothing,Women
1,1,271855,12510459072,01-07-2012,3,1207,380.205,4001.205,Flagship store,10-08-1978,M,2,Clothing,Women
1,1,274624,60502507324,11-03-2013,2,249,52.29,550.29,e-Shop,05-02-1984,M,4,Clothing,Women
1,1,270357,39795770570,NA,5,574,301.35,3171.35,e-Shop,12-09-1982,M,1,Clothing,Women
1,1,269783,32549594895,NA,1,509,53.445,562.445,e-Shop,27-08-1975,F,7,Clothing,Women
1,1,272473,40872331319,NA,1,648,68.04,716.04,MBR,25-11-1981,M,7,Clothing,Women
1,1,267615,46441276839,05-11-2011,4,156,65.52,689.52,e-Shop,03-10-1982,F,3,Clothing,Women
1,1,272816,35180168633,NA,5,412,216.3,2276.3,e-Shop,14-10-1991,M,4,Clothing,Women
1,1,267390,89430978006,10-05-2013,1,1231,129.255,1360.255,e-Shop,27-06-1975,F,2,Clothing,Women
1,1,271020,18257724339,NA,3,96,30.24,318.24,MBR,20-06-1976,M,8,Clothing,Women
1,1,267750,92814475704,07-08-2013,4,284,119.28,1255.28,Flagship store,13-10-1986,M,1,Clothing,Women
1,1,272440,78322732492,NA,-5,-735,385.875,-4060.875,e-Shop,16-06-1985,F,4,Clothing,Women
1,1,269877,27895715682,08-09-2013,4,963,404.46,4256.46,e-Shop,12-08-1987,F,3,Clothing,Women
1,1,274156,52667054814,NA,2,274,57.54,605.54,Flagship store,14-04-1989,F,4,Clothing,Women
1,1,268624,26264839788,NA,2,710,149.1,1569.1,e-Shop,18-09-1986,F,1,Clothing,Women
1,1,273366,46605753119,NA,3,599,188.685,1985.685,MBR,13-09-1978,F,6,Clothing,Women
1,1,268701,10577817962,NA,5,1342,704.55,7414.55,MBR,22-02-1978,M,5,Clothing,Women
1,1,266976,59888214540,09-03-2012,1,368,38.64,406.64,e-Shop,11-05-1990,F,9,Clothing,Women
1,1,274941,47950513561,NA,1,1200,126,1326,e-Shop,29-01-1974,F,7,Clothing,Women
1,1,271993,31914865798,02-09-2012,5,1034,542.85,5712.85,e-Shop,22-12-1982,M,2,Clothing,Women
1,1,269094,74278874659,03-03-2011,1,829,87.045,916.045,e-Shop,11-03-1980,M,7,Clothing,Women
1,1,270428,97467262818,NA,5,1129,592.725,6237.725,MBR,10-03-1987,M,5,Clothing,Women
1,1,273231,19558725261,NA,3,663,208.845,2197.845,Flagship store,01-06-1977,M,7,Clothing,Women
1,1,274526,63237848279,NA,4,307,128.94,1356.94,Flagship store,11-11-1985,M,3,Clothing,Women
1,1,273832,57836113360,05-01-2013,2,1122,235.62,2479.62,TeleShop,23-05-1972,M,8,Clothing,Women
1,1,268879,51512255511,04-01-2013,1,468,49.14,517.14,e-Shop,13-02-1986,M,2,Clothing,Women
1,1,272433,59361634571,NA,5,1057,554.925,5839.925,Flagship store,09-09-1981,F,8,Clothing,Women
1,1,269551,59639840127,NA,3,1104,347.76,3659.76,MBR,16-12-1988,M,4,Clothing,Women
1,1,267084,50882933518,11-01-2013,4,962,404.04,4252.04,TeleShop,27-03-1978,M,1,Clothing,Women
1,1,270675,64821571835,NA,2,386,81.06,853.06,TeleShop,20-12-1979,F,2,Clothing,Women
1,1,271346,97299522956,02-02-2011,3,645,203.175,2138.175,e-Shop,17-07-1974,M,4,Clothing,Women
1,1,274618,95974831788,NA,4,561,235.62,2479.62,Flagship store,09-12-1992,F,7,Clothing,Women
