Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.041,,686,Friendly,Rwanda,,,,1734938190,0.042,9,,0.108,0.001,0.17,49,47,0.005,0.466,0.505,0.03,8395577,0.149,Africa,27000000,35000000,12/1/2000
0.036,,48,Low,Sao Tome and Principe,,,,76709305,0.089,46,,0.058,0.046,0.397,65,62,,0.44,0.52,0.04,139428,0.534,Africa,9900000,2200000,12/1/2000
0.04,,3938,Low,Senegal,,,2398,4679604922,0.046,22,,0.069,0.004,,59,56,0.025,0.451,0.517,0.032,9861679,0.403,Africa,152000000,125000000,12/1/2000
0.019,,565,Friendly,Seychelles,,,,614877971,0.048,371,,0.012,0.074,0.107,,,0.325,0.282,0.637,0.081,81131,0.501,Africa,225000000,44000000,12/1/2000
0.044,,425,Moderate,Sierra Leone,,,,635874002,0.184,28,,0.141,0.001,0.263,39,37,0.003,0.43,0.546,0.025,4139757,0.356,Africa,10000000,35000000,12/1/2000
0.049,,517,Not Clustered,Somalia,,,,,,,,0.105,0,,52,49,0.011,0.472,0.499,0.029,7385416,0.332,Africa,,,12/1/2000
0.024,,368611,Very Friendly,South Africa,,,109264,1.33E+11,0.083,246,,0.052,0.053,0.145,58,54,0.186,0.33,0.636,0.034,44000000,0.569,Africa,3338000000,2684000000,12/1/2000
0.043,,,Low,South Sudan,,,,,,,,0.11,,,50,48,,0.447,0.523,0.03,6652984,0.165,Africa,,,12/1/2000
0.04,,5534,Moderate,Sudan,,,13340,12257299163,0.034,15,,0.069,0,,60,56,0.001,0.437,0.533,0.03,27729798,0.325,Africa,5000000,55000000,12/1/2000
0.033,,1188,Moderate,eSwatini,,,,1524490159,0.053,75,,0.08,0.009,0.14,49,48,0.031,0.446,0.524,0.029,1063715,0.227,Africa,24000000,32000000,12/1/2000
0.042,,2651,Moderate,Tanzania,,,13390,10185786171,0.034,10,,0.08,0.001,0.216,51,49,0.003,0.448,0.523,0.029,34020512,0.223,Africa,381000000,369000000,12/1/2000
0.039,,1357,Low,Togo,,,2111,1294250280,0.053,14,,0.077,0.008,,54,53,0.01,0.442,0.529,0.029,4864753,0.329,Africa,11000000,15000000,12/1/2000
0.017,,19923,Very Friendly,Tunisia,,,7306,21473188882,0.054,123,,0.026,0.028,,75,71,0.012,0.298,0.641,0.06,9563500,0.634,Africa,1977000000,310000000,12/1/2000
0.048,,1533,Moderate,Uganda,,,,6193246632,0.066,16,,0.089,0.002,0.229,48,48,0.005,0.493,0.481,0.027,24275641,0.121,Africa,165000000,,12/1/2000
0.045,,1819,Friendly,Zambia,,,6244,3253551750,0.056,18,,0.1,0.002,0.388,42,42,0.01,0.457,0.515,0.027,10100981,0.348,Africa,67000000,102000000,12/1/2000
0.032,,13887,Low,Zimbabwe,,,9865,6689957610,,,,0.061,0.004,0.682,44,44,0.021,0.422,0.545,0.034,12503652,0.338,Africa,125000000,,12/1/2000
0.05,,781,Low,Afghanistan,,,,,,,,0.095,,,56,54,,0.495,0.485,0.02,20595360,0.213,Asia,,,12/1/2000
0.013,,3465,Very Friendly,Armenia,,,2015,1911563665,0.063,39,,0.027,0.013,0.316,75,68,0.006,0.259,0.641,0.1,3076098,0.647,Asia,52000000,56000000,12/1/2000
0.015,,29508,Friendly,Azerbaijan,,,11296,5272617196,0.047,30,,0.061,0.001,0.197,70,64,0.052,0.311,0.633,0.056,8048600,0.514,Asia,68000000,138000000,12/1/2000
0.027,,27869,Moderate,Bangladesh,,,18591,47124925462,0.028,10,,0.064,0.001,0.155,66,65,0.002,0.37,0.59,0.041,132383265,0.236,Asia,50000000,471000000,12/1/2000
0.028,,400,Low,Bhutan,,,,439158233,0.067,52,,0.059,0.004,0.16,60,60,,0.406,0.556,0.038,564350,0.254,Asia,10000000,,12/1/2000
0.023,,6527,Friendly,Brunei,,,2385,6001153318,0.03,543,,0.008,0.09,0.055,78,74,0.286,0.304,0.668,0.028,331801,0.712,Asia,,,12/1/2000
0.028,,1977,Moderate,Cambodia,,,3412,3654031716,0.063,19,,0.082,0,,65,59,0.011,0.408,0.554,0.038,12222871,0.186,Asia,345000000,52000000,12/1/2000
0.014,,3405180,Friendly,China,,,1161353,1.20E+12,0.046,43,,0.03,0.018,0.059,74,71,0.067,0.256,0.675,0.069,1262645000,0.359,Asia,17318000000,14169000000,12/1/2000
0.012,,4536,Very Friendly,Georgia,,,2869,3057453461,0.069,45,,0.031,0.005,0.247,75,68,0.041,0.219,0.656,0.125,4418300,0.526,Asia,107000000,129000000,12/1/2000
0.008,,40465,Very Friendly,"Hong Kong SAR, China",,,13392,1.72E+11,,,,,0.278,0.095,84,78,0.797,0.173,0.717,0.11,6665000,1,Asia,8198000000,12502000000,12/1/2000
0.026,,1186663,Moderate,India,,,457198,4.77E+11,0.043,20,,0.067,0.005,0.123,63,61,0.003,0.342,0.614,0.044,1042261758,0.277,Asia,3598000000,3686000000,12/1/2000
0.022,,263419,Moderate,Indonesia,,,154768,1.65E+11,0.02,15,,0.041,0.009,0.185,69,65,0.018,0.307,0.647,0.047,208938698,0.42,Asia,4975000000,3197000000,12/1/2000
0.009,,1219589,Very Friendly,Japan,,,518964,4.73E+12,0.076,2834,,0.003,0.3,0.021,85,78,0.531,0.146,0.682,0.172,126870000,0.786,Asia,5970000000,42643000000,12/1/2000
0.015,,127769,Friendly,Kazakhstan,,,35679,18291990619,0.042,52,,0.038,0.007,,71,60,0.014,0.277,0.655,0.068,14883626,0.557,Asia,403000000,483000000,12/1/2000
0.018,,76699,Not Clustered,"North Korea",,,19717,,,,,0.045,,,69,61,,0.26,0.681,0.059,22840225,0.594,Asia,,,12/1/2000
0.013,,447561,Very Friendly,"South Korea",,,188161,5.62E+11,0.043,491,,0.005,0.447,0.085,80,72,0.583,0.21,0.717,0.073,47008111,0.796,Asia,8527000000,7945000000,12/1/2000
0.02,,4529,Friendly,Kyrgyz Republic,,,2317,1369691955,0.047,13,,0.042,0.01,0.519,72,65,0.002,0.35,0.596,0.055,4898400,0.353,Asia,20000000,28000000,12/1/2000
0.031,,972,Low,Laos,,,,1731198022,0.033,11,,0.083,0.001,0.32,63,60,0.002,0.435,0.529,0.036,5388281,0.22,Asia,114000000,8000000,12/1/2000
0.009,,1635,Not Clustered,"Macao SAR, China",,,,6101794939,,,,,0.136,0.099,80,75,0.327,0.228,0.698,0.074,431907,1,Asia,3205000000,,12/1/2000
0.023,,126603,Very Friendly,Malaysia,,,47110,93789473684,0.03,120,,0.009,0.214,0.077,75,71,0.219,0.333,0.628,0.038,23420751,0.62,Asia,5873000000,2543000000,12/1/2000
0.025,,499,Friendly,Maldives,,,,624337144,0.071,162,,0.035,0.022,0.13,70,69,0.028,0.413,0.549,0.038,272745,0.277,Asia,321000000,60000000,12/1/2000
0.019,,7506,Friendly,Mongolia,,,2397,1136896162,0.047,22,,0.049,0.013,0.37,66,60,0.064,0.348,0.615,0.037,2397473,0.571,Asia,43000000,54000000,12/1/2000
0.021,,10088,Low,Myanmar,,,12841,,0.021,3,,0.059,,0.153,64,60,0,0.307,0.645,0.047,48453000,0.27,Asia,195000000,30000000,12/1/2000
0.033,,3234,Moderate,Nepal,,,8108,5494252208,0.05,12,,0.06,0.002,0.095,63,61,0,0.404,0.558,0.038,23184177,0.134,Asia,219000000,109000000,12/1/2000
0.031,,106449,Moderate,Pakistan,,,64067,73952374970,0.03,15,,0.088,,,65,63,0.002,0.415,0.546,0.039,143832014,0.332,Asia,551000000,574000000,12/1/2000
0.03,,73307,Moderate,Philippines,,,39872,81026294681,0.032,33,,0.03,0.02,0.109,70,64,0.083,0.385,0.583,0.032,77651848,0.48,Asia,2334000000,1841000000,12/1/2000
0.012,,49006,Very Friendly,Singapore,,,18692,95835970989,0.027,662,,0.003,0.36,0.058,80,76,0.701,0.215,0.712,0.073,4027900,1,Asia,5142000000,4535000000,12/1/2000
0.018,,10161,Friendly,Sri Lanka,,,8327,16330810304,0.037,32,,0.014,0.006,0.162,75,68,0.023,0.269,0.669,0.063,19102000,0.184,Asia,388000000,383000000,12/1/2000
0.03,,2237,Moderate,Tajikistan,,,2149,860550294,0.046,6,,0.075,0,0.256,68,60,0,0.429,0.536,0.035,6186152,0.265,Asia,,,12/1/2000
0.015,,188355,Very Friendly,Thailand,,,72284,1.23E+11,0.034,67,,0.019,0.037,0.078,75,67,0.049,0.242,0.693,0.066,62343379,0.314,Asia,9935000000,3218000000,12/1/2000
0.043,,,Low,Timor-Leste,,,,350100000,0.051,19,,0.084,,,61,58,,0.498,0.479,0.024,853585,0.243,Asia,,,12/1/2000
0.024,,35365,Not Clustered,Turkmenistan,,,14871,2904662605,0.039,44,,0.066,0.001,,68,60,0.002,0.363,0.594,0.043,4501419,0.459,Asia,,,12/1/2000
0.021,,119951,Low,Uzbekistan,,,50757,13760374488,0.053,29,,0.053,0.005,,70,64,0.002,0.373,0.584,0.043,24650400,0.374,Asia,63000000,,12/1/2000
0.017,,53645,Friendly,Vietnam,,,28736,33640085728,0.053,20,,0.027,0.003,0.106,78,69,0.01,0.316,0.62,0.064,77630900,0.244,Asia,,,12/1/2000
0.019,,3022,Friendly,Albania,,,1763,3686649387,0.064,70,,0.023,0.001,0.221,77,71,0.009,0.303,0.628,0.068,3089027,0.417,Europe,398000000,290000000,12/1/2000
0.011,,524,Not Clustered,Andorra,,,,1133644295,0.062,1330,,0.004,0.105,,,,0.36,,,,65399,0.924,Europe,,,12/1/2000
0.01,,63696,Very Friendly,Austria,,,28558,1.92E+11,0.1,2403,,0.005,0.337,,81,75,0.763,0.17,0.675,0.155,8011566,0.658,Europe,11382000000,7001000000,12/1/2000
0.009,,53469,Friendly,Belarus,,,24695,12736856485,0.061,64,,0.011,0.019,0.677,75,63,0.005,0.186,0.679,0.134,10005000,0.7,Europe,188000000,247000000,12/1/2000
0.011,,115709,Very Friendly,Belgium,,,58508,2.33E+11,0.081,1845,,0.005,0.294,0.08,81,75,0.548,0.176,0.655,0.169,10251250,0.971,Europe,6592000000,9429000000,12/1/2000
0.01,,23223,Moderate,Bosnia and Herzegovina,,,4346,5505984456,0.071,103,,0.008,0.011,0.305,77,72,0.024,0.202,0.691,0.107,3834364,0.393,Europe,246000000,92000000,12/1/2000
0.009,,43531,Friendly,Bulgaria,,,18688,12903546765,0.062,98,,0.018,0.054,0.113,75,68,0.092,0.157,0.677,0.166,8170172,0.689,Europe,1364000000,764000000,12/1/2000
0.01,,19644,Friendly,Croatia,,,7790,21517784659,0.078,377,,0.007,0.066,0.121,77,69,0.231,0.172,0.673,0.156,4426000,0.556,Europe,2871000000,634000000,12/1/2000
0.013,,6850,Very Friendly,Cyprus,,,2137,9314937556,0.058,744,,0.006,0.153,0.08,80,76,0.231,0.224,0.674,0.102,943287,0.686,Europe,2137000000,543000000,12/1/2000
0.009,,124649,Friendly,Czechia,,,40993,58807244368,0.063,361,,0.006,0.098,0.072,78,72,0.424,0.165,0.697,0.138,10255063,0.74,Europe,2973000000,1276000000,12/1/2000
0.013,,47260,Very Friendly,Denmark,,,18634,1.60E+11,0.087,2613,,0.005,0.392,0.081,79,74,0.63,0.185,0.667,0.149,5339616,0.851,Europe,3671000000,4669000000,12/1/2000
0.01,,15181,Very Friendly,Estonia,,,4715,5675697575,0.053,213,,0.009,0.286,0.074,76,65,0.408,0.18,0.669,0.152,1396985,0.694,Europe,657000000,253000000,12/1/2000
,,711,Not Clustered,Faeroe Islands,,,,1062339944,,,,,0.329,,82,76,0.365,,,,46491,0.363,Europe,,,12/1/2000
0.011,,52141,Very Friendly,Finland,,,32233,1.22E+11,0.072,1700,,0.004,0.372,0.056,81,74,0.72,0.182,0.669,0.149,5176209,0.822,Europe,2035000000,2293000000,12/1/2000
0.013,,365560,Very Friendly,France,,,251981,1.33E+12,0.101,2209,,0.004,0.143,0.067,83,75,0.491,0.189,0.65,0.16,60911057,0.759,Europe,38534000000,26703000000,12/1/2000
0.009,,829978,Very Friendly,Germany,,,336584,1.89E+12,0.104,2387,,0.004,0.302,0.096,81,75,0.577,0.156,0.681,0.163,82211508,0.731,Europe,24943000000,57601000000,12/1/2000
0.01,,91616,Friendly,Greece,,,27086,1.24E+11,0.079,918,,0.007,0.091,0.123,81,75,0.54,0.152,0.68,0.168,10917482,0.727,Europe,9262000000,4564000000,12/1/2000
0.01,,57238,Friendly,Hungary,,,24999,46385589534,0.072,326,,0.01,0.07,0.126,76,67,0.301,0.168,0.68,0.151,10210971,0.646,Europe,3809000000,1722000000,12/1/2000
0.014,,2164,Very Friendly,Iceland,,,3100,8697298234,0.095,2961,,0.003,0.445,0.168,82,78,0.764,0.233,0.651,0.116,281205,0.924,Europe,386000000,471000000,12/1/2000
0.014,,41345,Very Friendly,Ireland,,,13574,97331522066,0.061,1572,,0.006,0.179,0.048,79,74,0.647,0.218,0.67,0.112,3805174,0.591,Europe,3517000000,2626000000,12/1/2000
0.01,,451441,Friendly,Italy,,,171522,1.10E+12,0.079,1527,,0.005,0.231,0.07,83,77,0.741,0.143,0.674,0.183,56942108,0.672,Europe,28706000000,18169000000,12/1/2000
0.023,,,Friendly,Kosovo,,,1545,1849196082,,,,,,,70,66,,,,,1700000,,Europe,,,12/1/2000
0.009,,6241,Very Friendly,Latvia,,,3832,7833068425,0.06,197,,0.015,0.063,0.119,76,65,0.169,0.179,0.671,0.15,2367550,0.681,Europe,172000000,281000000,12/1/2000
0.013,,,Not Clustered,Liechtenstein,,,,2483890594,,,,,0.365,,80,74,0.302,,,,33093,0.151,Europe,,,12/1/2000
0.01,,12200,Very Friendly,Lithuania,,,7131,11434200000,0.065,212,,0.01,0.064,0.121,78,67,0.15,0.199,0.662,0.139,3499536,0.67,Europe,430000000,261000000,12/1/2000
0.013,,8240,Friendly,Luxembourg,,,3335,20267551133,0.075,3495,,0.004,0.229,,81,75,0.695,0.189,0.67,0.141,436300,0.842,Europe,1686000000,1309000000,12/1/2000
0.013,,12064,Very Friendly,"North Macedonia",,,2668,3586883989,0.087,153,,0.014,0.025,0.189,76,71,0.056,0.224,0.676,0.1,2052129,0.585,Europe,88000000,58000000,12/1/2000
0.012,,2065,Friendly,Malta,,,676,3957418083,0.066,643,,0.007,0.131,0.073,80,76,0.281,0.207,0.686,0.107,381363,0.924,Europe,731000000,224000000,12/1/2000
0.012,,3513,Friendly,Moldova,,,2883,1288420223,0.067,24,,0.025,0.013,0.338,71,63,0.034,0.237,0.663,0.1,3639592,0.458,Europe,57000000,86000000,12/1/2000
,,,Not Clustered,Monaco,,,,2647883820,0.033,2685,,0.004,0.422,,,,0.434,,,,32081,1,Europe,,,12/1/2000
0.013,,,Very Friendly,Montenegro,,,,984279596,0.075,121,,0.013,,,77,71,,0.213,0.673,0.113,611196,0.585,Europe,,,12/1/2000
0.013,,165363,Very Friendly,Netherlands,,,73223,3.85E+11,0.08,1932,,0.005,0.44,0.048,81,76,0.678,0.186,0.679,0.136,15925513,0.768,Europe,11285000000,13649000000,12/1/2000
0.013,,38808,Very Friendly,Norway,,,26092,1.68E+11,0.091,3432,,0.004,0.52,0.089,81,76,0.718,0.2,0.648,0.152,4490967,0.761,Europe,2521000000,4893000000,12/1/2000
0.01,,301691,Very Friendly,Poland,,,89116,1.71E+11,0.055,247,,0.008,0.073,0.2,78,70,0.176,0.194,0.684,0.123,38258629,0.617,Europe,6128000000,3417000000,12/1/2000
0.012,,62966,Very Friendly,Portugal,,,24673,1.17E+11,0.093,1070,,0.006,0.164,,80,73,0.647,0.162,0.676,0.162,10289898,0.544,Europe,6027000000,2754000000,12/1/2000
0.01,,89985,Friendly,Romania,,,36228,37305099928,0.043,72,,0.023,0.036,0.539,75,68,0.112,0.186,0.68,0.134,22442971,0.53,Europe,394000000,447000000,12/1/2000
0.009,,1558112,Moderate,Russia,,,619265,2.60E+11,0.054,96,,0.02,0.02,0.244,72,59,0.022,0.182,0.694,0.124,146596870,0.734,Europe,3429000000,8848000000,12/1/2000
,,,Friendly,San Marino,,,,773907642,0.053,2161,,0.005,0.488,0.092,84,77,0.538,,,,26969,0.934,Europe,,,12/1/2000
0.01,,,Friendly,Serbia,,,13728,6082791506,0.074,51,,0.011,,0.063,75,70,,0.202,0.669,0.129,7516346,0.532,Europe,,,12/1/2000
0.01,,37312,Very Friendly,Slovakia,,,17743,28724041828,0.055,208,,0.01,0.094,0.149,77,69,0.231,0.197,0.689,0.114,5388720,0.562,Europe,441000000,341000000,12/1/2000
0.009,,14265,Very Friendly,Slovenia,,,6413,19979467790,0.083,831,,0.005,0.151,0.158,79,72,0.611,0.159,0.7,0.141,1988925,0.508,Europe,1016000000,544000000,12/1/2000
0.01,,294434,Very Friendly,Spain,,,121856,5.80E+11,0.072,1045,,0.005,0.136,0.052,83,76,0.602,0.148,0.684,0.169,40263216,0.763,Europe,32656000000,7710000000,12/1/2000
0.01,,49794,Very Friendly,Sweden,,,47556,2.47E+11,0.082,2282,,0.003,0.457,0.058,82,77,0.718,0.184,0.643,0.173,8872109,0.84,Europe,4825000000,8959000000,12/1/2000
0.011,,39050,Very Friendly,Switzerland,,,25005,2.56E+11,0.099,3541,,0.005,0.471,0.043,83,77,0.647,0.174,0.673,0.153,7184250,0.733,Europe,8988000000,7360000000,12/1/2000
0.021,,216148,Friendly,Türkiye,,,76348,2.67E+11,0.049,196,,0.034,0.038,,74,66,0.255,0.307,0.634,0.06,63174483,0.647,Europe,7636000000,1713000000,12/1/2000
0.008,,320774,Moderate,Ukraine,,,133794,31261527363,0.056,36,,0.016,0.007,0.415,74,62,0.017,0.175,0.688,0.138,49175848,0.671,Europe,563000000,561000000,12/1/2000
0.012,,543662,Very Friendly,United Kingdom,,,222940,1.49E+12,0.07,1761,,0.006,0.268,0.06,80,75,0.737,0.19,0.652,0.158,58892514,0.787,Europe,29978000000,47009000000,12/1/2000
0.021,,18643,Very Friendly,Bahrain,,,5865,9063147901,0.035,476,,0.011,0.062,0.116,76,74,0.308,0.308,0.667,0.024,668239,0.884,Middle East,854000000,425000000,12/1/2000
0.019,,372703,Low,"Iran",,,122983,1.01E+11,0.046,231,,0.029,0.009,,71,69,0.015,0.347,0.611,0.042,65911052,0.64,Middle East,677000000,671000000,12/1/2000
0.036,,72445,Low,Iraq,,,25937,,0.008,7,,0.036,,,73,69,,0.428,0.537,0.035,23801156,0.685,Middle East,2000000,9000000,12/1/2000
0.022,,62691,Very Friendly,Israel,,,18234,1.25E+11,0.074,1454,,0.006,0.209,0.128,81,77,0.732,0.281,0.619,0.1,6289000,0.912,Middle East,4611000000,3733000000,12/1/2000
0.031,,15508,Moderate,Jordan,,,4864,8457923945,0.097,171,,0.023,0.026,0.118,73,70,0.082,0.394,0.575,0.031,4797000,0.798,Middle East,935000000,387000000,12/1/2000
0.024,,55181,Moderate,Kuwait,,,18805,37718011469,0.025,494,,0.011,0.067,0.089,74,72,0.25,0.257,0.712,0.031,1906231,0.981,Middle East,394000000,2852000000,12/1/2000
0.019,,15354,Moderate,Lebanon,,,4907,17260364842,0.109,579,,0.017,0.08,0.182,76,73,0.23,0.286,0.643,0.071,3235380,0.86,Middle East,742000000,,12/1/2000
0.024,,21896,Very Friendly,Oman,,,8083,19867880550,0.031,264,,0.014,0.035,0.101,74,70,0.074,0.372,0.605,0.023,2192535,0.716,Middle East,377000000,629000000,12/1/2000
0.019,,34730,Very Friendly,Qatar,,,10876,17759889598,0.022,652,,0.011,0.049,,78,76,0.204,0.259,0.724,0.017,593693,0.963,Middle East,128000000,307000000,12/1/2000
0.027,,296935,Very Friendly,Saudi Arabia,,,101325,1.88E+11,0.042,398,,0.019,0.022,,74,71,0.068,0.384,0.581,0.035,20144584,0.798,Middle East,,,12/1/2000
0.03,,51048,Low,Syria,,,15765,19325894913,0.049,59,,0.02,0.002,0.09,75,72,0.002,0.408,0.558,0.034,16371208,0.519,Middle East,1082000000,669000000,12/1/2000
0.017,,112562,Very Friendly,United Arab Emirates,,,33944,1.04E+11,0.022,752,,0.01,0.236,0.097,75,73,0.472,0.254,0.736,0.01,3026352,0.802,Middle East,1063000000,3019000000,12/1/2000
0.039,,14639,Moderate,"Yemen",,,4747,9636342275,0.041,25,,0.069,0.001,0.195,62,59,0.002,0.486,0.485,0.029,17522537,0.263,Middle East,73000000,127000000,12/1/2000
,,,Not Clustered,American Samoa,,,,,,,,,,,,,0.035,,,,57522,0.886,Oceania,,,12/1/2000
0.013,,329605,Very Friendly,Australia,,,108110,4.15E+11,0.081,1713,,0.005,0.468,0.093,82,77,0.445,0.207,0.669,0.124,19153000,0.872,Oceania,13016000000,8780000000,12/1/2000
