Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.042,0.338,,Moderate,Nigeria,28,138,,4.63E+11,0.061,94,956,0.077,0.328,0.168,52,52,0.668,0.442,0.531,0.027,168833776,0.452,Africa,641000000,9280000000,12/1/2012
0.036,0.308,,Friendly,Rwanda,3,54,,7133378888,0.107,66,134,0.039,0.08,,65,62,0.497,0.436,0.541,0.023,11457801,0.259,Africa,337000000,133000000,12/1/2012
0.035,0.325,,Low,Sao Tome and Principe,5,166,,263328450,0.079,109,424,0.038,0.216,0.262,68,64,0.65,0.416,0.55,0.034,188098,0.633,Africa,15000000,1300000,12/1/2012
0.038,0.455,,Low,Senegal,6,176,,14045680427,0.05,51,666,0.045,0.192,,65,62,0.836,0.435,0.534,0.03,13726021,0.428,Africa,,,12/1/2012
0.019,0.257,,Friendly,Seychelles,39,77,,1032199341,0.047,521,76,0.012,0.471,0.122,78,68,1.478,0.221,0.702,0.077,88303,0.529,Africa,26000000,4000000,12/1/2012
0.037,0.324,,Moderate,Sierra Leone,12,137,,3787392596,0.151,96,357,0.11,0.013,0.21,46,45,0.37,0.417,0.556,0.026,5978727,0.389,Africa,41000000,25000000,12/1/2012
0.044,,,Not Clustered,Somalia,,,,,,,,0.092,0.014,,56,53,0.226,0.473,0.498,0.028,10195134,0.382,Africa,,,12/1/2012
0.021,0.327,,Very Friendly,South Africa,19,41,,3.82E+11,0.088,645,200,0.034,0.41,0.088,58,54,1.306,0.295,0.65,0.054,52274945,0.633,Africa,11201000000,7144000000,12/1/2012
0.037,0.263,,Low,South Sudan,17,184,,10560000000,0.026,27,218,0.066,,,56,54,0.212,0.423,0.543,0.035,10837527,0.182,Africa,,,12/1/2012
0.034,0.361,,Moderate,Sudan,36,143,,63029562337,0.072,115,180,0.053,0.21,,64,60,0.744,0.415,0.553,0.032,37195349,0.333,Africa,880000000,908000000,12/1/2012
0.03,0.365,,Moderate,eSwatini,56,120,,4049589166,0.085,259,104,0.057,0.208,0.088,48,49,0.654,0.38,0.585,0.034,1230985,0.214,Africa,,,12/1/2012
0.04,0.449,,Moderate,Tanzania,26,136,,28248631876,0.07,41,172,0.038,0.04,0.155,62,60,0.57,0.449,0.52,0.032,47783107,0.295,Africa,1605000000,1003000000,12/1/2012
0.037,0.489,,Low,Togo,38,159,,3915754216,0.086,41,270,0.057,0.04,,57,55,0.499,0.419,0.554,0.027,6642928,0.385,Africa,,,12/1/2012
0.019,0.624,,Very Friendly,Tunisia,11,49,,45238491581,0.07,297,144,0.014,0.414,,77,73,1.181,0.232,0.697,0.071,10777500,0.663,Africa,2931000000,673000000,12/1/2012
0.044,0.366,,Moderate,Uganda,33,126,,20032237910,0.08,44,213,0.045,0.147,0.263,60,58,0.45,0.485,0.49,0.024,36345860,0.151,Africa,1105000000,604000000,12/1/2012
0.043,0.151,,Friendly,Zambia,17,90,,20596424325,0.065,96,183,0.057,0.135,0.121,59,55,0.748,0.467,0.506,0.026,14075099,0.396,Africa,155000000,154000000,12/1/2012
0.032,0.345,,Low,Zimbabwe,90,168,,12472416688,,,242,0.055,0.171,,59,57,0.919,0.402,0.558,0.039,13724317,0.328,Africa,749000000,,12/1/2012
0.035,0.363,,Low,Afghanistan,7,170,,20506795254,0.086,51,275,0.072,0.055,0.15,62,59,0.655,0.474,0.503,0.023,29824536,0.255,Asia,116000000,80000000,12/1/2012
0.014,0.388,,Very Friendly,Armenia,8,40,,9958217880,0.045,150,380,0.015,0.392,0.172,78,71,1.119,0.203,0.693,0.103,2969081,0.632,Asia,487000000,556000000,12/1/2012
0.019,0.4,,Friendly,Azerbaijan,8,71,,68730906314,0.054,398,214,0.031,0.542,0.183,74,68,1.088,0.222,0.721,0.057,9295784,0.539,Asia,2634000000,2616000000,12/1/2012
0.02,0.35,,Moderate,Bangladesh,19,132,,1.16E+11,0.036,26,302,0.035,0.058,0.13,71,70,0.628,0.306,0.647,0.047,154695368,0.32,Asia,110000000,829000000,12/1/2012
0.02,0.408,,Low,Bhutan,36,146,,1861157558,0.038,90,274,0.031,0.254,0.14,68,68,0.756,0.285,0.668,0.047,741822,0.364,Asia,94000000,71000000,12/1/2012
0.016,0.168,,Friendly,Brunei,101,79,,16953952625,0.023,939,96,0.008,0.603,0.055,80,77,1.139,0.258,0.702,0.04,412238,0.762,Asia,,,12/1/2012
0.026,0.214,,Moderate,Cambodia,102,135,,14054443213,0.054,51,173,0.034,0.049,,74,69,1.285,0.312,0.635,0.053,14864646,0.201,Asia,2000000000,382000000,12/1/2012
0.012,0.637,,Friendly,China,33,99,,8.23E+12,0.054,322,338,0.012,0.423,0.06,77,74,0.808,0.18,0.733,0.087,1350695000,0.519,Asia,54937000000,1.10E+11,12/1/2012
0.014,0.165,,Very Friendly,Georgia,2,9,,15846484588,0.092,333,280,0.013,0.369,0.148,78,70,1.078,0.176,0.681,0.143,4490700,0.532,Asia,1565000000,471000000,12/1/2012
0.013,0.23,,Very Friendly,"Hong Kong SAR, China",3,2,,2.63E+11,,,78,,0.729,0.05,86,81,2.292,0.118,0.747,0.136,7154600,1,Asia,38021000000,20246000000,12/1/2012
0.021,0.628,,Moderate,India,27,131,,1.86E+12,0.04,61,243,0.043,0.126,0.106,68,65,0.699,0.294,0.654,0.052,1236686732,0.316,Asia,18340000000,14107000000,12/1/2012
0.019,0.322,,Moderate,Indonesia,48,116,,8.77E+11,0.03,108,259,0.025,0.147,0.118,73,69,1.142,0.293,0.656,0.051,246864191,0.515,Asia,9463000000,9498000000,12/1/2012
0.008,0.494,,Very Friendly,Japan,22,23,451501,5.94E+12,0.101,4752,330,0.002,0.863,0.014,86,80,1.087,0.131,0.625,0.244,127561489,0.919,Asia,16197000000,40967000000,12/1/2012
0.023,0.286,,Friendly,Kazakhstan,19,53,,2.04E+11,0.042,521,188,0.016,0.533,,74,65,1.858,0.255,0.68,0.066,16791425,0.535,Asia,1572000000,2119000000,12/1/2012
0.014,,,Not Clustered,"North Korea",,,,,,,,0.023,,,73,66,0.069,0.22,0.688,0.092,24763188,0.604,Asia,,,12/1/2012
0.01,0.29,,Very Friendly,"South Korea",6,6,263002,1.22E+12,0.075,1703,207,0.003,0.841,0.054,85,78,1.094,0.153,0.729,0.118,50004441,0.821,Asia,19653000000,22386000000,12/1/2012
0.028,0.334,,Friendly,Kyrgyz Republic,10,70,,6605133551,0.071,84,210,0.023,0.217,0.128,74,66,1.242,0.302,0.656,0.042,5607200,0.354,Asia,750000000,738000000,12/1/2012
0.027,0.319,,Low,Laos,92,163,,9386913253,0.029,40,362,0.055,0.107,,69,66,0.647,0.356,0.606,0.038,6645827,0.354,Asia,461000000,241000000,12/1/2012
0.01,,,Not Clustered,"Macao SAR, China",,,,42981497744,,,,,0.613,0.053,82,78,2.898,0.122,0.8,0.077,556783,1,Asia,44455000000,1711000000,12/1/2012
0.018,0.245,,Very Friendly,Malaysia,6,8,,3.05E+11,0.039,410,133,0.007,0.658,0.048,77,73,1.413,0.267,0.682,0.052,29239927,0.725,Asia,20251000000,11545000000,12/1/2012
0.022,0.268,,Friendly,Maldives,9,81,,2113179304,0.085,558,252,0.009,0.389,0.105,79,77,1.656,0.29,0.66,0.05,338442,0.423,Asia,1873000000,270000000,12/1/2012
0.023,0.246,,Friendly,Mongolia,12,80,,10321968595,0.063,232,192,0.027,0.164,0.181,71,63,1.207,0.271,0.691,0.038,2796484,0.695,Asia,480000000,420000000,12/1/2012
0.017,0.527,,Low,Myanmar,72,182,,,0.018,20,155,0.041,0.011,0.13,67,63,0.071,0.253,0.696,0.052,52797319,0.325,Asia,,,12/1/2012
0.022,0.315,,Moderate,Nepal,29,103,,19206800719,0.055,36,326,0.033,0.111,,69,67,0.605,0.356,0.594,0.051,27474377,0.175,Asia,379000000,561000000,12/1/2012
0.026,0.346,,Moderate,Pakistan,21,106,,2.25E+11,0.031,39,560,0.071,0.1,0.135,67,66,0.671,0.343,0.613,0.044,179160111,0.374,Asia,1014000000,1801000000,12/1/2012
0.025,0.445,,Moderate,Philippines,36,133,,2.50E+11,0.046,119,193,0.024,0.362,0.057,72,65,1.055,0.345,0.616,0.038,96706764,0.448,Asia,4900000000,6839000000,12/1/2012
0.01,0.276,,Very Friendly,Singapore,3,1,,2.87E+11,0.047,2426,82,0.002,0.72,0.054,85,80,1.521,0.165,0.738,0.097,5312400,1,Asia,19261000000,22412000000,12/1/2012
0.018,0.553,,Friendly,Sri Lanka,8,83,,59393056426,0.031,89,254,0.009,0.183,0.133,77,71,0.916,0.252,0.666,0.082,20328000,0.183,Asia,1756000000,1219000000,12/1/2012
0.033,0.845,,Moderate,Tajikistan,24,141,,7633049792,0.058,55,224,0.042,0.145,0.252,71,64,0.815,0.358,0.61,0.032,8008990,0.266,Asia,60400000,6800000,12/1/2012
0.01,0.372,,Very Friendly,Thailand,29,18,,3.66E+11,0.039,215,264,0.012,0.265,0.071,78,71,1.273,0.185,0.721,0.094,66785001,0.467,Asia,37740000000,7864000000,12/1/2012
0.036,0.11,,Low,Timor-Leste,94,167,,1355000000,0.043,50,276,0.048,0.009,0.122,69,66,0.557,0.463,0.505,0.032,1148958,0.308,Asia,21000000,80000000,12/1/2012
0.022,,,Not Clustered,Turkmenistan,,,,35164210526,0.02,129,,0.048,0.072,,70,61,1.141,0.286,0.673,0.041,5172931,0.49,Asia,,,12/1/2012
0.021,0.985,,Low,Uzbekistan,12,156,,51183443225,0.059,105,205,0.038,0.365,,72,65,0.71,0.289,0.668,0.043,29774500,0.362,Asia,,,12/1/2012
0.016,0.343,,Friendly,Vietnam,34,98,,1.56E+11,0.066,102,872,0.02,0.395,0.135,80,71,1.477,0.229,0.706,0.066,88772900,0.317,Asia,6830000000,1856000000,12/1/2012
0.013,0.32,,Friendly,Albania,5,82,,12344532541,0.06,228,357,0.014,0.547,0.109,80,74,1.107,0.213,0.681,0.106,2801681,0.543,Europe,1623000000,1374000000,12/1/2012
0.01,,,Not Clustered,Andorra,,,,,0.083,3057,,0.002,0.864,,,,0.815,,,,78360,0.867,Europe,,,12/1/2012
0.009,0.524,,Very Friendly,Austria,25,28,32896,3.94E+11,0.115,5407,170,0.003,0.8,,84,78,1.605,0.145,0.672,0.182,8429991,0.659,Europe,21446000000,12352000000,12/1/2012
0.012,0.605,,Friendly,Belarus,10,64,,63615445567,0.05,339,338,0.004,0.469,0.195,78,67,1.135,0.151,0.711,0.138,9464000,0.755,Europe,986000000,781000000,12/1/2012
0.011,0.576,,Very Friendly,Belgium,4,32,57286,4.83E+11,0.108,4711,156,0.004,0.807,,83,78,1.113,0.169,0.655,0.176,11128246,0.977,Europe,12659000000,23784000000,12/1/2012
0.009,0.237,,Moderate,Bosnia and Herzegovina,37,130,,16853238733,0.099,447,407,0.006,0.654,0.069,79,74,0.876,0.163,0.682,0.155,3833916,0.394,Europe,665000000,194000000,12/1/2012
0.01,0.277,,Friendly,Bulgaria,18,57,,51303659418,0.074,516,454,0.011,0.519,0.097,78,71,1.481,0.135,0.675,0.189,7305888,0.73,Europe,4202000000,1475000000,12/1/2012
0.01,0.218,,Friendly,Croatia,8,88,,56155732957,0.068,908,196,0.004,0.619,0.095,80,74,1.154,0.15,0.67,0.18,4267558,0.581,Europe,8865000000,962000000,12/1/2012
0.012,0.222,,Very Friendly,Cyprus,8,38,,22766912960,0.073,1949,147,0.003,0.607,,82,78,0.984,0.172,0.708,0.12,1128994,0.673,Europe,2709000000,1637000000,12/1/2012
0.01,0.481,,Friendly,Czechia,20,68,42823,1.96E+11,0.077,1432,413,0.003,0.734,0.054,81,75,1.268,0.146,0.692,0.162,10510785,0.731,Europe,7758000000,4379000000,12/1/2012
0.01,0.27,,Very Friendly,Denmark,6,5,17041,3.15E+11,0.112,6304,130,0.003,0.923,,82,78,1.303,0.177,0.649,0.175,5591572,0.871,Europe,6135000000,9600000000,12/1/2012
0.011,0.664,,Very Friendly,Estonia,7,21,5721,22376042498,0.059,1010,81,0.003,0.784,0.057,82,72,1.604,0.157,0.665,0.178,1325016,0.678,Europe,1588000000,958000000,12/1/2012
0.013,,,Not Clustered,Faeroe Islands,,,,,,,,,0.853,,85,80,1.186,,,,49506,0.413,Europe,,,12/1/2012
0.011,0.406,,Very Friendly,Finland,14,12,33475,2.47E+11,0.091,4232,93,0.002,0.899,,84,78,1.723,0.164,0.653,0.183,5413971,0.838,Europe,5415000000,5839000000,12/1/2012
0.013,0.647,,Very Friendly,France,7,35,251706,2.61E+12,0.117,4690,132,0.004,0.814,,86,79,0.974,0.183,0.643,0.175,65676758,0.788,Europe,63530000000,47159000000,12/1/2012
0.008,0.459,,Very Friendly,Germany,15,19,307381,3.43E+12,0.113,4683,207,0.003,0.823,,83,79,1.116,0.132,0.657,0.211,80425823,0.747,Europe,51581000000,96361000000,12/1/2012
0.009,0.441,,Friendly,Greece,12,89,25991,2.48E+11,0.093,2044,202,0.004,0.551,,83,78,1.201,0.146,0.66,0.194,11092771,0.77,Europe,13313000000,2392000000,12/1/2012
0.009,0.495,,Friendly,Hungary,5,52,23499,1.25E+11,0.078,987,277,0.005,0.706,0.09,79,72,1.161,0.146,0.683,0.17,9920362,0.698,Europe,5923000000,2514000000,12/1/2012
0.014,0.306,,Very Friendly,Iceland,5,13,6021,13586213061,0.091,3872,140,0.002,0.962,0.083,84,82,1.081,0.207,0.667,0.126,320716,0.938,Europe,865000000,780000000,12/1/2012
0.016,0.255,,Very Friendly,Ireland,10,15,13350,2.11E+11,0.081,3708,80,0.003,0.769,,83,79,1.072,0.215,0.667,0.118,4586897,0.624,Europe,9064000000,6001000000,12/1/2012
0.009,0.677,,Friendly,Italy,6,67,158616,2.01E+12,0.092,3032,269,0.003,0.558,0.052,86,80,1.597,0.14,0.651,0.208,59539717,0.686,Europe,43036000000,32798000000,12/1/2012
0.018,0.154,,Friendly,Kosovo,52,96,,6445460830,,,164,,,0.129,73,68,,,,,1807106,,Europe,,,12/1/2012
0.01,0.359,,Very Friendly,Latvia,16,24,,28372577697,0.06,792,264,0.008,0.731,0.055,79,69,1.121,0.146,0.669,0.185,2034319,0.675,Europe,1068000000,863000000,12/1/2012
0.01,,,Not Clustered,Liechtenstein,,,,,,,,,0.894,,85,80,0.974,,,,36656,0.144,Europe,,,12/1/2012
0.01,0.43,,Very Friendly,Lithuania,20,25,,42343559196,0.067,859,175,0.005,0.672,,80,68,1.651,0.151,0.693,0.156,2987773,0.666,Europe,1430000000,1058000000,12/1/2012
0.011,0.2,,Friendly,Luxembourg,19,56,4080,55143457330,0.069,7452,59,0.002,0.919,,84,79,1.454,0.175,0.685,0.141,530946,0.892,Europe,4613000000,3582000000,12/1/2012
0.011,0.082,,Very Friendly,"North Macedonia",2,36,,9576482628,0.071,327,119,0.007,0.574,0.085,77,73,1.062,0.169,0.711,0.12,2105575,0.57,Europe,237000000,153000000,12/1/2012
0.01,0.409,,Friendly,Malta,40,100,,8863076923,0.091,1835,139,0.005,0.682,0.047,83,79,1.244,0.15,0.694,0.156,419455,0.95,Europe,1451000000,408000000,12/1/2012
0.012,0.308,,Friendly,Moldova,9,86,,7284686576,0.117,239,220,0.014,0.434,0.134,73,65,1.02,0.165,0.722,0.112,3559519,0.449,Europe,294000000,420000000,12/1/2012
,,,Not Clustered,Monaco,,,,,0.044,6708,,0.003,0.87,,,,0.883,,,,37579,1,Europe,,,12/1/2012
0.012,0.209,,Very Friendly,Montenegro,10,50,,4045813953,0.076,493,320,0.005,0.568,0.096,77,72,1.595,0.19,0.682,0.128,621081,0.635,Europe,860000000,67000000,12/1/2012
0.011,0.392,,Very Friendly,Netherlands,5,30,78220,7.70E+11,0.124,5737,127,0.004,0.929,0.016,83,79,1.18,0.172,0.663,0.164,16754962,0.886,Europe,20527000000,20346000000,12/1/2012
0.012,0.407,,Very Friendly,Norway,7,7,29818,5.00E+11,0.09,9055,87,0.002,0.946,,84,80,1.167,0.186,0.659,0.155,5018573,0.797,Europe,5353000000,17559000000,12/1/2012
0.01,0.398,,Very Friendly,Poland,32,48,96543,4.90E+11,0.067,854,286,0.005,0.623,,81,73,1.415,0.149,0.71,0.14,38535873,0.607,Europe,11835000000,9038000000,12/1/2012
0.009,0.42,,Very Friendly,Portugal,4,29,21949,2.12E+11,0.094,1905,275,0.003,0.603,,84,77,1.14,0.149,0.666,0.185,10514844,0.618,Europe,14559000000,4490000000,12/1/2012
0.01,0.429,,Friendly,Romania,10,73,,1.69E+11,0.051,420,216,0.011,0.459,0.113,78,71,1.05,0.15,0.7,0.15,20076727,0.541,Europe,1919000000,2112000000,12/1/2012
0.013,0.541,,Moderate,Russia,18,111,,2.02E+12,0.063,887,177,0.009,0.638,0.091,76,65,1.453,0.154,0.716,0.13,143178000,0.738,Europe,17876000000,48096000000,12/1/2012
0.01,0.422,,Friendly,San Marino,40,74,,,0.065,3792,52,0.003,0.509,,,,1.152,,,,31247,0.941,Europe,,,12/1/2012
0.009,0.34,,Friendly,Serbia,12,87,,38110737579,0.105,561,279,0.006,0.481,0.182,78,73,1.178,0.165,0.695,0.14,7199077,0.553,Europe,1066000000,1176000000,12/1/2012
0.01,0.471,,Very Friendly,Slovakia,14,43,16676,91347809328,0.078,1326,207,0.006,0.767,,80,73,1.119,0.15,0.723,0.127,5407579,0.542,Europe,2365000000,2307000000,12/1/2012
0.011,0.339,,Very Friendly,Slovenia,6,31,7143,45379174408,0.088,1942,260,0.002,0.683,,83,77,1.084,0.142,0.688,0.171,2057159,0.499,Europe,2841000000,1085000000,12/1/2012
0.01,0.387,,Very Friendly,Spain,28,46,124679,1.32E+12,0.096,2808,167,0.004,0.698,,85,80,1.084,0.152,0.673,0.175,46761264,0.789,Europe,63198000000,21749000000,12/1/2012
0.012,0.52,,Very Friendly,Sweden,16,14,48877,5.24E+11,0.096,5319,122,0.002,0.932,,84,80,1.246,0.167,0.644,0.189,9519374,0.854,Europe,12415000000,17664000000,12/1/2012
0.01,0.291,,Very Friendly,Switzerland,18,27,25500,6.31E+11,0.113,8980,63,0.004,0.852,0.027,85,81,1.321,0.148,0.678,0.174,7996861,0.737,Europe,19439000000,16675000000,12/1/2012
0.017,0.4,,Friendly,Türkiye,6,72,115701,7.89E+11,0.063,665,226,0.017,0.451,,78,72,0.915,0.26,0.667,0.073,73997128,0.718,Europe,32249000000,4604000000,12/1/2012
0.011,0.554,,Moderate,Ukraine,22,140,,1.77E+11,0.076,293,491,0.009,0.353,0.184,76,66,1.303,0.142,0.705,0.153,45593300,0.691,Europe,5988000000,5536000000,12/1/2012
0.013,0.35,,Very Friendly,United Kingdom,12,11,192381,2.46E+12,0.094,3647,110,0.004,0.875,0.005,84,80,1.248,0.175,0.653,0.172,63695687,0.818,Europe,45966000000,66182000000,12/1/2012
0.016,0.135,,Very Friendly,Bahrain,9,47,,30362317939,0.039,895,36,0.006,0.88,0.06,77,76,1.612,0.202,0.777,0.021,1317827,0.886,Middle East,1742000000,889000000,12/1/2012
0.019,0.441,,Low,"Iran",16,152,,5.03E+11,0.067,490,344,0.015,0.275,0.11,76,72,0.761,0.237,0.711,0.052,76424443,0.718,Middle East,,,12/1/2012
0.031,0.278,,Low,Iraq,29,155,,2.16E+11,0.036,226,312,0.029,0.071,0.13,73,66,0.816,0.405,0.562,0.033,32578209,0.692,Middle East,1640000000,2363000000,12/1/2012
0.022,0.29,,Very Friendly,Israel,21,33,24079,2.58E+11,0.075,2289,235,0.003,0.708,0.056,84,80,1.207,0.275,0.619,0.105,7910500,0.919,Middle East,6225000000,4851000000,12/1/2012
0.028,0.281,,Moderate,Jordan,12,119,,31015239496,0.098,388,151,0.017,0.41,0.088,75,72,1.282,0.341,0.624,0.035,6318000,0.83,Middle East,4485000000,1257000000,12/1/2012
0.021,0.124,,Moderate,Kuwait,32,101,,1.83E+11,0.025,1428,98,0.009,0.705,0.05,75,73,1.569,0.249,0.729,0.022,3250496,0.983,Middle East,780000000,9821000000,12/1/2012
0.013,0.302,,Moderate,Lebanon,9,105,,43205095854,0.076,675,180,0.008,0.612,0.072,82,78,0.808,0.216,0.698,0.086,4424888,0.874,Middle East,6298000000,4125000000,12/1/2012
0.021,0.22,,Very Friendly,Oman,8,44,,78289467471,0.026,690,62,0.01,0.6,0.057,79,75,1.593,0.242,0.731,0.028,3314001,0.762,Middle East,1779000000,2184000000,12/1/2012
0.011,0.113,,Very Friendly,Qatar,9,45,,1.90E+11,0.022,2029,48,0.007,0.693,0.054,79,78,1.269,0.133,0.857,0.01,2050514,0.989,Middle East,7220000000,10702000000,12/1/2012
