Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.034,,7437,Friendly,Ghana,,,8264,6166197192,0.048,15,,0.062,0.008,,58,57,0.02,0.409,0.559,0.032,19786307,0.453,Africa,383000000,184000000,12/1/2002
0.041,,1324,Low,Guinea,,,,2949637039,0.061,20,,0.095,0.004,,51,51,0.01,0.439,0.527,0.034,9045748,0.317,Africa,,38000000,12/1/2002
0.041,,154,Low,Guinea-Bissau,,,,406669723,0.058,17,,0.104,0.01,,53,51,,0.433,0.537,0.03,1330849,0.383,Africa,2300000,10200000,12/1/2002
0.039,,7968,Moderate,Kenya,,,14454,13147736954,0.045,18,,0.066,0.012,0.185,54,52,0.036,0.435,0.538,0.028,33000524,0.206,Africa,513000000,126000000,12/1/2002
0.03,,,Moderate,Lesotho,,,,656802669,0.069,24,,0.082,0.011,0.171,45,44,0.073,0.407,0.547,0.046,1885487,0.206,Africa,14000000,164000000,12/1/2002
0.042,,502,Low,Liberia,,,,536000000,0.054,9,,0.104,0,0.202,54,52,0.002,0.432,0.537,0.031,3070673,0.45,Africa,,,12/1/2002
0.023,,47832,Low,Libya,,,16951,19842519685,0.049,185,,0.023,0.022,0.07,74,71,0.013,0.32,0.64,0.041,5340389,0.765,Africa,202000000,654000000,12/1/2002
0.04,,1236,Moderate,Madagascar,,,,4397254715,0.052,14,,0.064,0.003,0.253,61,59,0.01,0.454,0.517,0.03,16736029,0.277,Africa,109000000,192000000,12/1/2002
0.044,,884,Low,Malawi,,,,2665158943,0.048,11,,0.09,0.002,0.505,47,47,0.007,0.461,0.509,0.03,11926778,0.148,Africa,45000000,86000000,12/1/2002
0.048,,554,Low,Mali,,,,3342824260,0.063,19,,0.109,0.002,,50,50,0.004,0.461,0.506,0.033,10882662,0.298,Africa,105000000,62000000,12/1/2002
0.038,,1434,Low,Mauritania,,,,1324424463,0.06,24,,0.076,0.004,0.21,61,58,0.086,0.423,0.545,0.032,2877431,0.508,Africa,,,12/1/2002
0.017,,2981,Very Friendly,Mauritius,,,,4767303153,0.042,168,,0.014,0.103,0.21,76,69,0.29,0.252,0.685,0.064,1210196,0.423,Africa,829000000,223000000,12/1/2002
0.021,,38254,Friendly,Morocco,,,11079,40416114690,0.053,73,,0.04,0.024,0.131,70,67,0.211,0.327,0.625,0.048,29311443,0.54,Africa,3157000000,669000000,12/1/2002
0.045,,1588,Moderate,Mozambique,,,7645,4201332885,0.064,14,,0.104,0.003,0.267,49,46,0.013,0.441,0.527,0.032,19319894,0.295,Africa,65000000,115000000,12/1/2002
0.031,,1760,Friendly,Namibia,,,1010,3361236321,0.062,106,,0.049,0.026,0.138,56,52,0.077,0.402,0.565,0.033,1958303,0.338,Africa,251000000,65000000,12/1/2002
0.052,,814,Low,Niger,,,,2170481498,0.07,12,,0.094,0.001,,52,52,0.005,0.483,0.491,0.025,11817297,0.164,Africa,20000000,29000000,12/1/2002
0.043,,98125,Moderate,Nigeria,,,97389,59116868250,0.039,18,,0.106,0.003,0.248,48,47,0.012,0.434,0.538,0.028,129224641,0.365,Africa,256000000,910000000,12/1/2002
0.04,,689,Friendly,Rwanda,,,,1677447003,0.042,8,,0.092,0.003,0.164,51,50,0.009,0.459,0.513,0.029,8987523,0.168,Africa,31000000,24000000,12/1/2002
0.037,,59,Low,Sao Tome and Principe,,,,84617971,0.106,59,,0.054,0.076,0.374,66,62,0.014,0.429,0.53,0.04,144447,0.553,Africa,6900000,1800000,12/1/2002
0.04,,4547,Low,Senegal,,,2632,5333862344,0.051,26,,0.065,0.01,,60,57,0.053,0.447,0.521,0.032,10390050,0.406,Africa,210000000,112000000,12/1/2002
0.018,,543,Friendly,Seychelles,,,,698083345,0.044,371,,0.012,0.143,0.106,77,69,0.541,0.267,0.654,0.079,83700,0.505,Africa,247000000,53000000,12/1/2002
0.043,,609,Moderate,Sierra Leone,,,,1239004288,0.16,44,,0.136,0.002,0.222,40,39,0.015,0.428,0.548,0.024,4493047,0.361,Africa,38000000,39000000,12/1/2002
0.048,,572,Not Clustered,Somalia,,,,,,,,0.105,0.001,,53,50,0.013,0.475,0.496,0.029,7825924,0.34,Africa,,,12/1/2002
0.024,,347687,Very Friendly,South Africa,,,109908,1.11E+11,0.085,205,,0.053,0.067,0.158,55,52,0.297,0.32,0.643,0.037,45808736,0.579,Africa,3695000000,2251000000,12/1/2002
0.041,,,Low,South Sudan,,,,,,,,0.1,,,51,49,,0.445,0.524,0.031,7186820,0.168,Africa,,,12/1/2002
0.039,,8119,Moderate,Sudan,,,15205,14803423335,0.036,18,,0.066,0.004,,61,57,0.005,0.435,0.535,0.03,29186427,0.326,Africa,108000000,91000000,12/1/2002
0.032,,1126,Moderate,eSwatini,,,,1224220675,0.052,58,,0.082,0.018,0.153,47,46,0.063,0.435,0.535,0.03,1082183,0.224,Africa,45000000,27000000,12/1/2002
0.042,,3590,Moderate,Tanzania,,,14916,10805600069,0.034,10,,0.071,0.002,0.164,52,51,0.017,0.447,0.524,0.029,35806497,0.23,Africa,639000000,361000000,12/1/2002
0.039,,1232,Low,Togo,,,2182,1474630199,0.05,14,,0.073,0.01,,55,53,0.032,0.436,0.536,0.028,5123674,0.338,Africa,16000000,26000000,12/1/2002
0.017,,21016,Very Friendly,Tunisia,,,7814,23141757278,0.053,128,,0.023,0.053,,75,71,0.059,0.281,0.656,0.064,9781900,0.642,Africa,1831000000,303000000,12/1/2002
0.048,,1668,Moderate,Uganda,,,,6178563467,0.075,18,,0.081,0.004,0.191,50,50,0.015,0.494,0.48,0.026,25943441,0.123,Africa,194000000,,12/1/2002
0.045,,1969,Friendly,Zambia,,,6633,3711284087,0.067,24,,0.091,0.005,0.452,44,43,0.013,0.461,0.511,0.027,10625423,0.354,Africa,64000000,109000000,12/1/2002
0.032,,11932,Low,Zimbabwe,,,9692,6342116354,,,,0.059,0.04,0.365,43,43,0.027,0.417,0.548,0.035,12640922,0.346,Africa,76000000,,12/1/2002
0.048,,359,Low,Afghanistan,,,,4128818043,0.089,14,,0.091,0,,57,55,0.001,0.495,0.485,0.02,22202806,0.219,Asia,,,12/1/2002
0.013,,3044,Very Friendly,Armenia,,,1876,2376335048,0.054,42,,0.024,0.02,0.211,76,69,0.023,0.241,0.651,0.108,3047002,0.643,Asia,81000000,85000000,12/1/2002
0.014,,29615,Friendly,Azerbaijan,,,11559,6236024951,0.045,34,,0.053,0.05,0.174,70,65,0.096,0.291,0.649,0.06,8171950,0.518,Asia,63000000,110000000,12/1/2002
0.026,,33707,Moderate,Bangladesh,,,20756,47571130071,0.031,11,,0.059,0.001,0.16,67,66,0.008,0.359,0.6,0.041,137006279,0.248,Asia,59000000,309000000,12/1/2002
0.026,,418,Low,Bhutan,,,,537050133,0.079,71,,0.053,0.017,0.153,62,62,,0.38,0.581,0.039,598455,0.276,Asia,8000000,,12/1/2002
0.022,,5321,Friendly,Brunei,,,2157,5843329102,0.031,526,,0.008,0.153,0.055,78,75,0.444,0.298,0.673,0.029,346407,0.721,Asia,113000000,398000000,12/1/2002
0.027,,2208,Moderate,Cambodia,,,3994,4284028138,0.064,22,,0.069,0.002,,67,61,0.03,0.388,0.572,0.04,12709336,0.188,Asia,509000000,64000000,12/1/2002
0.013,,3694242,Friendly,China,,,1253831,1.45E+12,0.048,54,,0.026,0.046,0.053,74,72,0.159,0.236,0.692,0.072,1280400000,0.384,Asia,21742000000,16759000000,12/1/2002
0.012,,3388,Very Friendly,Georgia,,,2544,3395778661,0.087,64,,0.028,0.016,0.236,76,69,0.109,0.205,0.661,0.134,4357000,0.523,Asia,144000000,189000000,12/1/2002
0.007,,36952,Very Friendly,"Hong Kong SAR, China",,,13195,1.66E+11,,,,,0.431,0.05,85,79,0.925,0.161,0.724,0.115,6744100,1,Asia,9849000000,12418000000,12/1/2002
0.025,,1226791,Moderate,India,,,477540,5.24E+11,0.044,21,,0.062,0.015,0.119,64,62,0.012,0.334,0.621,0.045,1076705723,0.282,Asia,3300000000,4350000000,12/1/2002
0.021,,306737,Moderate,Indonesia,,,164879,1.96E+11,0.022,20,,0.038,0.021,0.189,70,66,0.054,0.302,0.651,0.048,215038285,0.436,Asia,5797000000,5042000000,12/1/2002
0.009,,1216751,Very Friendly,Japan,,,510390,3.98E+12,0.079,2455,,0.003,0.466,0.019,85,78,0.643,0.142,0.675,0.182,127445000,0.816,Asia,6069000000,34977000000,12/1/2002
0.015,,151946,Friendly,Kazakhstan,,,39679,24636598581,0.036,61,,0.034,0.017,,72,61,0.07,0.263,0.665,0.071,14858948,0.553,Asia,680000000,863000000,12/1/2002
0.017,,76109,Not Clustered,"North Korea",,,19566,,,,,0.034,,,70,63,,0.256,0.68,0.065,23248059,0.596,Asia,,,12/1/2002
0.01,,465632,Very Friendly,"South Korea",,,198667,6.09E+11,0.048,581,,0.006,0.594,0.068,80,73,0.697,0.203,0.716,0.081,47622179,0.803,Asia,7621000000,11440000000,12/1/2002
0.019,,4848,Friendly,Kyrgyz Republic,,,2422,1605640633,0.054,17,,0.039,0.03,0.248,72,64,0.011,0.335,0.609,0.056,4990700,0.353,Asia,48000000,27000000,12/1/2002
0.029,,1177,Low,Laos,,,,1758176653,0.04,13,,0.078,0.003,0.293,64,62,0.01,0.425,0.539,0.037,5545245,0.24,Asia,110000000,4000000,12/1/2002
0.008,,1525,Not Clustered,"Macao SAR, China",,,,7008026415,,,,,0.252,0.061,80,76,0.622,0.208,0.718,0.074,444150,1,Asia,4428000000,512000000,12/1/2002
0.021,,135129,Very Friendly,Malaysia,,,51009,1.01E+11,0.033,138,,0.008,0.323,0.065,75,71,0.371,0.321,0.639,0.04,24413795,0.639,Asia,8084000000,3330000000,12/1/2002
0.022,,689,Friendly,Maldives,,,,828240882,0.052,152,,0.028,0.053,0.135,73,70,0.148,0.385,0.574,0.041,282743,0.3,Asia,337000000,60000000,12/1/2002
0.019,,8287,Friendly,Mongolia,,,2586,1396555772,0.048,28,,0.044,0.02,0.355,67,61,0.088,0.323,0.64,0.037,2443231,0.593,Asia,143000000,125000000,12/1/2002
0.02,,9208,Low,Myanmar,,,12968,,0.024,3,,0.056,0,0.15,65,61,0.001,0.296,0.656,0.048,49261313,0.277,Asia,136000000,34000000,12/1/2002
0.031,,2710,Moderate,Nepal,,,8467,6050875807,0.056,14,,0.054,0.003,0.068,64,62,0.001,0.401,0.559,0.04,24102862,0.143,Asia,134000000,108000000,12/1/2002
0.029,,114084,Moderate,Pakistan,,,65775,72306820396,0.03,15,,0.085,0.026,,65,64,0.011,0.402,0.558,0.04,149693684,0.338,Asia,562000000,491000000,12/1/2002
0.029,,71338,Moderate,Philippines,,,38767,81357657790,0.028,28,,0.029,0.043,0.091,70,64,0.19,0.38,0.587,0.033,80953652,0.474,Asia,2018000000,1874000000,12/1/2002
0.011,,47231,Very Friendly,Singapore,,,21005,91941791944,0.029,632,,0.003,0.47,0.053,81,77,0.801,0.206,0.717,0.077,4176000,1,Asia,4458000000,8212000000,12/1/2002
0.019,,11008,Friendly,Sri Lanka,,,8199,17102623876,0.039,34,,0.013,0.011,0.132,76,69,0.048,0.261,0.673,0.065,18921000,0.184,Asia,594000000,438000000,12/1/2002
0.029,,1881,Moderate,Tajikistan,,,2129,1221113795,0.045,9,,0.066,0.001,0.147,68,61,0.002,0.412,0.552,0.036,6404118,0.264,Asia,5000000,1700000,12/1/2002
0.014,,215975,Very Friendly,Thailand,,,82257,1.27E+11,0.037,74,,0.018,0.075,0.069,75,68,0.274,0.234,0.696,0.07,63797841,0.338,Asia,10388000000,3888000000,12/1/2002
0.04,,161,Low,Timor-Leste,,,,426700000,0.061,19,,0.076,,,63,60,,0.497,0.478,0.025,899367,0.25,Asia,,,12/1/2002
0.023,,40245,Not Clustered,Turkmenistan,,,15811,4462028989,0.033,63,,0.063,0.003,,68,60,0.002,0.349,0.607,0.044,4600171,0.464,Asia,,,12/1/2002
0.021,,126915,Low,Uzbekistan,,,53188,9687951055,0.054,21,,0.05,0.011,,70,64,0.007,0.357,0.598,0.045,25271850,0.371,Asia,68000000,,12/1/2002
0.017,,70806,Friendly,Vietnam,,,33441,37947904054,0.051,22,,0.026,0.019,0.091,79,69,0.023,0.298,0.637,0.065,79538700,0.255,Asia,,,12/1/2002
0.017,,3751,Friendly,Albania,,,1975,4449373456,0.065,89,,0.021,0.004,0.153,78,72,0.261,0.29,0.636,0.075,3051427,0.435,Europe,492000000,386000000,12/1/2002
0.011,,532,Not Clustered,Andorra,,,,1456198796,0.058,1486,,0.004,0.113,,,,0.458,,,,71639,0.916,Europe,,,12/1/2002
0.01,,67179,Very Friendly,Austria,,,30447,2.08E+11,0.101,2599,,0.004,0.366,,82,76,0.832,0.167,0.677,0.156,8081957,0.658,Europe,12334000000,7743000000,12/1/2002
0.009,,52390,Friendly,Belarus,,,25262,14594925393,0.065,96,,0.009,0.09,0.369,74,62,0.047,0.172,0.687,0.14,9865000,0.709,Europe,295000000,527000000,12/1/2002
0.011,,107531,Very Friendly,Belgium,,,56375,2.53E+11,0.085,2075,,0.004,0.463,0.077,81,75,0.784,0.174,0.655,0.171,10332785,0.972,Europe,7598000000,11270000000,12/1/2002
0.009,,22919,Moderate,Bosnia and Herzegovina,,,4407,6651226179,0.071,122,,0.007,0.026,0.127,77,73,0.192,0.197,0.686,0.117,3897579,0.393,Europe,307000000,112000000,12/1/2002
0.009,,44635,Friendly,Bulgaria,,,18861,15979194511,0.076,154,,0.016,0.091,0.092,75,69,0.33,0.148,0.683,0.17,7868468,0.695,Europe,1392000000,1018000000,12/1/2002
0.009,,21877,Friendly,Croatia,,,8245,26524896398,0.063,375,,0.007,0.178,0.128,78,71,0.522,0.167,0.671,0.163,4440000,0.559,Europe,3952000000,852000000,12/1/2002
0.013,,7022,Very Friendly,Cyprus,,,2143,10557366162,0.061,882,,0.005,0.283,0.072,80,76,0.427,0.214,0.682,0.104,979877,0.687,Europe,2178000000,582000000,12/1/2002
0.009,,120193,Friendly,Czechia,,,42535,78425201661,0.068,522,,0.005,0.239,0.067,79,72,0.843,0.157,0.704,0.139,10196916,0.738,Europe,3376000000,1797000000,12/1/2002
0.012,,49266,Very Friendly,Denmark,,,19004,1.74E+11,0.093,3023,,0.004,0.643,0.071,79,75,0.834,0.187,0.664,0.149,5375931,0.853,Europe,4791000000,5838000000,12/1/2002
0.01,,14936,Very Friendly,Estonia,,,4713,7324390332,0.048,256,,0.008,0.415,0.067,77,65,0.654,0.167,0.674,0.159,1379350,0.691,Europe,737000000,305000000,12/1/2002
,,763,Not Clustered,Faeroe Islands,,,,1268445919,,,,,0.533,,82,77,0.727,,,,47751,0.38,Europe,,,12/1/2002
0.011,,61078,Very Friendly,Finland,,,34819,1.35E+11,0.078,2032,,0.003,0.624,0.048,82,75,0.869,0.178,0.669,0.153,5200598,0.825,Europe,2235000000,2438000000,12/1/2002
0.013,,380840,Very Friendly,France,,,261182,1.45E+12,0.106,2497,,0.004,0.302,0.066,83,76,0.643,0.187,0.651,0.162,61803229,0.764,Europe,40537000000,27808000000,12/1/2002
0.009,,828771,Very Friendly,Germany,,,338553,2.01E+12,0.107,2610,,0.004,0.488,0.097,81,75,0.707,0.151,0.676,0.173,82488495,0.732,Europe,26690000000,59496000000,12/1/2002
0.009,,93670,Friendly,Greece,,,28321,1.46E+11,0.091,1223,,0.006,0.147,0.074,81,76,0.845,0.148,0.676,0.176,10983723,0.733,Europe,10005000000,2453000000,12/1/2002
0.01,,56094,Friendly,Hungary,,,25601,66389489264,0.076,495,,0.009,0.167,0.102,77,68,0.677,0.163,0.683,0.154,10158608,0.651,Europe,3774000000,2211000000,12/1/2002
0.014,,2171,Very Friendly,Iceland,,,3285,8907207933,0.102,3156,,0.003,0.791,0.154,83,79,0.908,0.228,0.656,0.117,287523,0.927,Europe,415000000,373000000,12/1/2002
0.015,,43762,Very Friendly,Ireland,,,14673,1.23E+11,0.07,2221,,0.005,0.259,0.038,80,75,0.762,0.211,0.678,0.111,3931947,0.596,Europe,4228000000,3835000000,12/1/2002
0.009,,452632,Friendly,Italy,,,172396,1.23E+12,0.082,1761,,0.004,0.28,0.065,83,77,0.943,0.142,0.669,0.189,57059007,0.674,Europe,28192000000,19636000000,12/1/2002
0.021,,,Friendly,Kosovo,,,1894,2702427047,,,,,,,70,66,,,,,1702310,,Europe,,,12/1/2002
0.009,,6652,Very Friendly,Latvia,,,4073,9314784080,0.063,248,,0.013,0.219,0.08,77,65,0.396,0.165,0.677,0.158,2310173,0.679,Europe,201000000,267000000,12/1/2002
0.012,,,Not Clustered,Liechtenstein,,,,2688617885,,,,,0.595,,82,77,0.337,,,,33821,0.149,Europe,,,12/1/2002
0.009,,13212,Very Friendly,Lithuania,,,8865,14163949142,0.064,263,,0.009,0.177,0.068,78,66,0.481,0.187,0.669,0.144,3443067,0.668,Europe,556000000,334000000,12/1/2002
0.012,,9417,Friendly,Luxembourg,,,3646,22568793525,0.083,4202,,0.003,0.398,,82,75,1.066,0.189,0.668,0.143,446175,0.853,Europe,2547000000,1963000000,12/1/2002
0.012,,10935,Very Friendly,"North Macedonia",,,2527,3791306758,0.093,170,,0.013,0.173,0.184,76,71,0.176,0.213,0.681,0.106,2074441,0.581,Europe,55000000,60000000,12/1/2002
0.01,,2299,Friendly,Malta,,,734,4296164768,0.079,839,,0.006,0.289,0.06,81,76,0.674,0.193,0.69,0.117,395969,0.929,Europe,757000000,180000000,12/1/2002
0.012,,3986,Friendly,Moldova,,,3096,1661818168,0.081,37,,0.023,0.038,0.235,71,63,0.085,0.219,0.676,0.105,3623062,0.456,Europe,72000000,109000000,12/1/2002
,,,Not Clustered,Monaco,,,,2905973022,0.034,2985,,0.004,0.48,,,,0.456,,,,32653,1,Europe,,,12/1/2002
0.013,,,Very Friendly,Montenegro,,,,1284504509,0.086,180,,0.011,,,77,71,,0.207,0.671,0.121,612325,0.606,Europe,,,12/1/2002
0.013,,172364,Very Friendly,Netherlands,,,75706,4.38E+11,0.089,2411,,0.005,0.613,0.04,81,76,0.754,0.186,0.677,0.137,16148929,0.791,Europe,11745000000,14201000000,12/1/2002
0.012,,37429,Very Friendly,Norway,,,24912,1.92E+11,0.104,4418,,0.004,0.728,0.087,82,77,0.835,0.2,0.651,0.149,4538159,0.77,Europe,2581000000,5610000000,12/1/2002
0.009,,296932,Very Friendly,Poland,,,88855,1.98E+11,0.063,328,,0.007,0.212,0.12,79,70,0.363,0.18,0.692,0.127,38230364,0.618,Europe,4971000000,3440000000,12/1/2002
0.011,,66820,Very Friendly,Portugal,,,25824,1.32E+11,0.093,1190,,0.005,0.194,,81,74,0.834,0.159,0.675,0.166,10419631,0.557,Europe,6595000000,2631000000,12/1/2002
0.01,,92174,Friendly,Romania,,,38140,45988510814,0.046,97,,0.022,0.066,0.354,75,67,0.23,0.174,0.686,0.14,21730496,0.528,Europe,400000000,448000000,12/1/2002
0.01,,1557665,Moderate,Russia,,,623098,3.45E+11,0.06,142,,0.018,0.041,0.157,72,59,0.121,0.168,0.702,0.13,145408033,0.733,Europe,5278000000,11362000000,12/1/2002
,,,Friendly,San Marino,,,,879957210,0.065,2894,,0.004,0.508,0.08,85,78,0.597,,,,28064,0.939,Europe,,,12/1/2002
0.01,,,Friendly,Serbia,,,15891,15102567925,0.089,179,,0.01,,0.197,75,70,,0.193,0.672,0.135,7500031,0.537,Europe,77000000,105000000,12/1/2002
0.01,,39252,Very Friendly,Slovakia,,,18733,34638306042,0.056,256,,0.009,0.401,0.103,78,70,0.543,0.185,0.7,0.115,5376912,0.56,Europe,742000000,506000000,12/1/2002
0.009,,15420,Very Friendly,Slovenia,,,6830,23136352386,0.086,1000,,0.004,0.278,0.132,80,72,0.838,0.151,0.702,0.147,1994530,0.508,Europe,1152000000,647000000,12/1/2002
0.01,,314519,Very Friendly,Spain,,,128757,6.86E+11,0.073,1215,,0.005,0.204,0.043,83,76,0.811,0.145,0.686,0.169,41431558,0.765,Europe,35468000000,9366000000,12/1/2002
0.011,,57425,Very Friendly,Sweden,,,51784,2.51E+11,0.092,2599,,0.003,0.706,0.056,82,78,0.892,0.181,0.647,0.172,8924958,0.841,Europe,5671000000,8221000000,12/1/2002
0.01,,40718,Very Friendly,Switzerland,,,25888,2.87E+11,0.106,4190,,0.005,0.614,0.039,83,78,0.792,0.171,0.675,0.155,7284753,0.734,Europe,9117000000,7210000000,12/1/2002
0.021,,205678,Friendly,Türkiye,,,74248,2.33E+11,0.054,180,,0.03,0.114,,75,68,0.359,0.297,0.64,0.063,65022300,0.66,Europe,11901000000,1880000000,12/1/2002
0.009,,318684,Moderate,Ukraine,,,135601,42392896031,0.063,55,,0.014,0.019,0.253,74,63,0.077,0.162,0.692,0.145,48202500,0.673,Europe,1001000000,794000000,12/1/2002
0.011,,531939,Very Friendly,United Kingdom,,,218306,1.62E+12,0.076,2065,,0.005,0.565,0.04,81,76,0.828,0.186,0.656,0.158,59370479,0.79,Europe,27819000000,51125000000,12/1/2002
0.02,,15698,Very Friendly,Bahrain,,,6433,9632411109,0.039,510,,0.01,0.181,0.084,76,74,0.531,0.301,0.675,0.024,732541,0.884,Middle East,985000000,550000000,12/1/2002
0.018,,402178,Low,"Iran",,,138011,1.16E+11,0.051,102,,0.026,0.046,,72,69,0.034,0.308,0.647,0.045,67727274,0.655,Middle East,1607000000,3990000000,12/1/2002
0.035,,87260,Low,Iraq,,,27981,,0.014,9,,0.035,0.005,,73,68,0.001,0.424,0.541,0.035,25238267,0.686,Middle East,45000000,26000000,12/1/2002
0.021,,63146,Very Friendly,Israel,,,18809,1.13E+11,0.078,1334,,0.005,0.178,0.099,82,78,1.01,0.28,0.62,0.1,6570000,0.913,Middle East,2426000000,3322000000,12/1/2002
0.031,,16887,Moderate,Jordan,,,5060,9580161951,0.097,189,,0.022,0.06,0.102,74,71,0.249,0.39,0.579,0.031,5038000,0.804,Middle East,1254000000,504000000,12/1/2002
0.022,,52753,Moderate,Kuwait,,,20639,38138801497,0.036,661,,0.011,0.102,0.065,74,73,0.599,0.256,0.71,0.034,2048232,0.981,Middle East,320000000,3412000000,12/1/2002
0.017,,16039,Moderate,Lebanon,,,5220,19152238806,0.1,546,,0.015,0.07,0.166,77,74,0.22,0.284,0.643,0.072,3515604,0.862,Middle East,4284000000,2683000000,12/1/2002
0.023,,25471,Very Friendly,Oman,,,8818,20049414986,0.032,278,,0.013,0.069,0.085,75,71,0.201,0.366,0.609,0.024,2308409,0.715,Middle East,539000000,702000000,12/1/2002
0.018,,28482,Very Friendly,Qatar,,,13711,19363735706,0.027,833,,0.01,0.102,,78,76,0.424,0.268,0.716,0.016,629745,0.967,Middle East,285000000,423000000,12/1/2002
0.025,,326407,Very Friendly,Saudi Arabia,,,116953,1.89E+11,0.043,375,,0.018,0.064,,75,71,0.229,0.368,0.598,0.034,21825217,0.803,Middle East,,7370000000,12/1/2002
0.029,,39068,Low,Syria,,,16735,21582248882,0.049,57,,0.018,0.021,0.09,76,72,0.024,0.4,0.567,0.034,16994676,0.527,Middle East,970000000,760000000,12/1/2002
0.016,,84704,Very Friendly,United Arab Emirates,,,40578,1.10E+11,0.027,917,,0.009,0.283,,76,74,0.753,0.243,0.746,0.01,3223969,0.811,Middle East,1332000000,3651000000,12/1/2002
0.038,,15764,Moderate,"Yemen",,,5100,10693278292,0.042,27,,0.064,0.005,0.177,62,60,0.026,0.476,0.497,0.028,18551068,0.273,Middle East,38000000,135000000,12/1/2002
