Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.039,,1181,Low,"Congo (Brazzaville)",37,,1020,4648628839,0.026,34,,0.066,0.011,0.18,55,52,0.111,0.422,0.543,0.035,3448868,0.605,Africa,23100000,176000000,12/1/2004
0.037,,7664,Low,Côte d'Ivoire,58,,9302,15481092596,0.056,50,,0.091,0.008,,48,46,0.098,0.423,0.548,0.029,17144325,0.462,Africa,91000000,571000000,12/1/2004
0.029,,458,Low,Djibouti,,,133,666072102,0.068,57,,0.073,0.008,0.112,59,56,0.045,0.381,0.586,0.033,765776,0.767,Africa,6800000,14000000,12/1/2004
0.024,,150912,Moderate,"Egypt",37,,53536,78845185709,0.053,57,,0.027,0.119,0.134,72,67,0.108,0.33,0.616,0.054,70591288,0.43,Africa,6328000000,1543000000,12/1/2004
0.038,,5218,Low,Equatorial Guinea,,,762,4410764261,0.021,191,,0.089,0.008,0.18,50,47,0.106,0.41,0.557,0.033,585983,0.388,Africa,,,12/1/2004
0.04,,770,Low,Eritrea,91,,744,1109054002,0.029,7,,0.049,,,60,56,0.004,0.44,0.541,0.019,4665522,0.186,Africa,73000000,,12/1/2004
0.04,,5244,Moderate,Ethiopia,34,,28377,9945571030,0.043,6,,0.074,0.002,0.07,56,55,0.002,0.464,0.505,0.031,74066147,0.155,Africa,458000000,59000000,12/1/2004
0.033,,1767,Low,Gabon,,,1629,7178135606,0.034,180,,0.052,0.03,0.18,61,59,0.363,0.397,0.546,0.057,1347125,0.828,Africa,74000000,275000000,12/1/2004
0.044,,323,Low,"Gambia",,,108,578785601,0.044,18,,0.058,0.033,0.365,58,55,0.126,0.46,0.515,0.026,1391934,0.515,Africa,51000000,6000000,12/1/2004
0.034,,7349,Friendly,Ghana,22,,8267,8881419348,0.061,26,,0.059,0.017,,59,57,0.081,0.404,0.562,0.033,20835514,0.466,Africa,495000000,270000000,12/1/2004
0.04,,1342,Low,Guinea,40,,,3666349049,0.053,20,,0.088,0.005,,52,52,0.017,0.437,0.53,0.033,9379621,0.324,Africa,,29000000,12/1/2004
0.04,,202,Low,Guinea-Bissau,,,86,522651788,0.053,20,,0.099,0.018,,53,51,0.028,0.43,0.54,0.029,1390791,0.4,Africa,2200000,22300000,12/1/2004
0.039,,7624,Moderate,Kenya,47,,15552,16095321631,0.043,20,,0.063,0.03,0.125,55,53,0.073,0.429,0.543,0.027,34834606,0.213,Africa,799000000,108000000,12/1/2004
0.029,,,Moderate,Lesotho,93,,28,1234197704,0.07,45,,0.084,0.022,0.124,44,43,0.103,0.4,0.553,0.046,1912022,0.217,Africa,26000000,278000000,12/1/2004
0.041,,627,Low,Liberia,,,,467000000,0.088,13,,0.09,0,0.181,55,53,0.03,0.433,0.537,0.03,3184643,0.457,Africa,59000000,29000000,12/1/2004
0.023,,50359,Low,Libya,,,17796,33384615385,0.035,205,,0.021,0.035,0.061,75,72,0.091,0.31,0.648,0.042,5507000,0.768,Africa,261000000,789000000,12/1/2004
0.038,,1808,Moderate,Madagascar,44,,,4363934417,0.049,12,,0.058,0.005,0.255,62,59,0.019,0.45,0.52,0.029,17763367,0.282,Africa,239000000,108000000,12/1/2004
0.043,,975,Low,Malawi,39,,,2625127098,0.078,16,,0.078,0.003,0.368,48,48,0.018,0.461,0.508,0.03,12569091,0.15,Africa,74000000,70000000,12/1/2004
0.048,,565,Low,Mali,41,,,4874178417,0.063,27,,0.101,0.004,,51,51,0.035,0.462,0.506,0.031,11572936,0.313,Africa,142000000,125000000,12/1/2004
0.037,,1632,Low,Mauritania,82,,,1833445283,0.059,28,,0.075,0.005,0.21,62,59,0.171,0.418,0.551,0.032,3055425,0.524,Africa,,,12/1/2004
0.016,,3194,Very Friendly,Mauritius,46,,1019,6385691315,0.042,227,,0.014,0.137,0.21,76,69,0.453,0.246,0.689,0.065,1233386,0.418,Africa,1156000000,277000000,12/1/2004
0.02,,43311,Friendly,Morocco,12,,12221,56948015336,0.052,99,,0.037,0.116,0.115,71,67,0.313,0.314,0.636,0.049,29855820,0.546,Africa,4540000000,912000000,12/1/2004
0.044,,1922,Moderate,Mozambique,153,,8375,5697991241,0.059,16,,0.095,0.007,0.221,49,46,0.035,0.446,0.522,0.032,20438827,0.298,Africa,96000000,140000000,12/1/2004
0.03,,1962,Friendly,Namibia,85,,1163,6606866450,0.065,213,,0.048,0.038,0.114,57,53,0.143,0.4,0.567,0.033,2003320,0.357,Africa,426000000,123000000,12/1/2004
0.052,,964,Low,Niger,35,,,3052898686,0.071,16,,0.086,0.002,,53,53,0.014,0.488,0.487,0.025,12708897,0.166,Africa,32000000,42000000,12/1/2004
0.043,,97047,Moderate,Nigeria,36,,101751,87845403978,0.07,45,,0.1,0.013,0.192,49,48,0.067,0.435,0.538,0.027,135999250,0.382,Africa,49000000,,12/1/2004
0.039,,689,Friendly,Rwanda,18,,,2089188921,0.058,13,,0.075,0.004,0.165,55,52,0.015,0.446,0.528,0.026,9254379,0.184,Africa,44000000,31000000,12/1/2004
0.038,,73,Low,Sao Tome and Principe,192,,38,110723362,0.11,79,,0.05,0.133,0.298,66,62,0.051,0.422,0.537,0.04,150842,0.571,Africa,7700000,2100000,12/1/2004
0.039,,5280,Low,Senegal,59,,2736,8031344240,0.057,42,,0.059,0.044,,62,58,0.102,0.443,0.526,0.032,10967568,0.409,Africa,286000000,138000000,12/1/2004
0.017,,744,Friendly,Seychelles,,,256,839319935,0.043,421,,0.012,0.243,0.1,76,69,0.634,0.25,0.673,0.076,82500,0.508,Africa,256000000,53000000,12/1/2004
0.042,,642,Moderate,Sierra Leone,26,,,1431208677,0.154,45,,0.13,0.002,0.221,42,41,,0.427,0.549,0.024,4928175,0.366,Africa,58000000,30000000,12/1/2004
0.047,,576,Not Clustered,Somalia,,,,,,,,0.105,0.011,,54,51,0.061,0.477,0.494,0.029,8249965,0.348,Africa,,,12/1/2004
0.023,,427132,Very Friendly,South Africa,38,,128722,2.19E+11,0.089,410,,0.052,0.084,0.113,53,51,0.438,0.312,0.647,0.042,47019452,0.59,Africa,7571000000,4237000000,12/1/2004
0.04,,,Low,South Sudan,,,,,,,,0.091,,,52,50,,0.442,0.526,0.032,7730180,0.17,Africa,,,12/1/2004
0.038,,11382,Moderate,Sudan,39,,14769,21457886199,0.041,29,,0.063,0.008,,61,58,0.028,0.433,0.536,0.03,30778572,0.327,Africa,21000000,176000000,12/1/2004
0.032,,1030,Moderate,eSwatini,,,406,2420610579,0.059,130,,0.082,0.032,0.113,46,46,0.132,0.424,0.545,0.031,1094758,0.222,Africa,75000000,54000000,12/1/2004
0.042,,4353,Moderate,Tanzania,28,,16198,12825801917,0.034,12,,0.061,0.009,0.141,53,52,0.051,0.446,0.524,0.03,37765139,0.242,Africa,762000000,470000000,12/1/2004
0.038,,1397,Low,Togo,65,,2327,1937074538,0.059,21,,0.07,0.015,,55,53,0.062,0.431,0.541,0.028,5397851,0.347,Africa,25000000,38000000,12/1/2004
0.017,,22446,Very Friendly,Tunisia,11,,8463,31183139301,0.056,179,,0.021,0.085,,75,71,0.376,0.265,0.669,0.066,9932400,0.649,Africa,2432000000,427000000,12/1/2004
0.047,,1852,Moderate,Uganda,34,,,7940362663,0.079,24,,0.073,0.007,0.206,52,52,0.042,0.494,0.481,0.025,27766986,0.128,Africa,268000000,158000000,12/1/2004
0.044,,2131,Friendly,Zambia,35,,7005,5439176376,0.067,33,,0.081,0.02,0.307,46,45,0.042,0.466,0.507,0.027,11174650,0.362,Africa,92000000,86000000,12/1/2004
0.032,,9927,Low,Zimbabwe,97,,9269,5805598443,,,,0.058,0.066,2.789,43,44,0.034,0.415,0.549,0.036,12693047,0.343,Africa,194000000,,12/1/2004
0.046,,733,Low,Afghanistan,9,,,5285461999,0.098,19,,0.086,0.001,,58,55,0.025,0.494,0.486,0.02,24018682,0.226,Asia,,,12/1/2004
0.014,,3645,Very Friendly,Armenia,18,,2095,3576615240,0.055,65,,0.022,0.049,0.186,76,70,0.067,0.225,0.66,0.115,3025652,0.642,Asia,188000000,216000000,12/1/2004
0.016,,32090,Friendly,Azerbaijan,121,,12786,8680511918,0.079,81,,0.047,,0.157,71,66,0.172,0.27,0.667,0.064,8306500,0.522,Asia,79000000,140000000,12/1/2004
0.024,,39750,Moderate,Bangladesh,50,,22554,56560744012,0.031,12,,0.053,0.002,0.148,68,67,0.02,0.348,0.609,0.042,141235035,0.261,Asia,76000000,442000000,12/1/2004
0.024,,308,Low,Bhutan,62,,180,702682018,0.044,49,,0.048,0.032,0.15,63,63,0.03,0.352,0.608,0.04,633893,0.298,Asia,13000000,,12/1/2004
0.02,,5361,Friendly,Brunei,,,2296,7872333197,0.03,658,,0.008,0.297,0.055,79,75,0.561,0.292,0.677,0.031,360797,0.731,Asia,181000000,382000000,12/1/2004
0.026,,2446,Moderate,Cambodia,94,,3389,5337833256,0.071,29,,0.057,0.003,,69,63,0.066,0.37,0.588,0.043,13149386,0.191,Asia,673000000,80000000,12/1/2004
0.012,,5288166,Friendly,China,48,,1639854,1.93E+12,0.047,70,,0.022,0.073,0.056,75,73,0.256,0.214,0.711,0.075,1296075000,0.411,Asia,27755000000,21360000000,12/1/2004
0.012,,4323,Very Friendly,Georgia,25,,2781,5125273877,0.085,97,,0.024,0.039,0.221,76,69,0.186,0.19,0.667,0.143,4318300,0.524,Asia,209000000,196000000,12/1/2004
0.007,,38415,Very Friendly,"Hong Kong SAR, China",11,,12808,1.69E+11,,,,,0.564,0.05,85,79,1.191,0.148,0.732,0.119,6783500,1,Asia,11874000000,13270000000,12/1/2004
0.024,,1348525,Moderate,India,89,,519165,7.22E+11,0.045,29,,0.058,0.02,0.109,65,62,0.047,0.326,0.627,0.046,1110626108,0.289,Asia,6307000000,5783000000,12/1/2004
0.021,,337635,Moderate,Indonesia,151,,176238,2.57E+11,0.024,27,,0.035,0.026,0.141,71,67,0.137,0.3,0.651,0.048,221293797,0.451,Asia,5226000000,4569000000,12/1/2004
0.009,,1259655,Very Friendly,Japan,31,,522488,4.66E+12,0.08,2914,,0.003,0.624,0.018,86,79,0.722,0.139,0.668,0.193,127761000,0.846,Asia,14343000000,48175000000,12/1/2004
0.018,,172158,Friendly,Kazakhstan,26,,50717,43151647003,0.04,114,,0.03,0.027,,72,60,0.164,0.251,0.674,0.076,15012985,0.549,Asia,803000000,997000000,12/1/2004
0.016,,79482,Not Clustered,"North Korea",,,20494,,,,,0.028,,,72,64,,0.25,0.678,0.071,23639303,0.597,Asia,,,12/1/2004
0.01,,482277,Very Friendly,"South Korea",17,,208284,7.65E+11,0.052,784,,0.005,0.727,0.059,81,75,0.782,0.196,0.716,0.089,48039415,0.81,Asia,8226000000,13507000000,12/1/2004
0.022,,5699,Friendly,Kyrgyz Republic,21,,2542,2211535312,0.056,25,,0.036,0.051,0.293,72,64,0.052,0.319,0.624,0.057,5104700,0.353,Asia,92000000,73000000,12/1/2004
0.028,,1423,Low,Laos,153,,,2366398120,0.046,19,,0.073,0.004,0.293,65,63,0.036,0.411,0.552,0.037,5699112,0.262,Asia,122000000,8000000,12/1/2004
0.008,,1727,Not Clustered,"Macao SAR, China",,,,10258324479,,,,,0.315,0.06,81,76,0.943,0.185,0.742,0.074,458542,1,Asia,7431000000,529000000,12/1/2004
0.019,,167333,Very Friendly,Malaysia,37,,58691,1.25E+11,0.037,181,,0.007,0.423,0.06,76,71,0.576,0.308,0.649,0.043,25365089,0.657,Asia,9183000000,3822000000,12/1/2004
0.021,,777,Friendly,Maldives,9,,250,1075605492,0.059,217,,0.022,0.066,0.13,75,72,0.387,0.356,0.599,0.044,292505,0.325,Asia,471000000,75000000,12/1/2004
0.02,,8551,Friendly,Mongolia,13,,2600,1992066759,0.07,56,,0.039,,0.315,69,61,0.172,0.299,0.664,0.037,2496248,0.614,Asia,205000000,207000000,12/1/2004
0.019,,12435,Low,Myanmar,,,14764,,0.023,5,,0.052,0,0.15,65,61,0.002,0.286,0.666,0.049,49875169,0.285,Asia,97000000,32000000,12/1/2004
0.029,,2769,Moderate,Nepal,31,,8832,7273933993,0.058,17,,0.049,0.004,0.085,65,63,0.005,0.397,0.56,0.043,24921910,0.149,Asia,260000000,205000000,12/1/2004
0.028,,131601,Moderate,Pakistan,24,,73580,97977766198,0.028,18,,0.082,0.062,0.073,66,64,0.032,0.388,0.571,0.041,155151394,0.344,Asia,765000000,1612000000,12/1/2004
0.028,,74066,Moderate,Philippines,49,,38643,91371236939,0.032,35,,0.028,0.052,0.101,71,64,0.391,0.374,0.592,0.034,84231329,0.469,Asia,2390000000,1526000000,12/1/2004
0.01,,28474,Very Friendly,Singapore,8,,30845,1.14E+11,0.032,826,,0.002,0.62,0.053,82,77,0.912,0.196,0.723,0.081,4166700,1,Asia,5327000000,9291000000,12/1/2004
0.019,,11965,Friendly,Sri Lanka,48,,8798,20662525941,0.042,44,,0.012,0.014,0.095,77,70,0.112,0.256,0.675,0.069,19435000,0.184,Asia,808000000,499000000,12/1/2004
0.029,,2563,Moderate,Tajikistan,,,2346,2076148710,0.043,13,,0.058,0.001,0.203,69,62,0.02,0.392,0.57,0.037,6663929,0.264,Asia,9600000,3400000,12/1/2004
0.013,,252345,Very Friendly,Thailand,33,,96291,1.61E+11,0.035,87,,0.016,0.107,0.055,76,69,0.414,0.228,0.697,0.075,65087400,0.363,Asia,13054000000,5343000000,12/1/2004
0.038,,176,Low,Timor-Leste,158,,58,455500000,0.086,27,,0.069,,0.155,64,61,0.027,0.484,0.489,0.027,966987,0.257,Asia,,,12/1/2004
0.023,,43337,Not Clustered,Turkmenistan,,,18406,6838351088,0.037,111,,0.06,0.008,,68,60,0.011,0.334,0.62,0.046,4696876,0.468,Asia,,,12/1/2004
0.021,,119306,Low,Uzbekistan,29,,50678,12030023548,0.051,24,,0.048,0.026,,71,64,0.021,0.341,0.613,0.047,25864350,0.368,Asia,57000000,,12/1/2004
0.017,,90549,Friendly,Vietnam,51,,38968,49424107710,0.055,30,,0.024,0.076,0.097,79,70,0.059,0.28,0.654,0.066,81437700,0.267,Asia,1700000000,,12/1/2004
0.015,,4166,Friendly,Albania,41,,2172,7464446950,0.065,148,,0.019,0.024,0.118,79,73,0.392,0.273,0.645,0.082,3014579,0.457,Europe,756000000,669000000,12/1/2004
0.011,,565,Not Clustered,Andorra,,,,2322163502,0.057,2193,,0.003,0.268,,,,0.738,,,,79060,0.908,Europe,,,12/1/2004
0.01,,71866,Very Friendly,Austria,25,,32690,2.91E+11,0.104,3720,,0.004,0.543,,82,76,0.975,0.163,0.679,0.158,8171966,0.658,Europe,17251000000,10812000000,12/1/2004
0.009,,58038,Friendly,Belarus,79,,26888,23141587718,0.066,157,,0.008,,0.169,75,63,0.23,0.16,0.694,0.146,9730000,0.719,Europe,362000000,500000000,12/1/2004
0.011,,111282,Very Friendly,Belgium,34,,58895,3.62E+11,0.1,3482,,0.004,0.539,0.067,82,76,0.875,0.172,0.656,0.173,10421137,0.973,Europe,10089000000,15456000000,12/1/2004
0.008,,24617,Moderate,Bosnia and Herzegovina,63,,4811,10022840635,0.09,236,,0.007,0.155,0.103,78,73,0.362,0.192,0.682,0.127,3886723,0.392,Europe,507000000,162000000,12/1/2004
0.009,,46787,Friendly,Bulgaria,32,,18833,25283228366,0.073,238,,0.015,0.181,0.089,76,69,0.611,0.14,0.688,0.173,7781161,0.702,Europe,2796000000,1935000000,12/1/2004
0.009,,23047,Friendly,Croatia,29,,8831,41003558916,0.066,614,,0.006,0.309,0.117,79,72,0.644,0.162,0.67,0.169,4439000,0.562,Europe,6945000000,881000000,12/1/2004
0.012,,7334,Very Friendly,Cyprus,,,2184,15816972051,0.064,1353,,0.004,0.338,0.076,81,76,0.648,0.205,0.69,0.106,1015820,0.684,Europe,2552000000,907000000,12/1/2004
0.01,,122709,Friendly,Czechia,40,,45511,1.14E+11,0.069,771,,0.005,0.355,0.06,79,73,1.056,0.151,0.709,0.14,10197101,0.737,Europe,4931000000,2682000000,12/1/2004
0.012,,50597,Very Friendly,Denmark,7,,19428,2.45E+11,0.097,4387,,0.004,0.809,,80,75,0.957,0.188,0.662,0.15,5404523,0.856,Europe,5652000000,7279000000,12/1/2004
0.01,,17217,Very Friendly,Estonia,72,,5282,12031396467,0.051,450,,0.006,0.532,0.057,78,66,0.943,0.156,0.678,0.166,1362550,0.689,Europe,1111000000,486000000,12/1/2004
,,796,Not Clustered,Faeroe Islands,,,,1683997930,,,,,0.665,,82,77,0.847,,,,48782,0.392,Europe,,,12/1/2004
0.011,,67091,Very Friendly,Finland,14,,37120,1.89E+11,0.082,2974,,0.003,0.724,0.037,82,75,0.954,0.175,0.667,0.157,5228172,0.828,Europe,2975000000,3383000000,12/1/2004
0.013,,390103,Very Friendly,France,7,,269777,2.06E+12,0.11,3620,,0.004,0.392,0.066,84,77,0.73,0.186,0.651,0.164,62702121,0.769,Europe,52108000000,36029000000,12/1/2004
0.009,,825896,Very Friendly,Germany,45,,340676,2.73E+12,0.107,3524,,0.004,0.647,,82,76,0.851,0.146,0.67,0.184,82516260,0.733,Europe,36390000000,80624000000,12/1/2004
0.01,,97150,Friendly,Greece,38,,29707,2.28E+11,0.087,1809,,0.005,0.214,,82,77,0.845,0.145,0.672,0.183,11055729,0.741,Europe,12809000000,2880000000,12/1/2004
0.009,,57352,Friendly,Hungary,52,,26157,1.02E+11,0.082,828,,0.008,0.277,0.128,77,69,0.863,0.158,0.687,0.156,10107146,0.659,Europe,4009000000,2482000000,12/1/2004
0.015,,2233,Very Friendly,Iceland,5,,3368,13251434311,0.1,4567,,0.003,0.839,0.12,83,79,0.989,0.223,0.66,0.117,292074,0.929,Europe,558000000,699000000,12/1/2004
0.015,,43956,Very Friendly,Ireland,18,,14269,1.86E+11,0.075,3487,,0.005,0.37,0.026,81,76,0.945,0.206,0.683,0.111,4070262,0.602,Europe,6075000000,5291000000,12/1/2004
0.01,,472768,Friendly,Italy,13,,181990,1.74E+12,0.085,2549,,0.004,0.332,0.055,84,78,1.077,0.141,0.665,0.194,57685327,0.676,Europe,37870000000,24064000000,12/1/2004
0.02,,,Friendly,Kosovo,,,2005,3639935348,,,,,,0.148,71,66,,,,,1704622,,Europe,,,12/1/2004
0.009,,7132,Very Friendly,Latvia,16,,4438,13761569545,0.065,387,,0.012,0.386,0.074,77,67,0.681,0.152,0.68,0.168,2263122,0.679,Europe,343000000,428000000,12/1/2004
0.011,,,Not Clustered,Liechtenstein,,,,3454374261,,,,,0.64,,85,79,0.74,,,,34445,0.148,Europe,,,12/1/2004
0.009,,13330,Very Friendly,Lithuania,26,,9386,22659294573,0.057,374,,0.008,0.312,0.057,78,66,0.915,0.173,0.677,0.15,3377075,0.666,Europe,834000000,643000000,12/1/2004
0.012,,11269,Friendly,Luxembourg,,,4282,34077095478,0.082,6145,,0.003,0.659,,82,76,1.041,0.188,0.668,0.144,458095,0.862,Europe,3880000000,2950000000,12/1/2004
0.012,,11192,Very Friendly,"North Macedonia",48,,2756,5514253043,0.087,230,,0.012,0.244,0.124,77,72,0.473,0.203,0.687,0.11,2085728,0.577,Europe,103000000,85000000,12/1/2004
0.01,,2574,Friendly,Malta,,,830,5643525282,0.086,1247,,0.006,0.346,0.053,81,77,0.741,0.178,0.693,0.129,401268,0.934,Europe,949000000,291000000,12/1/2004
0.012,,4554,Friendly,Moldova,30,,3377,2598231467,0.085,61,,0.02,0.106,0.209,72,64,0.206,0.198,0.691,0.111,3603945,0.454,Europe,112000000,135000000,12/1/2004
,,,Not Clustered,Monaco,,,,4110348444,0.04,4885,,0.004,0.525,,,,0.472,,,,33346,1,Europe,,,12/1/2004
0.013,,,Very Friendly,Montenegro,,,,2073255525,0.087,293,,0.01,0.254,,76,71,0.787,0.203,0.669,0.128,614670,0.62,Europe,,,12/1/2004
0.012,,176903,Very Friendly,Netherlands,9,,79075,6.10E+11,0.1,3739,,0.005,0.685,0.028,81,77,0.912,0.185,0.676,0.139,16281779,0.815,Europe,16495000000,16937000000,12/1/2004
0.012,,42666,Very Friendly,Norway,18,,26433,2.60E+11,0.101,5733,,0.003,0.777,0.04,82,78,0.986,0.198,0.655,0.148,4591910,0.773,Europe,3531000000,8894000000,12/1/2004
0.009,,304988,Very Friendly,Poland,31,,91371,2.53E+11,0.062,410,,0.007,0.325,0.076,79,71,0.604,0.169,0.7,0.131,38182222,0.616,Europe,6499000000,5092000000,12/1/2004
0.01,,63175,Very Friendly,Portugal,78,,25831,1.85E+11,0.1,1779,,0.004,0.318,,81,75,1.009,0.157,0.674,0.17,10483861,0.569,Europe,8858000000,3369000000,12/1/2004
0.01,,95401,Friendly,Romania,28,,38683,75794733525,0.054,190,,0.02,0.15,0.256,75,68,0.461,0.16,0.694,0.146,21451748,0.53,Europe,607000000,672000000,12/1/2004
0.01,,1602963,Moderate,Russia,30,,647392,5.91E+11,0.052,212,,0.015,0.129,0.114,72,59,0.511,0.156,0.707,0.136,143821212,0.734,Europe,7262000000,16082000000,12/1/2004
0.01,,,Friendly,San Marino,,,,1317357835,0.053,3359,,0.004,0.506,0.071,85,79,0.583,,,,29290,0.94,Europe,,,12/1/2004
0.011,,,Friendly,Serbia,56,,18094,23649854234,0.087,204,,0.008,0.235,0.155,75,70,0.472,0.185,0.676,0.139,7463157,0.543,Europe,220000000,208000000,12/1/2004
0.01,,38749,Very Friendly,Slovakia,52,,18353,56073225726,0.072,565,,0.009,0.529,0.091,78,70,0.793,0.173,0.711,0.116,5372280,0.557,Europe,931000000,900000000,12/1/2004
0.009,,15746,Very Friendly,Slovenia,60,,7131,33837749815,0.083,1415,,0.004,0.408,0.087,81,74,0.927,0.144,0.703,0.153,1997012,0.506,Europe,1725000000,937000000,12/1/2004
0.011,,339429,Very Friendly,Spain,114,,139030,1.04E+12,0.082,2028,,0.005,0.44,,83,77,0.904,0.145,0.687,0.168,42921895,0.77,Europe,49996000000,14864000000,12/1/2004
0.011,,54521,Very Friendly,Sweden,16,,52588,3.62E+11,0.091,3666,,0.003,0.839,0.04,83,78,0.978,0.176,0.651,0.172,8993531,0.843,Europe,7686000000,11088000000,12/1/2004
0.01,,40392,Very Friendly,Switzerland,18,,26090,3.74E+11,0.11,5570,,0.004,0.678,0.032,84,79,0.854,0.166,0.678,0.157,7389625,0.734,Europe,11404000000,9924000000,12/1/2004
0.02,,225407,Friendly,Türkiye,6,,80858,3.92E+11,0.054,297,,0.027,0.146,,76,69,0.519,0.289,0.646,0.065,66845635,0.672,Europe,15888000000,2524000000,12/1/2004
0.009,,343121,Moderate,Ukraine,34,,143843,64883060726,0.066,90,,0.013,0.035,0.174,74,63,0.289,0.151,0.694,0.155,47451600,0.676,Europe,2931000000,2660000000,12/1/2004
0.012,,540409,Very Friendly,United Kingdom,13,,221558,2.22E+12,0.08,2955,,0.005,0.656,0.044,81,77,0.995,0.181,0.66,0.159,59987905,0.796,Europe,37166000000,69076000000,12/1/2004
0.019,,17510,Very Friendly,Bahrain,,,6970,13150516509,0.039,539,,0.01,0.215,0.079,76,75,0.792,0.283,0.694,0.023,820505,0.884,Middle East,1504000000,528000000,12/1/2004
0.018,,447480,Low,"Iran",29,,155548,1.63E+11,0.047,117,,0.023,0.075,0.167,73,70,0.073,0.272,0.68,0.048,69342126,0.669,Middle East,1305000000,4402000000,12/1/2004
0.035,,114084,Low,Iraq,77,,26901,36627901762,0.056,55,,0.034,0.009,0.129,72,67,0.022,0.421,0.545,0.035,26673536,0.687,Middle East,,,12/1/2004
0.021,,63201,Very Friendly,Israel,20,,19241,1.27E+11,0.076,1410,,0.005,0.228,0.075,82,78,1.117,0.279,0.621,0.1,6809000,0.915,Middle East,2908000000,3663000000,12/1/2004
0.03,,19241,Moderate,Jordan,26,,6219,11407566660,0.091,203,,0.021,0.117,0.083,74,71,0.319,0.383,0.585,0.032,5290000,0.809,Middle East,1621000000,585000000,12/1/2004
0.021,,63534,Moderate,Kuwait,35,,23469,59440511982,0.027,743,,0.01,0.229,0.056,75,73,0.808,0.255,0.711,0.034,2196466,0.982,Middle East,398000000,4147000000,12/1/2004
0.015,,16835,Moderate,Lebanon,46,,5271,20955223881,0.082,458,,0.013,0.09,0.108,78,75,0.23,0.283,0.644,0.074,3853582,0.865,Middle East,5931000000,3719000000,12/1/2004
0.022,,27987,Very Friendly,Oman,35,,9603,24673602280,0.03,310,,0.011,0.068,0.076,76,72,0.327,0.359,0.616,0.025,2464001,0.718,Middle East,601000000,823000000,12/1/2004
0.016,,44393,Very Friendly,Qatar,,,16648,31734065019,0.036,1589,,0.009,0.207,0.07,78,76,0.681,0.259,0.727,0.014,720383,0.971,Middle East,498000000,691000000,12/1/2004
0.024,,395834,Very Friendly,Saudi Arabia,74,,143706,2.59E+11,0.037,399,,0.017,0.102,,76,72,0.385,0.351,0.617,0.032,23839231,0.808,Middle East,6486000000,4428000000,12/1/2004
0.028,,51111,Low,Syria,43,,17937,25086930693,0.045,61,,0.017,0.043,0.075,76,73,0.133,0.392,0.575,0.034,17676012,0.534,Middle East,1883000000,688000000,12/1/2004
