Birth Rate,Business Tax Rate,CO2 Emissions,Ease of Business (clusters),Country/Region,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.039,0.649,1338,Low,"Congo (Brazzaville)",37,,1154,7731261169,0.024,50,606,0.057,0.02,0.153,56,53,0.252,0.422,0.543,0.035,3646653,0.614,Africa,45000000,132000000,12/1/2006
0.036,0.473,6997,Low,Côte d'Ivoire,45,,9537,17367303156,0.06,59,270,0.087,0.015,,49,47,0.23,0.423,0.547,0.03,17662417,0.475,Africa,104000000,583000000,12/1/2006
0.029,0.378,488,Low,Djibouti,37,,143,768873684,0.071,66,66,0.069,0.013,,60,57,0.057,0.365,0.601,0.034,787544,0.768,Africa,9800000,15000000,12/1/2006
0.024,0.464,178616,Moderate,"Egypt",19,,66269,1.07E+11,0.052,75,596,0.024,0.137,0.126,72,67,0.247,0.322,0.624,0.055,72990754,0.431,Africa,8133000000,2156000000,12/1/2006
0.038,0.441,4752,Low,Equatorial Guinea,135,,1503,8081982438,0.023,287,492,0.085,0.013,0.153,51,48,0.193,0.403,0.566,0.032,621517,0.389,Africa,,,12/1/2006
0.04,0.845,561,Low,Eritrea,76,,697,1211161880,0.032,8,216,0.046,,,61,57,0.012,0.432,0.548,0.02,5035036,0.192,Africa,60000000,,12/1/2006
0.038,0.303,5420,Moderate,Ethiopia,18,,29705,15000803171,0.042,8,212,0.065,0.003,0.07,59,57,0.011,0.46,0.509,0.031,78290649,0.159,Africa,639000000,97000000,12/1/2006
0.033,0.447,1977,Low,Gabon,57,,1768,9545982814,0.032,216,488,0.049,0.055,0.153,61,59,0.636,0.393,0.551,0.056,1412907,0.84,Africa,,,12/1/2006
0.044,2.921,337,Low,"Gambia",27,,114,655068112,0.047,21,376,0.056,0.052,0.298,58,56,0.273,0.46,0.515,0.025,1482324,0.532,Africa,69000000,8000000,12/1/2006
0.034,0.359,9289,Friendly,Ghana,18,,9062,20410239313,0.054,48,304,0.057,0.027,,60,58,0.237,0.399,0.566,0.034,21947779,0.48,Africa,910000000,575000000,12/1/2006
0.04,0.807,1181,Low,Guinea,40,,,2821346684,0.055,16,416,0.082,0.006,,54,53,,0.435,0.533,0.032,9798963,0.332,Africa,,41000000,12/1/2006
0.04,0.459,216,Low,Guinea-Bissau,259,,90,578517349,0.059,24,208,0.094,0.021,,54,52,0.108,0.427,0.544,0.029,1452659,0.417,Africa,2800000,17800000,12/1/2006
0.038,0.498,9575,Moderate,Kenya,54,,16896,22504136042,0.045,28,432,0.059,0.075,0.136,57,55,0.2,0.427,0.546,0.027,36757498,0.22,Africa,1181000000,178000000,12/1/2006
0.029,0.288,,Moderate,Lesotho,73,,19,1428842600,0.071,52,564,0.084,0.03,0.122,44,44,0.184,0.393,0.561,0.046,1940413,0.228,Africa,29000000,263000000,12/1/2006
0.04,0.429,759,Low,Liberia,68,,,604028582,0.109,18,158,0.077,,0.155,57,55,0.083,0.434,0.536,0.03,3384791,0.464,Africa,124000000,41000000,12/1/2006
0.023,,53788,Low,Libya,,,17899,56484375000,0.025,237,,0.019,0.043,0.063,76,72,0.691,0.303,0.654,0.043,5686475,0.77,Africa,244000000,915000000,12/1/2006
0.037,0.465,1683,Moderate,Madagascar,21,,,5515236338,0.05,15,304,0.052,0.006,0.295,63,60,0.056,0.446,0.525,0.029,18826126,0.294,Africa,386000000,86000000,12/1/2006
0.042,0.334,953,Low,Malawi,39,,,3116789658,0.09,21,370,0.068,0.004,0.323,50,50,0.047,0.461,0.508,0.03,13307535,0.151,Africa,45000000,85000000,12/1/2006
0.048,0.514,568,Low,Mali,41,,,6122644015,0.066,33,270,0.093,0.007,,52,52,0.123,0.464,0.506,0.03,12325545,0.328,Africa,175000000,196000000,12/1/2006
0.037,0.947,1676,Low,Mauritania,82,,,3040718541,0.035,30,696,0.074,0.01,0.24,62,59,0.327,0.413,0.555,0.031,3237713,0.539,Africa,,,12/1/2006
0.014,0.26,3777,Very Friendly,Mauritius,46,,1173,6731536244,0.048,269,161,0.014,0.167,0.211,76,69,0.635,0.236,0.696,0.068,1252698,0.414,Africa,1302000000,347000000,12/1/2006
0.02,0.517,47425,Friendly,Morocco,12,,13648,65637107776,0.052,113,358,0.034,0.198,,71,68,0.527,0.302,0.648,0.05,30395097,0.556,Africa,6900000000,1113000000,12/1/2006
0.043,0.375,1980,Moderate,Mozambique,113,,8742,7095910828,0.065,21,230,0.087,0.008,0.186,49,47,0.108,0.45,0.519,0.032,21587317,0.302,Africa,145000000,196000000,12/1/2006
0.029,0.258,2329,Friendly,Namibia,95,,1294,7978609422,0.072,280,339,0.044,0.044,0.112,60,55,0.297,0.395,0.571,0.033,2052931,0.376,Africa,473000000,118000000,12/1/2006
0.051,0.423,807,Low,Niger,24,,,3646727993,0.079,21,270,0.079,0.003,,55,55,0.035,0.492,0.483,0.025,13679705,0.169,Africa,39000000,42000000,12/1/2006
0.042,0.322,98514,Moderate,Nigeria,35,,107005,1.45E+11,0.057,59,1120,0.094,0.055,0.169,50,49,0.226,0.436,0.536,0.027,143314909,0.399,Africa,209000000,3536000000,12/1/2006
0.038,0.369,528,Friendly,Rwanda,16,,,3110327823,0.1,32,168,0.061,,0.161,58,56,0.033,0.442,0.533,0.024,9660946,0.202,Africa,148000000,84000000,12/1/2006
0.038,0.487,84,Low,Sao Tome and Principe,144,,44,135181862,0.078,68,424,0.046,0.142,0.293,67,63,0.116,0.418,0.542,0.039,158806,0.588,Africa,6700000,1100000,12/1/2006
0.039,0.455,4789,Low,Senegal,59,,2798,9358710763,0.054,44,696,0.055,0.056,,63,60,0.258,0.44,0.529,0.032,11582925,0.413,Africa,329000000,139000000,12/1/2006
0.017,0.484,744,Friendly,Seychelles,39,,243,1016419769,0.038,438,76,0.012,0.35,0.1,76,69,0.797,0.238,0.688,0.075,84600,0.513,Africa,323000000,56000000,12/1/2006
0.041,2.72,733,Moderate,Sierra Leone,26,,,1887429109,0.142,51,399,0.125,0.002,0.24,43,43,,0.426,0.549,0.025,5280909,0.371,Africa,23000000,15000000,12/1/2006
0.047,,576,Not Clustered,Somalia,,,,,,,,0.105,0.011,,54,51,0.063,0.478,0.493,0.029,8687671,0.356,Africa,,,12/1/2006
0.023,0.371,424844,Very Friendly,South Africa,35,,127255,2.61E+11,0.085,455,350,0.05,0.076,0.112,53,50,0.811,0.305,0.649,0.046,48269753,0.601,Africa,9211000000,5230000000,12/1/2006
0.039,,,Low,South Sudan,,,,,,,,0.083,,,53,50,,0.438,0.529,0.033,8376893,0.173,Africa,,,12/1/2006
0.037,0.361,11503,Moderate,Sudan,39,,15917,35159250985,0.05,54,180,0.06,,,62,59,0.119,0.43,0.539,0.031,32397535,0.328,Africa,252000000,1414000000,12/1/2006
0.031,0.363,1016,Moderate,eSwatini,60,,406,2947922183,0.068,180,104,0.076,0.037,0.112,46,46,0.224,0.412,0.556,0.032,1118253,0.219,Africa,75000000,54000000,12/1/2006
0.042,0.438,5959,Moderate,Tanzania,27,,17809,14331231239,0.065,23,172,0.054,0.013,0.157,56,54,0.14,0.447,0.523,0.03,39942347,0.255,Africa,986000000,571000000,12/1/2006
0.038,0.525,1221,Low,Togo,64,,2368,2202809211,0.064,25,270,0.067,0.02,,55,54,0.125,0.426,0.546,0.028,5685845,0.356,Africa,23000000,42000000,12/1/2006
0.017,0.606,23128,Very Friendly,Tunisia,11,,8752,34378437265,0.056,194,268,0.019,0.13,,76,72,0.722,0.252,0.681,0.068,10127900,0.653,Africa,2999000000,498000000,12/1/2006
0.046,0.352,2655,Moderate,Uganda,28,,,9942597753,0.096,32,237,0.064,0.025,0.187,54,53,0.068,0.493,0.482,0.025,29711397,0.133,Africa,347000000,196000000,12/1/2006
0.044,0.154,2226,Friendly,Zambia,35,,7396,10702200822,0.064,58,183,0.073,0.042,0.232,49,48,0.141,0.468,0.505,0.027,11781612,0.37,Africa,110000000,97000000,12/1/2006
0.032,0.323,10345,Low,Zimbabwe,97,,9714,5443896500,,,216,0.057,0.098,4.965,44,46,0.067,0.415,0.548,0.038,12724308,0.339,Africa,338000000,,12/1/2006
0.044,0.363,1338,Low,Afghanistan,9,,,7057597615,0.091,23,275,0.082,0.021,0.18,59,56,0.098,0.493,0.487,0.02,25631282,0.232,Asia,,,12/1/2006
0.014,0.366,4382,Very Friendly,Armenia,17,,2559,6384457744,0.046,97,580,0.02,0.056,0.165,77,70,0.42,0.214,0.67,0.116,3002911,0.642,Asia,307000000,321000000,12/1/2006
0.018,0.422,39167,Friendly,Azerbaijan,51,,13232,20982270733,0.062,149,1000,0.042,0.12,0.179,72,67,0.384,0.251,0.685,0.064,8484550,0.526,Asia,201000000,256000000,12/1/2006
0.023,0.353,48137,Moderate,Bangladesh,50,,25332,61901116736,0.034,14,400,0.048,0.01,0.153,68,67,0.132,0.338,0.619,0.044,144868702,0.275,Asia,80000000,444000000,12/1/2006
0.022,0.408,392,Low,Bhutan,62,,211,897672086,0.044,59,274,0.043,0.045,0.14,65,65,0.123,0.329,0.629,0.041,665568,0.317,Asia,36000000,22000000,12/1/2006
0.019,0.374,4822,Friendly,Brunei,116,,3152,11470703002,0.022,680,144,0.007,0.422,0.055,79,75,0.804,0.285,0.683,0.033,374697,0.739,Asia,224000000,408000000,12/1/2006
0.026,0.215,3000,Moderate,Cambodia,86,,3429,7274424519,0.054,29,137,0.048,0.005,,71,65,0.127,0.351,0.604,0.045,13555054,0.193,Asia,1109000000,176000000,12/1/2006
0.012,0.807,6414463,Friendly,China,35,,1938944,2.71E+12,0.046,93,832,0.019,0.105,0.061,76,73,0.348,0.198,0.724,0.078,1311020000,0.439,Asia,37132000000,28242000000,12/1/2006
0.013,0.386,6150,Very Friendly,Georgia,16,,3032,7761900179,0.084,146,387,0.02,0.075,0.171,77,70,0.383,0.179,0.674,0.147,4398000,0.525,Asia,361000000,257000000,12/1/2006
0.01,0.241,38555,Very Friendly,"Hong Kong SAR, China",11,,13330,1.94E+11,,,80,,0.608,0.078,86,79,1.367,0.137,0.74,0.123,6857100,1,Asia,15541000000,14044000000,12/1/2006
0.023,0.74,1504365,Moderate,India,35,,567182,9.49E+11,0.04,33,264,0.054,0.028,0.112,66,63,0.145,0.318,0.634,0.048,1143289350,0.296,Asia,8915000000,8738000000,12/1/2006
0.021,0.375,345120,Moderate,Indonesia,97,,183726,3.65E+11,0.029,47,576,0.032,0.048,0.16,71,67,0.28,0.3,0.651,0.049,227709821,0.467,Asia,4890000000,5458000000,12/1/2006
0.009,0.525,1231302,Very Friendly,Japan,22,,519807,4.36E+12,0.082,2794,350,0.003,0.687,0.017,86,79,0.785,0.137,0.659,0.204,127756000,0.871,Asia,11490000000,37659000000,12/1/2006
0.02,0.442,192532,Friendly,Kazakhstan,21,,61504,81003864916,0.039,210,271,0.027,0.033,,72,61,0.511,0.245,0.68,0.075,15308084,0.545,Asia,973000000,1060000000,12/1/2006
0.015,,84557,Not Clustered,"North Korea",,,21544,,,,,0.026,,,72,65,,0.243,0.679,0.077,23969917,0.599,Asia,,,12/1/2006
0.009,0.311,470806,Very Friendly,"South Korea",17,,213600,1.01E+12,0.061,1201,290,0.005,0.781,0.06,82,76,0.85,0.186,0.718,0.097,48371946,0.815,Asia,8508000000,20989000000,12/1/2006
0.023,0.672,5145,Friendly,Kyrgyz Republic,21,,2450,2834168889,0.067,38,202,0.033,0.123,0.232,72,64,0.248,0.308,0.638,0.054,5218400,0.353,Asia,189000000,142000000,12/1/2006
0.029,0.352,1580,Low,Laos,123,,,3452895836,0.043,25,672,0.068,0.012,0.3,66,64,0.171,0.396,0.566,0.038,5895930,0.285,Asia,160000000,15000000,12/1/2006
0.008,,1632,Not Clustered,"Macao SAR, China",,,,14568709574,,,,,0.464,0.088,81,77,1.326,0.161,0.766,0.072,479808,1,Asia,10055000000,648000000,12/1/2006
0.018,0.36,170648,Very Friendly,Malaysia,37,,63715,1.63E+11,0.036,222,190,0.007,0.516,0.065,76,72,0.739,0.297,0.659,0.045,26327098,0.675,Asia,12280000000,5085000000,12/1/2006
0.021,0.093,887,Friendly,Maldives,9,,288,1303375806,0.067,287,,0.017,0.11,0.13,76,74,0.895,0.332,0.621,0.047,302825,0.35,Asia,1235000000,106000000,12/1/2006
0.021,0.398,9498,Friendly,Mongolia,13,,2925,3414053251,0.054,72,204,0.035,,0.269,70,62,0.303,0.282,0.681,0.037,2559496,0.635,Asia,261000000,212000000,12/1/2006
0.019,,12611,Low,Myanmar,,,15015,,0.02,5,,0.049,0.002,0.161,66,62,0.004,0.277,0.674,0.05,50500070,0.294,Asia,59000000,40000000,12/1/2006
0.027,0.325,2662,Moderate,Nepal,31,,9131,9043715356,0.056,20,408,0.044,0.011,0.08,66,64,0.045,0.391,0.564,0.045,25634043,0.155,Asia,157000000,261000000,12/1/2006
0.028,0.416,146075,Moderate,Pakistan,24,,79345,1.37E+11,0.037,29,560,0.079,0.065,0.11,66,65,0.214,0.376,0.583,0.042,160905794,0.351,Asia,919000000,2029000000,12/1/2006
0.027,0.476,67693,Moderate,Philippines,47,,38456,1.22E+11,0.04,55,195,0.027,0.057,0.098,71,64,0.491,0.367,0.598,0.035,87366573,0.463,Asia,4019000000,1558000000,12/1/2006
0.01,0.238,30799,Very Friendly,Singapore,6,,23509,1.48E+11,0.037,1167,80,0.002,0.59,0.053,83,78,1.038,0.188,0.729,0.083,4401400,1,Asia,7536000000,11268000000,12/1/2006
0.019,0.598,11738,Friendly,Sri Lanka,48,,9083,28267410543,0.04,57,256,0.011,0.025,0.129,77,70,0.269,0.253,0.675,0.072,19858000,0.184,Asia,733000000,666000000,12/1/2006
0.03,0.799,2655,Moderate,Tajikistan,80,,2414,2830236054,0.048,19,224,0.052,0.038,0.144,70,63,0.309,0.376,0.587,0.037,6954522,0.265,Asia,11200000,6000000,12/1/2006
0.012,0.374,261211,Very Friendly,Thailand,33,,101043,2.07E+11,0.035,110,264,0.015,0.172,0.074,76,69,0.609,0.218,0.703,0.079,65883961,0.388,Asia,16614000000,6173000000,12/1/2006
0.038,0.484,180,Low,Timor-Leste,167,,59,462600000,0.106,46,640,0.062,0.001,0.165,65,62,0.048,0.478,0.494,0.028,999053,0.269,Asia,20000000,2000000,12/1/2006
0.022,,46256,Not Clustered,Turkmenistan,,,19628,10277598152,0.022,98,,0.057,0.013,,69,61,0.045,0.319,0.636,0.045,4801595,0.473,Asia,,,12/1/2006
0.021,1.121,116530,Low,Uzbekistan,29,,48872,17030896203,0.055,35,196,0.045,0.064,,71,64,0.096,0.324,0.629,0.047,26488250,0.365,Asia,43000000,,12/1/2006
0.017,0.399,102456,Friendly,Vietnam,50,,42475,66371664817,0.065,46,1050,0.023,0.173,0.112,80,70,0.22,0.263,0.672,0.066,83313000,0.279,Asia,2850000000,1050000000,12/1/2006
0.014,0.565,3865,Friendly,Albania,39,,2068,9132562332,0.06,168,364,0.017,0.096,0.129,80,73,0.601,0.258,0.654,0.089,2968028,0.478,Europe,1057000000,989000000,12/1/2006
0.011,,546,Not Clustered,Andorra,,,,2823503853,0.06,2631,,0.003,0.489,,,,0.843,,,,81877,0.898,Europe,,,12/1/2006
0.009,0.524,71565,Very Friendly,Austria,25,,33799,3.25E+11,0.102,4016,170,0.004,0.636,,83,77,1.121,0.158,0.679,0.164,8268641,0.658,Europe,18886000000,11721000000,12/1/2006
0.01,1.373,61829,Friendly,Belarus,69,,28621,36961918859,0.063,243,987,0.007,0.162,0.088,76,64,0.62,0.152,0.702,0.147,9604000,0.728,Europe,401000000,675000000,12/1/2006
0.012,0.593,106834,Very Friendly,Belgium,27,,58111,4.00E+11,0.095,3608,156,0.004,0.597,0.075,82,77,0.93,0.17,0.658,0.172,10547958,0.974,Europe,11625000000,17891000000,12/1/2006
0.008,0.427,27169,Moderate,Bosnia and Herzegovina,63,,5301,12400102623,0.085,275,368,0.007,0.251,0.08,78,73,0.487,0.186,0.678,0.136,3875157,0.392,Europe,658000000,210000000,12/1/2006
0.01,0.416,48943,Friendly,Bulgaria,32,,20459,33209188739,0.069,297,616,0.013,0.271,0.089,76,69,1.083,0.135,0.69,0.176,7699020,0.709,Europe,3317000000,2099000000,12/1/2006
0.009,0.214,23175,Friendly,Croatia,25,,8944,49855078905,0.07,790,196,0.006,0.38,0.099,79,73,1.004,0.158,0.67,0.172,4440000,0.566,Europe,8296000000,770000000,12/1/2006
0.012,,7789,Very Friendly,Cyprus,,,2308,18435765910,0.063,1494,,0.004,0.358,0.067,81,77,0.828,0.195,0.697,0.109,1048314,0.681,Europe,2691000000,1031000000,12/1/2006
0.01,0.482,122764,Friendly,Czechia,24,,45904,1.48E+11,0.067,969,930,0.004,0.479,0.056,80,74,1.207,0.145,0.712,0.143,10238905,0.735,Europe,6702000000,2874000000,12/1/2006
0.012,0.315,55005,Very Friendly,Denmark,6,,20252,2.74E+11,0.099,5017,135,0.004,0.867,,80,76,1.071,0.186,0.66,0.154,5437272,0.861,Europe,5562000000,7486000000,12/1/2006
0.011,0.491,16190,Very Friendly,Estonia,35,,5038,16798498860,0.05,620,81,0.005,0.635,0.05,78,67,1.258,0.151,0.679,0.17,1346810,0.686,Europe,1361000000,706000000,12/1/2006
,,766,Not Clustered,Faeroe Islands,,,,1970135199,,,,,0.694,,82,77,1.011,,,,49414,0.401,Europe,,,12/1/2006
0.011,0.477,66197,Very Friendly,Finland,14,,37334,2.08E+11,0.083,3302,269,0.003,0.797,,83,76,1.076,0.172,0.667,0.161,5266268,0.83,Europe,3515000000,4099000000,12/1/2006
0.013,0.65,382582,Very Friendly,France,7,,266793,2.26E+12,0.11,3907,132,0.004,0.469,,85,77,0.835,0.185,0.651,0.165,63617975,0.774,Europe,54450000000,39331000000,12/1/2006
0.008,0.474,808860,Very Friendly,Germany,24,,340492,2.90E+12,0.106,3746,196,0.004,0.722,,82,76,1.023,0.141,0.665,0.194,82376451,0.735,Europe,45538000000,85974000000,12/1/2006
0.01,0.495,97286,Friendly,Greece,38,,30223,2.62E+11,0.097,2293,264,0.005,0.323,,82,77,0.993,0.144,0.669,0.187,11127947,0.748,Europe,14495000000,3004000000,12/1/2006
0.01,0.557,57235,Friendly,Hungary,38,,27330,1.13E+11,0.083,922,340,0.007,0.471,0.081,77,69,0.989,0.153,0.688,0.159,10071370,0.669,Europe,4998000000,2319000000,12/1/2006
0.015,0.265,2277,Very Friendly,Iceland,5,,4159,16651492784,0.094,5205,140,0.002,0.895,0.179,83,80,1.004,0.218,0.664,0.118,303782,0.932,Europe,702000000,1084000000,12/1/2006
0.015,0.253,43458,Very Friendly,Ireland,13,,14607,2.23E+11,0.075,3982,76,0.004,0.548,,82,77,1.11,0.206,0.683,0.111,4274137,0.608,Europe,7664000000,6978000000,12/1/2006
0.01,0.754,469347,Friendly,Italy,13,,181830,1.87E+12,0.088,2818,340,0.004,0.38,0.056,84,79,1.361,0.141,0.661,0.198,58143979,0.679,Europe,41644000000,27437000000,12/1/2006
0.019,,,Friendly,Kosovo,,,1966,3918176308,,,,,,0.146,71,67,,,,,1719536,,Europe,,,12/1/2006
0.01,0.364,7583,Very Friendly,Latvia,16,,4688,19935046397,0.068,590,320,0.01,0.536,0.073,77,66,0.994,0.144,0.681,0.175,2218357,0.68,Europe,622000000,788000000,12/1/2006
0.01,,,Not Clustered,Liechtenstein,,,,3988775844,,,,,0.642,,83,79,0.821,,,,35028,0.147,Europe,,,12/1/2006
0.01,0.476,14294,Very Friendly,Lithuania,26,,8718,30246361657,0.062,552,166,0.008,0.439,0.051,77,65,1.457,0.163,0.685,0.153,3269909,0.667,Europe,1077000000,931000000,12/1/2006
0.012,0.204,11357,Friendly,Luxembourg,26,,4329,42544677906,0.077,7029,59,0.003,0.725,,82,77,1.529,0.184,0.672,0.144,472637,0.87,Europe,3636000000,3138000000,12/1/2006
0.011,0.203,10939,Very Friendly,"North Macedonia",18,,2924,6560546900,0.078,246,192,0.012,0.286,0.113,77,72,0.604,0.192,0.694,0.113,2093801,0.574,Europe,156000000,110000000,12/1/2006
0.009,,2574,Friendly,Malta,,,834,6390123590,0.09,1445,,0.006,0.404,0.057,82,77,0.832,0.168,0.696,0.136,405308,0.939,Europe,966000000,362000000,12/1/2006
0.012,0.459,4994,Friendly,Moldova,30,,3441,3408454198,0.106,101,232,0.018,0.196,0.181,72,64,0.366,0.182,0.705,0.113,3585209,0.452,Europe,150000000,224000000,12/1/2006
,,,Not Clustered,Monaco,,,,4663488363,0.038,5115,,0.004,0.615,,,,0.533,,,,34369,1,Europe,,,12/1/2006
0.013,0.304,2384,Very Friendly,Montenegro,24,,1118,2696020575,0.082,361,372,0.009,0.289,0.112,76,71,1.043,0.2,0.671,0.129,616854,0.624,Europe,,,12/1/2006
0.011,0.446,167201,Very Friendly,Netherlands,8,,76830,6.78E+11,0.107,4459,250,0.004,0.837,0.035,82,78,1.056,0.183,0.675,0.142,16346101,0.836,Europe,17529000000,17453000000,12/1/2006
0.013,0.411,44257,Very Friendly,Norway,7,,27129,3.40E+11,0.092,6778,87,0.003,0.826,0.047,83,78,1.043,0.195,0.658,0.147,4660677,0.779,Europe,4289000000,11273000000,12/1/2006
0.01,0.432,320004,Very Friendly,Poland,31,,97241,3.42E+11,0.062,554,418,0.006,0.446,0.055,80,71,0.962,0.16,0.707,0.133,38141267,0.613,Europe,8122000000,7654000000,12/1/2006
0.01,0.438,59108,Very Friendly,Portugal,7,,24698,2.02E+11,0.1,1915,328,0.004,0.38,,82,75,1.16,0.155,0.672,0.173,10522288,0.581,Europe,10438000000,4142000000,12/1/2006
0.01,0.482,102595,Friendly,Romania,11,,39936,1.23E+11,0.051,289,193,0.017,0.247,0.14,76,69,0.725,0.152,0.7,0.149,21193760,0.533,Europe,1676000000,1459000000,12/1/2006
0.01,0.512,1669618,Moderate,Russia,29,,670673,9.90E+11,0.053,365,448,0.013,0.18,0.104,73,60,1.048,0.149,0.713,0.138,142487260,0.735,Europe,9720000000,19478000000,12/1/2006
0.01,,,Friendly,San Marino,,,,1469075398,0.051,3444,,0.004,0.502,0.067,85,79,0.577,,,,30130,0.94,Europe,,,12/1/2006
0.01,0.358,53766,Friendly,Serbia,23,,17064,29221081587,0.094,371,279,0.007,0.272,0.166,76,71,0.815,0.178,0.682,0.14,7411569,0.548,Europe,416000000,322000000,12/1/2006
0.01,0.473,38929,Very Friendly,Slovakia,27,,18640,69002095095,0.073,761,325,0.008,0.561,0.077,78,70,0.907,0.163,0.719,0.118,5373054,0.554,Europe,1655000000,1230000000,12/1/2006
0.009,0.392,16245,Very Friendly,Slovenia,60,,7321,38945146500,0.083,1610,260,0.003,0.54,0.074,82,75,0.906,0.14,0.702,0.158,2006868,0.504,Europe,2074000000,1058000000,12/1/2006
0.011,0.619,350037,Very Friendly,Spain,47,,141748,1.24E+12,0.084,2371,298,0.005,0.504,,84,78,1.038,0.145,0.687,0.168,44397319,0.775,Europe,57543000000,20348000000,12/1/2006
0.012,0.541,49571,Very Friendly,Sweden,16,,50207,3.99E+11,0.089,3947,122,0.003,0.878,,83,79,1.057,0.172,0.655,0.174,9080505,0.844,Europe,10016000000,11685000000,12/1/2006
0.01,0.276,41877,Very Friendly,Switzerland,18,,27084,4.05E+11,0.104,5643,63,0.004,0.757,0.03,84,79,0.994,0.16,0.68,0.16,7483934,0.735,Europe,12852000000,11199000000,12/1/2006
0.019,0.524,261571,Friendly,Türkiye,6,,93035,5.31E+11,0.058,422,254,0.024,0.182,,76,69,0.767,0.281,0.652,0.067,68626337,0.684,Europe,19137000000,3517000000,12/1/2006
0.01,0.57,326480,Moderate,Ukraine,33,,137333,1.08E+11,0.064,147,2085,0.012,0.045,0.152,74,62,1.047,0.143,0.697,0.16,46787750,0.68,Europe,4018000000,3202000000,12/1/2006
0.012,0.346,542041,Very Friendly,United Kingdom,13,,218961,2.48E+12,0.084,3423,105,0.005,0.688,0.046,81,77,1.156,0.178,0.662,0.16,60846820,0.802,Europe,43803000000,77674000000,12/1/2006
0.018,,19497,Very Friendly,Bahrain,,,8093,18505250857,0.036,599,,0.009,0.282,0.08,76,75,0.954,0.252,0.727,0.022,950951,0.884,Middle East,1786000000,639000000,12/1/2006
0.018,0.442,509889,Low,"Iran",28,,180242,2.23E+11,0.051,174,344,0.021,0.088,0.14,74,70,0.217,0.249,0.701,0.05,70976584,0.682,Middle East,1464000000,5066000000,12/1/2006
0.034,0.278,99544,Low,Iraq,32,,21503,65141035028,0.03,58,312,0.033,0.01,0.145,72,66,0.333,0.418,0.547,0.034,28064095,0.688,Middle East,170000000,526000000,12/1/2006
0.021,0.382,65977,Very Friendly,Israel,20,,20380,1.51E+11,0.074,1524,230,0.004,0.279,0.081,83,88,1.243,0.277,0.622,0.101,7053700,0.916,Middle East,3802000000,4085000000,12/1/2006
0.03,0.311,20733,Moderate,Jordan,16,,6853,15056937190,0.081,224,136,0.02,0.139,0.082,74,71,0.8,0.374,0.594,0.032,5536000,0.814,Middle East,2426000000,956000000,12/1/2006
